"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Yadier Molina","STL","20","84","2","9","12","1","10.7%","8.3%",".167",".344",".333",".402",".500",".393","","144","-1.5","3.1","5.8","1.1","7007"
"Matt Kemp","LAD","22","92","3","15","16","5","10.9%","22.8%",".263",".404",".325",".402",".588",".421","","162","0.7","7.8","0.7","1.1","5631"
"Victor Martinez","CLE","22","101","5","15","11","0","10.9%","7.9%",".250",".377",".386",".446",".636",".456","","182","-0.2","10.1","-2.5","1.1","393"
"Jorge Cantu","FLA","17","72","7","15","22","1","11.1%","12.5%",".413",".340",".365",".444",".778",".510","","217","-0.2","10.3","-1.4","1.1","2521"
"Adam Jones","BAL","20","90","4","24","18","1","10.0%","15.6%",".269",".393",".359",".433",".628",".452","","175","0.2","8.6","-1.0","1.1","6368"
"Nick Markakis","BAL","22","100","2","23","22","0","13.0%","13.0%",".179",".423",".381",".460",".560",".441","","168","0.0","8.5","-1.9","1.0","5930"
"Kosuke Fukudome","CHC","20","89","4","14","15","1","18.0%","16.9%",".254",".377",".338",".461",".592",".452","","176","-1.0","7.3","0.0","1.0","3263"
"Carlos Beltran","NYM","21","93","2","10","14","1","14.0%","14.0%",".150",".446",".388",".473",".538",".436","","172","-0.5","7.8","-0.7","1.0","589"
"Ryan Zimmerman","WSN","21","99","5","15","16","0","9.1%","20.2%",".256",".323",".289",".354",".544",".382","","133","0.5","4.6","2.0","1.0","4220"
"Robinson Cano","NYY","22","100","5","18","16","1","6.0%","9.0%",".215",".363",".366",".400",".581",".418","","153","-0.5","6.1","-0.1","1.0","3269"
"Coco Crisp","KCR","22","99","2","17","9","2","16.2%","11.1%",".247",".265",".247",".371",".494",".372","","124","0.1","3.0","2.5","0.9","1572"
"Jason Bartlett","TBR","22","86","3","14","7","5","4.7%","11.6%",".148",".382",".358",".395",".506",".395","","144","1.2","6.0","0.0","0.9","8219"
"Freddy Sanchez","PIT","20","91","2","16","8","1","3.3%","18.7%",".233",".403",".337",".374",".570",".405","","150","0.0","5.6","0.5","0.9","1624"
"Miguel Cabrera","DET","21","88","4","13","14","1","11.4%","14.8%",".182",".417",".377",".455",".558",".440","","168","-0.7","6.7","-0.9","0.9","1744"
"Brian Roberts","BAL","22","101","2","19","7","3","10.9%","11.9%",".156",".395",".356",".426",".511",".412","","148","-0.8","5.3","-0.1","0.9","166"
"Ryan Braun","MIL","22","100","5","13","16","2","14.0%","19.0%",".232",".362",".317",".440",".549",".429","","166","0.2","8.4","-2.9","0.9","3410"
"Shin-Soo Choo","CLE","21","93","3","12","10","5","16.1%","17.2%",".205",".304",".274",".409",".479",".390","","138","1.4","5.8","-1.2","0.8","3174"
"Asdrubal Cabrera","CLE","21","84","1","16","9","4","15.5%","20.2%",".114",".423",".329",".434",".443",".394","","141","1.0","5.2","-0.4","0.8","4962"
"Nyjer Morgan","PIT","21","101","0","16","11","6","7.9%","14.9%",".068",".360",".307",".370",".375",".330","","100","0.8","0.8","3.7","0.8","4885"
"Joey Votto","CIN","21","90","3","11","20","1","7.8%","20.0%",".222",".417",".346",".411",".568",".421","","157","0.1","6.4","-1.7","0.8","4314"
"Nate McLouth","PIT","15","66","4","11","14","2","18.2%","15.2%",".222",".250",".259",".394",".481",".387","","138","1.0","4.1","1.3","0.7","3190"
"Derek Jeter","NYY","22","103","4","14","12","4","8.7%","12.6%",".170",".299",".287",".350",".457",".354","","110","0.6","1.9","1.8","0.7","826"
"Bill Hall","MIL","20","77","3","9","8","1","10.4%","23.4%",".217",".375",".304",".377",".522",".390","","139","0.0","3.7","1.0","0.7","1605"
"Alfonso Soriano","CHC","21","99","7","21","14","4","10.1%","22.2%",".307",".305",".284",".364",".591",".404","","144","0.1","5.4","-1.5","0.7","847"
"Carlos Pena","TBR","22","97","9","14","24","0","11.3%","27.8%",".372",".260",".256",".340",".628",".406","","152","0.1","6.3","-2.9","0.7","934"
"Denard Span","MIN","21","93","1","10","12","5","8.6%","11.8%",".099",".357",".321",".391",".420",".362","","120","2.0","4.2","-0.7","0.7","8347"
"Carl Crawford","TBR","23","103","0","12","10","9","8.7%","18.4%",".076",".351",".283",".350",".359",".319","","94","2.3","1.5","1.7","0.7","1201"
"Felipe Lopez","ARI","21","94","3","11","6","1","9.6%","14.9%",".200",".353",".318",".383",".518",".385","","130","-0.1","3.4","0.4","0.7","1311"
"Andre Ethier","LAD","23","104","5","18","22","1","14.4%","13.5%",".247",".313",".306",".423",".553",".408","","154","-0.3","6.6","-3.1","0.7","6265"
"Justin Morneau","MIN","22","96","5","16","18","0","6.3%","15.6%",".239",".333",".318",".365",".557",".388","","137","0.0","4.4","-1.1","0.7","1737"
"Johnny Damon","NYY","20","91","4","15","10","3","12.1%","11.0%",".205",".292",".295",".385",".500",".385","","131","1.3","4.8","-1.5","0.6","185"
"Pedro Feliz","PHI","20","76","2","10","14","0","11.8%","9.2%",".154",".328",".323",".395",".477",".380","","131","-0.5","2.4","1.7","0.6","1112"
"Rickie Weeks Jr.","MIL","22","96","5","16","15","1","4.2%","19.8%",".202",".308",".281",".333",".483",".356","","117","-0.7","1.3","2.1","0.6","1849"
"Alberto Callaspo","KCR","20","74","1","10","6","0","9.5%","5.4%",".167",".387",".379",".432",".545",".420","","156","-0.4","4.8","-1.0","0.6","3336"
"Nelson Cruz","TEX","21","86","6","10","17","2","10.5%","20.9%",".263",".283",".276",".349",".539",".380","","125","0.2","2.8","0.4","0.6","2434"
"Adam Lind","TOR","23","105","4","15","20","0","12.4%","21.9%",".217",".385",".315",".400",".533",".405","","146","0.1","6.1","-3.6","0.6","8027"
"Endy Chavez","SEA","21","94","1","9","7","5","9.6%","11.7%",".049",".343",".305",".374",".354",".332","","102","0.6","0.9","2.0","0.6","768"
"Ryan Ludwick","STL","20","81","5","10","19","1","4.9%","17.3%",".257",".304",".297",".329",".554",".375","","131","1.0","4.1","-0.5","0.6","1260"
"Scott Rolen","TOR","21","90","2","11","8","1","6.7%","10.0%",".110",".333",".317",".367",".427",".347","","108","1.5","2.3","0.6","0.6","970"
"Michael Young","TEX","21","96","6","18","13","2","8.3%","19.8%",".295",".317",".295",".354",".591",".402","","139","-1.0","3.7","-1.1","0.6","1286"
"Jay Bruce","CIN","19","74","5","11","13","1","9.5%","21.6%",".273",".267",".258",".338",".530",".369","","122","0.6","2.7","1.0","0.6","9892"
"Casey Blake","LAD","22","86","5","10","15","0","8.1%","23.3%",".243",".255",".243",".326",".486",".340","","108","0.3","1.2","2.0","0.6","719"
"Chipper Jones","ATL","16","69","2","12","8","0","13.0%","15.9%",".186",".370",".322",".420",".508",".408","","152","-0.3","4.1","-0.6","0.6","97"
"Bengie Molina","SFG","20","78","4","10","18","0","0.0%","12.8%",".263",".328",".329",".321",".592",".381","","135","-1.1","2.3","0.9","0.6","24"
"Chone Figgins","LAA","20","92","0","13","3","9","15.2%","17.4%",".064",".306",".244",".359",".308",".312","","86","1.7","0.1","2.3","0.6","1580"
"Fred Lewis","SFG","20","81","0","11","1","1","13.6%","33.3%",".104",".500",".299",".420",".403",".371","","128","0.7","3.4","-0.4","0.6","4693"
"Adam Dunn","WSN","21","92","6","11","15","0","22.8%","18.5%",".296",".333",".310",".467",".606",".455","","182","-0.5","8.9","-6.2","0.6","319"
"Michael Bourn","HOU","21","81","1","11","4","6","12.3%","19.8%",".116",".327",".261",".354",".377",".330","","100","1.6","1.6","1.5","0.6","6387"
"Kurt Suzuki","OAK","17","74","1","9","8","0","6.8%","6.8%",".119",".355",".343",".392",".463",".376","","130","0.3","3.1","-0.1","0.6","8259"
"Ryan Church","NYM","21","79","1","6","8","1","11.4%","6.3%",".134",".323",".313",".397",".448",".366","","125","0.2","2.7","0.3","0.5","2106"
"Bobby Abreu","LAA","21","94","0","9","12","9","9.6%","14.9%",".060",".423",".357",".415",".417",".365","","122","1.8","4.4","-2.2","0.5","945"
"Jody Gerut","SDP","21","69","2","14","6","1","7.2%","17.4%",".188",".280",".250",".304",".438",".317","","98","0.3","0.1","3.1","0.5","1696"
"David Eckstein","SDP","22","93","0","9","6","0","9.7%","7.5%",".117",".324",".299",".375",".416",".351","","121","0.1","2.5","-0.1","0.5","10"
"Grady Sizemore","CLE","22","106","6","16","18","4","13.2%","21.7%",".250",".254",".239",".340",".489",".357","","116","0.3","2.4","-1.0","0.5","2197"
"Austin Kearns","WSN","19","67","3","10","11","0","20.9%","16.4%",".269",".237",".231",".403",".500",".396","","143","-0.4","3.1","-0.1","0.5","332"
"Ryan Sweeney","OAK","19","93","1","12","5","2","9.7%","16.1%",".084",".313",".265",".344",".349",".316","","91","-0.3","-1.4","3.2","0.5","6352"
"Chris Duncan","STL","22","84","2","8","14","0","16.7%","19.0%",".217",".365",".304",".417",".522",".403","","151","-0.4","4.9","-2.5","0.5","2722"
"Curtis Granderson","DET","21","99","7","16","15","2","9.1%","18.2%",".253",".222",".241",".309",".494",".345","","105","0.7","1.3","0.1","0.5","4747"
"Adam LaRoche","PIT","20","88","5","12","14","0","11.4%","23.9%",".295",".308",".269",".352",".564",".387","","138","-0.3","3.8","-1.8","0.5","1904"
"Ryan Howard","PHI","20","90","4","12","15","0","10.0%","22.2%",".238",".339",".288",".367",".525",".382","","132","-0.2","3.4","-1.5","0.5","2154"
"Hunter Pence","HOU","22","88","4","8","10","4","9.1%","14.8%",".192",".286",".282",".341",".474",".352","","114","-0.3","1.3","0.7","0.5","8252"
"Hideki Matsui","NYY","19","78","2","8","9","0","15.4%","11.5%",".200",".315",".292",".410",".492",".397","","139","0.1","3.9","-1.9","0.5","1659"
"Willy Taveras","CIN","19","80","0","14","2","5","10.0%","10.0%",".077",".288",".262",".351",".338",".313","","85","1.7","0.3","1.9","0.5","1876"
"J.D. Drew","BOS","19","75","3","11","10","0","14.7%","24.0%",".266",".279",".234",".347",".500",".361","","113","0.0","1.3","0.7","0.5","1152"
"Aaron Rowand","SFG","18","67","2","7","9","1","9.0%","19.4%",".167",".333",".283",".358",".450",".351","","115","0.2","1.4","1.2","0.5","254"
"Hanley Ramirez","FLA","19","84","2","9","12","3","7.1%","13.1%",".171",".317",".289",".349",".461",".355","","114","-0.3","1.2","0.8","0.5","8001"
"Dustin Pedroia","BOS","22","103","1","17","7","3","10.7%","8.7%",".112",".300",".281",".369",".393",".343","","101","-0.7","-0.6","1.5","0.5","8370"
"Travis Hafner","CLE","17","73","4","10","8","0","11.0%","24.7%",".270",".317",".270",".370",".540",".393","","140","0.2","3.8","-1.8","0.5","1573"
"Jayson Werth","PHI","19","86","2","15","10","2","14.0%","15.1%",".178",".293",".260",".372",".438",".360","","118","0.1","2.0","-0.3","0.4","1327"
"Paul Konerko","CHW","21","85","3","11","18","0","7.1%","10.6%",".192",".343",".333",".376",".526",".389","","133","-0.9","2.6","-1.3","0.4","242"
"Mark Teahen","KCR","22","92","3","11","9","1","8.7%","12.0%",".188",".318",".300",".391",".488",".387","","134","-0.4","3.5","-2.5","0.4","4511"
"Shane Victorino","PHI","20","95","3","16","15","3","7.4%","5.3%",".190",".266",".286",".337",".476",".348","","109","0.7","1.8","-0.5","0.4","1677"
"Ryan Theriot","CHC","21","92","0","10","7","5","8.7%","13.0%",".061",".366",".317",".374",".378",".333","","97","0.3","-0.1","1.4","0.4","3811"
"Akinori Iwamura","TBR","22","85","0","10","9","5","8.2%","22.4%",".115",".390",".295",".353",".410",".339","","107","1.5","2.2","-1.0","0.4","7781"
"Jason Varitek","BOS","16","69","4","10","10","0","10.1%","13.0%",".283",".234",".250",".348",".533",".375","","122","-0.7","1.2","0.6","0.4","217"
"Brad Hawpe","COL","17","69","2","11","16","0","14.5%","14.5%",".259",".370",".328",".435",".586",".439","","162","-0.3","4.9","-3.1","0.4","1885"
"Corey Hart","MIL","22","96","3","17","8","2","13.5%","24.0%",".210",".357",".284",".379",".494",".379","","132","-0.7","3.1","-2.1","0.4","1945"
"Carlos Quentin","CHW","21","91","8","15","16","0","9.9%","11.0%",".333",".190",".253",".374",".587",".409","","146","-0.1","5.1","-4.4","0.4","6274"
"Vernon Wells","TOR","24","110","3","19","14","3","9.1%","7.3%",".182",".281",".283",".345",".465",".352","","111","0.8","2.4","-2.3","0.4","1326"
"James Loney","LAD","23","97","0","9","16","1","16.5%","4.1%",".075",".325",".313",".423",".388",".363","","123","-0.4","2.4","-1.5","0.4","4556"
"Joe Crede","MIN","19","74","3","9","6","0","10.8%","18.9%",".197",".224",".212",".297",".409",".311","","86","0.2","-1.1","2.4","0.4","227"
"Jeremy Hermida","FLA","22","90","3","11","9","1","20.0%","16.7%",".183",".283",".254",".411",".437",".378","","129","-0.4","2.9","-1.9","0.4","7208"
"Ryan Spilborghs","COL","20","81","1","11","10","2","7.4%","19.8%",".151",".375",".301",".370",".452",".363","","111","0.4","1.5","-0.2","0.4","4521"
"Jesus Flores","WSN","19","74","2","7","11","0","10.8%","29.7%",".156",".390",".281",".356",".438",".343","","107","-0.3","0.4","1.1","0.4","4166"
"Jordan Schafer","ATL","21","82","2","10","3","1","19.5%","28.0%",".167",".390",".273",".415",".439",".372","","128","-0.2","2.6","-1.4","0.4","9883"
"Howie Kendrick","LAA","19","83","3","11","16","3","2.4%","18.1%",".182",".288",".260",".296",".442",".320","","92","0.5","-0.4","1.1","0.4","4229"
"Daniel Murphy","NYM","20","76","1","13","7","1","7.9%","7.9%",".103",".339",".324",".373",".426",".353","","117","0.2","1.8","-0.8","0.3","4316"
"Mike Fontenot","CHC","21","80","4","10","10","0","12.5%","16.3%",".217",".231",".232",".338",".449",".347","","106","-0.4","0.1","0.8","0.3","3912"
"Rick Ankiel","STL","21","82","2","11","11","0","8.5%","20.7%",".167",".315",".264",".341",".431",".335","","105","0.6","1.1","-0.2","0.3","1142"
"Casey Kotchman","ATL","21","85","0","8","4","0","9.4%","10.6%",".118",".343",".303",".376",".421",".352","","114","-0.5","1.0","-0.3","0.3","1930"
"Jose Reyes","NYM","21","99","1","9","7","4","11.1%","10.1%",".102",".312",".284",".364",".386",".333","","104","-0.6","-0.1","0.4","0.3","1736"
"Yunel Escobar","ATL","18","80","2","9","9","1","5.0%","8.8%",".137",".281",".274",".329",".411",".328","","98","0.0","-0.2","1.0","0.3","4191"
"Mark Reynolds","ARI","21","84","5","10","12","2","9.5%","28.6%",".263",".319",".263",".333",".526",".369","","119","0.1","2.1","-1.5","0.3","7619"
"Rafael Furcal","LAD","21","99","1","17","5","3","11.1%","15.2%",".080",".292",".250",".333",".330",".299","","81","0.6","-1.8","1.8","0.3","88"
"Dexter Fowler","COL","18","72","2","12","7","9","11.1%","16.7%",".161",".327",".290",".366",".452",".359","","108","2.2","2.9","-2.0","0.3","4062"
"Randy Winn","SFG","19","86","2","9","7","3","9.3%","20.9%",".182",".259",".221",".291",".403",".302","","81","1.0","-0.9","1.3","0.3","1235"
"Nick Johnson","WSN","20","86","2","13","5","0","9.3%","17.4%",".104",".400",".338",".407",".442",".380","","132","-0.5","2.9","-2.5","0.3","828"
"Pablo Sandoval","SFG","20","80","1","7","6","1","3.8%","15.0%",".133",".355",".307",".350",".440",".338","","106","0.3","0.9","-0.5","0.3","5409"
"Franklin Gutierrez","SEA","19","71","1","8","7","0","8.5%","19.7%",".098",".283",".230",".299",".328",".283","","70","-0.7","-3.4","3.8","0.3","3255"
"Marlon Byrd","TEX","16","68","2","8","13","0","1.5%","8.8%",".197",".339",".333",".338",".530",".370","","118","-0.1","1.4","-1.0","0.3","950"
"Mike Lowell","BOS","21","88","4","12","23","0","3.4%","12.5%",".262",".319",".310",".341",".571",".385","","129","-1.7","1.5","-1.8","0.3","527"
"Prince Fielder","MIL","22","99","3","7","17","0","17.2%","27.3%",".208",".306",".234",".384",".442",".355","","116","-0.7","1.3","-1.7","0.3","4613"
"Jason Kubel","MIN","20","80","4","11","16","0","5.0%","11.3%",".263",".302",".303",".338",".566",".377","","129","-0.7","2.2","-2.3","0.3","2161"
"Jack Cust","OAK","19","82","2","15","8","0","19.5%","23.2%",".123",".341",".262",".415",".385",".369","","126","-0.1","2.5","-2.8","0.3","1564"
"Skip Schumaker","STL","20","80","0","10","9","1","11.3%","10.0%",".071",".333",".300",".375",".371",".337","","106","0.5","1.1","-1.3","0.2","3704"
"Nick Punto","MIN","20","69","0","7","4","1","13.0%","15.9%",".018",".283",".228",".343",".246",".285","","69","1.0","-1.7","1.5","0.2","1429"
"Mark DeRosa","CLE","21","99","5","16","18","0","10.1%","18.2%",".202",".242",".236",".313",".438",".329","","98","-0.7","-1.0","-0.3","0.2","1392"
"Geoff Blum","HOU","21","73","0","7","4","0","9.6%","9.6%",".047",".345",".313",".384",".359",".328","","98","-0.2","-0.3","0.2","0.2","550"
"David Wright","NYM","21","94","1","15","8","3","12.8%","28.7%",".110",".407",".280",".372",".390",".336","","106","-0.3","0.3","-1.1","0.2","3787"
"Juan Rivera","LAA","17","69","1","5","6","0","7.2%","7.2%",".094",".310",".297",".348",".391",".330","","98","-0.8","-1.0","0.5","0.2","843"
"Luke Scott","BAL","21","85","3","9","11","0","12.9%","16.5%",".192",".286",".260",".365",".452",".353","","110","0.1","1.2","-2.2","0.2","3469"
"Placido Polanco","DET","20","93","0","9","14","0","4.3%","7.5%",".140",".275",".256",".293",".395",".300","","75","-0.4","-3.3","1.9","0.2","1176"
"Kendrys Morales","LAA","20","82","3","11","14","0","6.1%","22.0%",".234",".321",".273",".317",".506",".344","","108","-1.1","-0.3","-0.7","0.2","8610"
"Hank Blalock","TEX","18","79","6","12","14","0","1.3%","13.9%",".307",".233",".267",".278",".573",".353","","107","0.0","0.7","-1.6","0.2","1419"
"Edgar Renteria","SFG","18","78","2","13","11","0","10.3%","14.1%",".145",".286",".261",".338",".406",".321","","94","-0.9","-1.5","0.9","0.2","1178"
"Elijah Dukes","WSN","19","76","3","8","13","1","10.5%","26.3%",".221",".356",".279",".355",".500",".371","","126","-1.2","1.2","-1.9","0.2","4946"
"Troy Tulowitzki","COL","19","71","3","9","5","1","15.5%","23.9%",".200",".225",".200",".324",".400",".323","","84","-0.3","-1.7","1.1","0.2","3531"
"Cesar Izturis","BAL","19","71","1","6","8","4","4.2%","4.2%",".091",".242",".242",".286",".333",".277","","59","0.2","-3.4","2.4","0.2","656"
"Dan Uggla","FLA","21","90","4","9","17","0","12.2%","24.4%",".205",".250",".218",".322",".423",".326","","94","0.1","-0.5","-1.0","0.1","3442"
"Andy LaRoche","PIT","20","71","0","4","8","1","7.0%","14.1%",".111",".291",".254",".310",".365",".298","","78","-0.1","-2.0","1.0","0.1","6444"
"Emilio Bonifacio","FLA","21","98","1","16","5","6","5.1%","24.5%",".075",".353",".269",".306",".344",".290","","70","2.3","-1.2","-0.6","0.1","4054"
"Josh Hamilton","TEX","18","71","2","8","10","3","4.2%","21.1%",".136",".280",".242",".282",".379",".289","","64","0.9","-2.3","1.0","0.1","1875"
"Mark Teixeira","NYY","19","90","3","11","10","0","18.9%","13.3%",".171",".196",".200",".367",".371",".331","","95","0.0","-0.6","-1.4","0.1","1281"
"Melvin Upton Jr.","TBR","16","75","0","11","1","5","17.3%","28.0%",".048",".268",".177",".320",".226",".268","","60","1.2","-2.5","1.1","0.1","5015"
"Billy Butler","KCR","20","77","2","11","8","0","15.6%","16.9%",".169",".300",".262",".377",".431",".356","","114","-0.9","0.4","-1.9","0.1","7399"
"Pat Burrell","TBR","21","86","1","7","9","0","16.3%","17.4%",".085",".321",".268",".384",".352",".339","","107","-0.5","0.2","-2.2","0.1","949"
"Ivan Rodriguez","HOU","22","74","3","9","8","0","6.8%","20.3%",".176",".260",".235",".288",".412",".306","","84","-1.0","-2.5","1.0","0.1","1275"
"Cameron Maybin","FLA","20","75","1","8","3","1","6.7%","33.3%",".119",".317",".209",".274",".328",".270","","57","0.6","-3.4","1.8","0.1","5223"
"Chase Headley","SDP","22","94","2","10","11","2","7.4%","21.3%",".138",".323",".264",".319",".402",".318","","99","-0.4","-0.5","-1.7","0.1","4720"
"Jeff Francoeur","ATL","21","88","2","10","13","0","4.5%","8.0%",".145",".280",".277",".307",".422",".316","","90","-0.8","-1.8","-0.3","0.1","4792"
"Russell Martin","LAD","20","89","0","10","11","0","11.2%","23.6%",".051",".281",".205",".303",".256",".265","","58","-1.2","-5.9","3.7","0.1","4616"
"Miguel Tejada","HOU","22","94","0","11","4","1","4.3%","6.4%",".067",".337",".315",".351",".382",".324","","95","-1.1","-1.6","-0.8","0.1","941"
"Jermaine Dye","CHW","21","84","6","12","13","0","6.0%","26.2%",".256",".333",".295",".333",".551",".376","","124","-0.8","1.8","-4.1","0.1","911"
"Josh Fields","CHW","20","86","1","11","10","0","12.8%","27.9%",".122",".367",".257",".360",".378",".334","","97","-0.8","-1.2","-1.2","0.1","7490"
"Jorge Posada","NYY","20","82","3","7","14","1","12.2%","22.0%",".217",".320",".275",".366",".493",".362","","115","-1.3","0.3","-2.6","0.1","841"
"Kelly Johnson","ATL","19","80","3","9","9","0","10.0%","15.0%",".188",".204",".203",".295",".391",".304","","82","-0.4","-2.1","0.1","0.1","2234"
"Mike Jacobs","KCR","21","80","4","8","13","0","8.8%","28.8%",".236",".289",".236",".313",".472",".336","","100","-0.5","-0.5","-1.8","0.0","2231"
"A.J. Pierzynski","CHW","17","66","2","7","3","1","4.5%","4.5%",".111",".241",".254",".288",".365",".282","","62","-0.2","-3.3","1.5","0.0","746"
"Yuniesky Betancourt","SEA","22","78","1","7","11","2","0.0%","11.5%",".118",".328",".303",".299",".421",".310","","87","-0.3","-1.6","-0.8","0.0","8585"
"Matt Holliday","OAK","18","80","1","5","12","0","5.0%","15.0%",".120",".274",".240",".288",".360",".287","","71","0.1","-2.8","0.3","0.0","1873"
"Brandon Phillips","CIN","21","82","2","9","7","4","13.4%","12.2%",".130",".186",".188",".293",".319",".278","","61","0.7","-3.2","0.8","0.0","791"
"Kaz Matsui","HOU","17","72","1","5","8","4","8.3%","16.7%",".095",".275",".238",".300",".333",".284","","69","0.4","-2.4","0.3","0.0","1854"
"David DeJesus","KCR","20","82","2","6","9","0","4.9%","14.6%",".135",".230",".216",".272",".351",".275","","60","0.0","-4.1","1.3","0.0","1825"
"Carlos Delgado","NYM","18","81","3","8","16","0","12.3%","16.0%",".221",".259",".250",".346",".471",".352","","116","-0.6","1.0","-3.5","0.0","1297"
"Todd Helton","COL","18","76","2","9","15","0","9.2%","15.8%",".136",".327",".303",".355",".439",".345","","98","-1.0","-1.2","-1.2","0.0","432"
"Kevin Kouzmanoff","SDP","21","90","1","6","8","0","4.4%","24.4%",".081",".317",".244",".278",".326",".268","","66","-0.6","-4.4","1.6","0.0","5995"
"Aubrey Huff","BAL","22","99","3","11","19","0","10.1%","14.1%",".170",".292",".273",".343",".443",".341","","102","-0.7","-0.5","-3.2","0.0","1213"
"Carlos Lee","HOU","22","87","5","9","17","0","6.9%","9.2%",".253",".221",".253",".299",".506",".340","","107","-1.4","-0.7","-2.2","0.0","243"
"Jacoby Ellsbury","BOS","22","101","1","12","9","10","5.0%","8.9%",".064",".306",".287",".320",".351",".299","","72","0.7","-2.9","-1.1","0.0","4727"
"Alex Rios","TOR","24","112","1","10","12","2","8.0%","17.9%",".119",".293",".248",".304",".366",".295","","74","0.0","-3.6","-0.7","0.0","2090"
"Ken Griffey Jr.","SEA","17","73","2","9","5","0","17.8%","20.5%",".133",".233",".200",".342",".333",".314","","90","-0.2","-1.1","-1.9","0.0","327"
"Jose Lopez","SEA","22","85","2","10","13","0","8.2%","12.9%",".120",".266",".253",".310",".373",".291","","75","-1.3","-3.9","0.4","-0.1","3114"
"Chad Tracy","ARI","19","69","2","9","9","0","5.8%","7.2%",".206",".259",".270",".304",".476",".320","","86","-0.5","-1.7","-1.1","-0.1","1888"
"Lance Berkman","HOU","22","92","5","10","10","0","18.5%","23.9%",".230",".149",".162",".326",".392",".320","","93","-0.6","-1.4","-2.3","-0.1","548"
"Alexei Ramirez","CHW","20","77","1","6","9","5","7.8%","11.7%",".071",".230",".214",".273",".286",".254","","43","0.5","-5.0","1.3","-0.1","5133"
"Ramon Hernandez","CIN","17","67","1","5","4","0","7.5%","9.0%",".098",".259",".246",".303",".344",".291","","70","-0.7","-3.2","-0.1","-0.1","918"
"Garrett Atkins","COL","19","83","3","11","11","0","6.0%","9.6%",".182",".239",".247",".289",".429",".305","","72","-0.5","-3.4","-0.4","-0.1","1790"
"Chris Davis","TEX","20","77","5","11","9","0","6.5%","44.2%",".229",".290",".200",".273",".429",".306","","76","0.3","-2.1","-2.0","-0.1","9272"
"Adrian Beltre","SEA","22","92","0","9","10","4","4.3%","15.2%",".069",".243",".207",".239",".276",".224","","31","0.2","-7.8","3.0","-0.2","639"
"Khalil Greene","STL","20","76","2","12","8","1","11.8%","11.8%",".125",".226",".219",".333",".344",".311","","89","0.0","-1.0","-2.9","-0.2","1826"
"Orlando Cabrera","OAK","19","90","0","8","4","1","10.0%","5.6%",".039",".260",".250",".322",".289",".281","","68","-0.8","-4.4","-0.5","-0.2","766"
