"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Miguel Cabrera","FLA","23","99","7","18","19","0","10.1%","15.2%",".302",".369",".360",".429",".663",".453","","174","-0.8","8.8","-0.4","1.1","1744"
"Vernon Wells","TOR","24","106","4","18","17","5","9.4%","15.1%",".245",".320",".298",".368",".543",".389","","138","1.4","6.5","1.2","1.1","1326"
"Ian Kinsler","TEX","24","97","9","18","22","4","11.3%","13.4%",".369",".254",".298",".375",".667",".433","","164","1.3","9.1","-1.2","1.1","6195"
"Russell Martin","LAD","23","103","2","17","18","5","12.6%","15.5%",".151",".352",".314",".398",".465",".378","","128","1.1","4.8","2.9","1.1","4616"
"Jim Thome","CHW","19","76","5","12","10","0","32.9%","19.7%",".340",".387",".340",".553",".680",".506","","212","-0.5","10.2","-1.9","1.1","409"
"J.J. Hardy","MIL","24","113","6","13","17","0","8.8%","8.8%",".243",".264",".282",".345",".524",".374","","124","-0.2","3.3","3.4","1.0","3797"
"Derrek Lee","CHC","24","111","1","20","16","2","10.8%","18.0%",".175",".487",".392",".468",".567",".447","","167","-1.0","8.6","-1.9","1.0","525"
"Torii Hunter","MIN","23","91","5","16","18","4","2.2%","16.5%",".326",".343",".326",".352",".651",".419","","159","0.2","6.9","-0.1","1.0","731"
"Ryan Church","WSN","26","104","3","10","12","3","14.4%","13.5%",".216",".310",".284",".394",".500",".391","","138","0.6","5.8","0.6","1.0","2106"
"Edgar Renteria","ATL","25","117","4","19","17","2","9.4%","11.1%",".162",".352",".333",".397",".495",".391","","135","0.3","5.7","0.2","0.9","1178"
"David DeJesus","KCR","25","119","4","22","9","0","9.2%","14.3%",".178",".337",".308",".378",".486",".378","","129","0.6","4.8","0.4","0.9","1825"
"Aaron Hill","TOR","25","104","5","17","20","0","6.7%","12.5%",".250",".316",".313",".356",".563",".390","","139","-0.6","4.4","1.3","0.9","6104"
"Curtis Granderson","DET","25","107","4","18","11","2","5.6%","26.2%",".263",".328",".263",".305",".525",".352","","111","1.2","2.8","2.8","0.9","4747"
"Jeff Francoeur","ATL","25","109","5","16","25","0","8.3%","21.1%",".235",".352",".306",".367",".541",".386","","132","-1.0","3.5","2.1","0.9","4792"
"Travis Hafner","CLE","22","102","5","14","16","0","18.6%","20.6%",".213",".400",".338",".471",".550",".426","","164","-0.4","7.8","-2.3","0.9","1573"
"Orlando Hudson","ARI","27","123","2","16","21","0","11.4%","12.2%",".162",".380",".352",".415",".514",".400","","135","-0.7","4.9","0.0","0.9","1307"
"David Ortiz","BOS","24","107","7","18","22","0","14.0%","16.8%",".319",".303",".297",".402",".615",".432","","163","-0.7","7.7","-2.7","0.9","745"
"Marcus Giles","SDP","24","111","2","16","14","4","7.2%","11.7%",".133",".353",".327",".376",".459",".365","","126","1.7","5.5","-0.7","0.8","89"
"Placido Polanco","DET","25","112","1","16","12","1","5.4%","2.7%",".077",".356",".356",".393",".433",".360","","117","-0.1","2.3","2.0","0.8","1176"
"Aramis Ramirez","CHC","20","90","5","12","17","0","8.9%","13.3%",".247",".308",".309",".367",".556",".389","","129","-0.3","3.1","2.0","0.8","1002"
"Nick Swisher","OAK","20","87","4","11","9","0","19.5%","18.4%",".235",".292",".265",".419",".500",".397","","146","0.6","5.6","-0.7","0.8","4599"
"Adrian Gonzalez","SDP","26","121","7","15","25","0","7.4%","17.4%",".236",".325",".309",".364",".545",".389","","142","0.2","6.7","-2.8","0.8","1908"
"Mike Lowell","BOS","23","97","4","12","20","0","9.3%","5.2%",".233",".291",".314",".371",".547",".390","","135","-0.8","3.5","1.0","0.8","527"
"Rickie Weeks Jr.","MIL","23","108","5","19","12","5","10.2%","14.8%",".269",".247",".247",".343",".516",".364","","118","1.7","4.2","-0.1","0.7","1849"
"Alex Gonzalez","CIN","21","87","3","11","10","0","6.9%","13.8%",".190",".354",".329",".372",".519",".384","","126","-0.1","2.8","1.9","0.7","520"
"Orlando Cabrera","LAA","26","113","1","18","10","3","9.7%","8.0%",".120",".275",".260",".336",".380",".320","","92","1.5","0.4","3.1","0.7","766"
"Austin Kearns","WSN","26","111","2","14","7","0","9.0%","17.1%",".172",".333",".283",".360",".455",".352","","112","0.2","2.0","1.3","0.7","332"
"Brandon Phillips","CIN","25","111","5","14","16","5","6.3%","13.5%",".202",".263",".263",".327",".465",".343","","100","-0.1","-0.1","3.1","0.7","791"
"Khalil Greene","SDP","25","110","4","15","17","0","5.5%","14.5%",".265",".274",".265",".300",".529",".344","","112","0.3","2.0","1.1","0.7","1826"
"Jason Giambi","NYY","23","99","4","9","17","0","11.1%","17.2%",".195",".364",".322",".404",".517",".403","","147","-0.8","5.0","-1.9","0.6","818"
"Kevin Youkilis","BOS","22","102","2","17","8","0","13.7%","11.8%",".116",".319",".291",".402",".407",".367","","120","0.2","2.8","0.0","0.6","1935"
"Melvin Mora","BAL","25","118","4","14","16","1","10.2%","14.4%",".218",".259",".248",".330",".465",".345","","107","-0.8","0.3","1.9","0.6","157"
"Ichiro Suzuki","SEA","20","88","2","12","12","1","5.7%","13.6%",".159",".338",".305",".352",".463",".348","","113","0.9","2.3","0.8","0.6","1101"
"Chris Duncan","STL","22","90","4","13","9","1","8.9%","21.1%",".207",".373",".317",".378",".524",".391","","137","1.0","5.2","-2.1","0.6","2722"
"Victor Martinez","CLE","15","70","2","8","17","0","10.0%","11.4%",".164",".314",".295",".386",".459",".375","","130","-0.3","2.3","1.4","0.6","393"
"Albert Pujols","STL","24","105","6","13","15","0","10.5%","11.4%",".239",".230",".250",".343",".489",".348","","109","-0.8","0.3","2.0","0.6","1177"
"Josh Willingham","FLA","24","104","3","11","18","2","11.5%","17.3%",".200",".348",".300",".394",".500",".391","","135","0.4","5.1","-2.7","0.6","2103"
"Miguel Tejada","BAL","26","112","2","14","12","0","6.3%","9.8%",".109",".364",".337",".396",".446",".366","","122","-1.4","1.6","0.1","0.5","941"
"Carlos Guillen","DET","24","106","2","13","19","3","14.2%","8.5%",".167",".313",".300",".396",".467",".370","","124","-0.5","2.7","-0.8","0.5","1079"
"Shawn Green","NYM","24","102","3","16","15","1","7.8%","11.8%",".183",".385",".355",".412",".538",".413","","151","-1.0","5.8","-3.6","0.5","651"
"Rocco Baldelli","TBD","22","95","4","12","10","4","7.4%","20.0%",".207",".328",".287",".347",".494",".361","","120","1.1","3.4","-1.2","0.5","1656"
"Jeff Kent","LAD","25","107","2","14","17","1","9.3%","11.2%",".138",".346",".319",".393",".457",".372","","124","0.0","3.4","-1.4","0.5","1119"
"Jorge Posada","NYY","22","83","3","12","15","0","9.6%","18.1%",".189",".351",".311",".373",".500",".378","","130","-1.1","2.1","0.4","0.5","841"
"Mark DeRosa","CHC","23","84","4","9","15","0","9.5%","22.6%",".253",".308",".267",".345",".520",".372","","118","-0.1","1.9","0.6","0.5","1392"
"Derek Jeter","NYY","22","104","2","18","8","2","5.8%","8.7%",".097",".361",".344",".404",".441",".377","","129","-0.7","3.1","-1.6","0.5","826"
"Carl Crawford","TBD","25","112","4","15","16","7","10.7%","17.0%",".210",".299",".270",".348",".480",".354","","115","0.4","2.5","-1.4","0.5","1201"
"Justin Morneau","MIN","25","109","6","17","15","0","11.9%","11.9%",".250",".260",".271",".358",".521",".366","","124","-0.5","2.8","-1.6","0.5","1737"
"Moises Alou","NYM","23","96","2","13","11","1","9.4%","11.5%",".140",".378",".349",".406",".488",".389","","135","-0.8","3.5","-1.8","0.5","261"
"Adam Everett","HOU","22","85","1","9","6","2","11.8%","10.6%",".120",".262",".240",".329",".360",".312","","84","-0.2","-2.0","3.9","0.5","1430"
"David Wright","NYM","24","108","0","14","6","3","14.8%","21.3%",".067",".328",".244",".370",".311",".321","","91","0.9","-0.4","1.3","0.4","3787"
"Chad Tracy","ARI","25","104","1","18","12","0","14.4%","15.4%",".182",".333",".284",".385",".466",".363","","110","-1.0","0.3","0.7","0.4","1888"
"Mark Ellis","OAK","22","88","2","8","16","1","4.5%","11.4%",".143",".269",".260",".322",".403",".319","","93","0.4","-0.4","1.7","0.4","1443"
"Gary Matthews Jr.","LAA","26","115","2","18","9","6","10.4%","15.7%",".108",".337",".294",".365",".402",".339","","105","1.4","2.1","-1.7","0.4","153"
"Eric Byrnes","ARI","27","119","3","13","15","6","10.1%","13.4%",".152",".299",".276",".347",".429",".342","","97","0.9","0.4","0.0","0.4","905"
"Alfonso Soriano","CHC","18","78","0","9","1","2","3.8%","21.8%",".122",".351",".270",".308",".392",".308","","77","0.5","-1.8","3.5","0.4","847"
"Julio Lugo","BOS","24","106","1","16","9","8","12.3%","12.3%",".089",".286",".256",".346",".344",".315","","85","1.5","-0.5","1.0","0.4","565"
"Jack Wilson","PIT","24","108","1","17","4","0","4.6%","7.4%",".120",".308",".290",".330",".410",".326","","93","0.1","-0.9","1.2","0.4","1017"
"Brian Roberts","BAL","24","112","1","16","7","8","12.5%","17.9%",".112",".299",".245",".339",".357",".312","","86","1.5","-0.5","0.5","0.4","166"
"Alex Rios","TOR","25","112","4","18","15","2","4.5%","15.2%",".190",".282",".267",".304",".457",".316","","89","1.2","-0.3","0.3","0.4","2090"
"Mark Teahen","KCR","25","97","2","8","9","3","12.4%","28.9%",".107",".370",".262",".361",".369",".329","","95","0.4","-0.2","0.7","0.4","4511"
"Jose Valentin","NYM","20","79","2","10","13","0","11.4%","15.2%",".191",".309",".279",".359",".471",".341","","104","-0.3","0.2","1.1","0.4","256"
"Joe Borchard","FLA","23","96","3","13","12","1","13.5%","26.0%",".134",".296",".232",".344",".366",".315","","85","0.5","-1.3","1.9","0.4","224"
"Troy Tulowitzki","COL","22","95","2","9","10","1","10.5%","22.1%",".146",".305",".244",".340",".390",".319","","80","0.0","-2.5","3.1","0.4","3531"
"Bill Hall","MIL","24","99","4","14","11","0","10.1%","21.2%",".205",".270",".239",".323",".443",".336","","100","-0.5","-0.5","1.0","0.4","1605"
"Brian McCann","ATL","23","93","2","7","13","0","8.6%","14.0%",".169",".319",".289",".348",".458",".343","","104","-1.1","-0.7","1.3","0.4","4810"
"Ronnie Belliard","WSN","25","107","1","5","9","0","3.7%","13.1%",".079",".349",".307",".340",".386",".323","","94","0.3","-0.5","0.6","0.4","677"
"Mike Jacobs","FLA","19","81","3","13","10","0","12.3%","17.3%",".239",".352",".310",".395",".549",".400","","140","-0.5","3.7","-2.8","0.4","2231"
"Adam Dunn","CIN","24","102","6","17","12","5","13.7%","31.4%",".250",".340",".261",".363",".511",".375","","120","1.1","3.8","-3.6","0.4","319"
"Casey Kotchman","LAA","26","92","2","10","10","1","7.6%","8.7%",".181",".274",".265",".337",".446",".343","","107","-1.0","-0.2","0.6","0.3","1930"
"Darin Erstad","CHW","23","101","2","11","11","4","6.9%","12.9%",".114",".284",".261",".313",".375",".304","","78","1.0","-1.8","1.9","0.3","11"
"Michael Cuddyer","MIN","25","108","2","17","17","1","4.6%","19.4%",".160",".346",".290",".333",".450",".340","","106","-0.4","0.5","-0.8","0.3","1534"
"Shane Victorino","PHI","25","113","0","11","8","7","11.5%","11.5%",".063",".298",".260",".357",".323",".315","","82","0.7","-1.9","1.5","0.3","1677"
"Jose Lopez","SEA","18","64","3","12","8","0","1.6%","9.4%",".161",".321",".323",".333",".484",".354","","117","-0.5","0.8","0.2","0.3","3114"
"Juan Uribe","CHW","22","83","4","8","14","0","9.6%","20.5%",".200",".235",".229",".309",".429",".320","","88","0.4","-0.9","1.2","0.3","454"
"Eric Chavez","OAK","25","109","3","8","14","2","7.3%","20.2%",".180",".316",".270",".321",".450",".334","","103","-1.0","-0.6","0.0","0.3","906"
"Nick Punto","MIN","21","94","0","10","5","2","10.6%","11.7%",".098",".254",".220",".304",".317",".283","","68","0.4","-3.4","3.2","0.3","1429"
"Ivan Rodriguez","DET","22","92","3","10","15","0","1.1%","18.5%",".154",".324",".286",".293",".440",".316","","88","-0.9","-2.3","2.1","0.3","1275"
"Kenny Lofton","TEX","23","93","1","11","6","11","7.5%","9.7%",".095",".280",".262",".323",".357",".304","","78","1.4","-1.2","1.0","0.3","246"
"Jason Bartlett","MIN","23","79","0","6","4","3","8.9%","8.9%",".056",".266",".239",".316",".296",".283","","68","1.3","-1.9","2.1","0.3","8219"
"Johnny Estrada","MIL","19","81","1","11","7","0","3.7%","13.6%",".143",".354",".312",".346",".455",".350","","109","-0.6","0.3","-0.2","0.3","955"
"Michael Barrett","CHC","21","85","4","7","17","0","8.2%","16.5%",".184",".283",".276",".329",".461",".336","","95","-0.3","-0.8","0.8","0.3","762"
"Bengie Molina","SFG","21","83","1","5","8","0","3.6%","12.0%",".139",".324",".291",".325",".430",".331","","95","-1.0","-1.5","1.5","0.3","24"
"Jhonny Peralta","CLE","21","88","4","10","14","1","12.5%","27.3%",".213",".271",".227",".330",".440",".336","","104","-0.1","0.3","-0.8","0.3","1738"
"Rich Aurilia","SFG","24","100","0","11","13","0","5.0%","12.0%",".128",".325",".287",".320",".415",".320","","88","0.2","-1.4","0.7","0.3","1106"
"Scott Rolen","STL","20","82","2","10","11","0","6.1%","14.6%",".145",".274",".250",".305",".395",".303","","80","-0.7","-2.8","2.6","0.2","970"
"Luis Gonzalez","LAD","25","101","4","16","11","1","12.9%","8.9%",".184",".270",".276",".376",".460",".363","","118","-0.1","2.3","-3.2","0.2","55"
"Johnny Damon","NYY","21","83","1","14","8","5","14.5%","15.7%",".100",".268",".229",".349",".329",".315","","88","1.3","0.0","-0.4","0.2","185"
"Corey Patterson","BAL","24","92","1","8","9","5","7.6%","13.0%",".113",".269",".238",".315",".350",".300","","78","1.2","-1.4","0.5","0.2","300"
"Pat Burrell","PHI","24","94","1","10","9","0","22.3%","21.3%",".111",".385",".292",".447",".403",".390","","131","-0.5","3.3","-4.2","0.2","949"
"Prince Fielder","MIL","25","114","6","15","15","0","9.6%","19.3%",".250",".288",".270",".351",".520",".365","","118","-1.0","1.8","-3.3","0.2","4613"
"J.D. Drew","BOS","24","93","2","12","8","1","14.0%","18.3%",".114",".328",".278",".376",".392",".334","","98","0.1","-0.2","-0.9","0.2","1152"
"Sammy Sosa","TEX","23","94","7","12","20","0","8.5%","20.2%",".302",".233",".244",".309",".547",".350","","109","-0.1","0.9","-2.0","0.2","302"
"Travis Buck","OAK","20","78","2","7","10","0","16.7%","26.9%",".222",".250",".190",".338",".413",".329","","100","-0.5","-0.5","-0.1","0.2","4646"
"Yadier Molina","STL","20","76","1","4","6","0","13.2%","17.1%",".063",".294",".250",".347",".313",".300","","78","-1.2","-3.4","2.9","0.2","7007"
"Tadahito Iguchi","CHW","19","78","2","9","6","2","14.1%","9.0%",".152",".241",".242",".346",".394",".325","","92","0.6","-0.2","-0.9","0.2","8581"
"Joe Crede","CHW","23","93","2","6","8","0","7.5%","11.8%",".081",".233",".221",".280",".302",".264","","51","0.7","-5.0","3.4","0.2","227"
"Omar Vizquel","SFG","23","99","0","11","6","1","6.1%","10.1%",".044",".263",".233",".281",".278",".255","","46","0.0","-7.0","5.2","0.1","411"
"Chris Duffy","PIT","24","103","1","12","5","5","9.7%","15.5%",".088",".311",".264",".350",".352",".320","","89","0.8","-0.7","-1.3","0.1","3605"
"Bobby Abreu","NYY","23","111","1","19","13","5","14.4%","19.8%",".055",".310",".253",".360",".308",".311","","86","1.1","-1.0","-1.5","0.1","945"
"Casey Blake","CLE","22","95","2","9","7","1","11.6%","23.2%",".160",".276",".222",".319",".383",".308","","85","-0.2","-1.9","0.0","0.1","719"
"Jason Varitek","BOS","20","77","2","6","9","0","11.7%","19.5%",".119",".275",".239",".325",".358",".302","","76","-0.1","-2.4","1.1","0.1","217"
"Gary Sheffield","DET","24","111","2","22","8","4","17.1%","14.4%",".106",".217",".200",".369",".306",".322","","92","0.9","-0.3","-2.2","0.1","114"
"Frank Thomas","TOR","25","111","4","11","13","0","14.4%","16.2%",".174",".268",".250",".369",".424",".351","","112","-1.5","0.3","-2.8","0.1","255"
"Maicer Izturis","LAA","25","88","1","7","13","2","8.0%","9.1%",".089",".264",".253",".307",".342",".284","","68","0.8","-2.7","0.9","0.1","2437"
"Jason Bay","PIT","24","105","4","12","17","0","11.4%","15.2%",".215",".301",".280",".362",".495",".365","","118","-0.4","2.2","-4.4","0.1","1717"
"Ryan Zimmerman","WSN","26","118","1","10","8","0","5.9%","13.6%",".091",".269",".236",".288",".327",".276","","63","-0.1","-5.7","3.0","0.1","4220"
"Juan Pierre","LAD","26","121","0","21","4","12","4.1%","8.3%",".044",".298",".274",".303",".319",".278","","63","2.4","-3.4","0.6","0.1","443"
"Craig Biggio","HOU","23","101","3","13","13","1","5.9%","21.8%",".207",".294",".250",".300",".457",".324","","92","-0.2","-1.2","-1.0","0.1","549"
"Nick Markakis","BAL","26","117","3","15","15","0","8.5%","17.9%",".160",".280",".245",".310",".406",".308","","83","-0.3","-2.8","-0.2","0.1","5930"
"Brian Giles","SDP","26","120","1","16","9","0","7.5%","10.0%",".084",".316",".290",".358",".374",".327","","101","0.6","0.8","-3.8","0.1","990"
"Jose Vidro","SEA","20","90","2","10","8","0","5.6%","8.9%",".082",".333",".318",".356",".400",".337","","105","-0.2","0.4","-2.6","0.1","802"
"Robinson Cano","NYY","23","97","1","12","8","1","6.2%","17.5%",".067",".319",".270",".320",".337",".291","","72","-0.6","-3.9","1.4","0.1","3269"
"Jose Bautista","PIT","24","95","1","8","6","1","3.2%","12.6%",".141",".329",".293",".316",".435",".326","","93","-0.5","-1.3","-1.0","0.1","1887"
"Dan Uggla","FLA","25","119","5","18","17","0","7.6%","25.2%",".210",".250",".219",".294",".429",".313","","84","0.7","-1.8","-1.4","0.1","3442"
"Ray Durham","SFG","24","96","2","13","14","1","8.3%","12.5%",".151",".297",".279",".333",".430",".328","","93","-1.1","-2.0","-0.5","0.1","230"
"Alex Gordon","KCR","24","98","2","7","5","1","11.2%","29.6%",".123",".240",".173",".316",".296",".290","","70","-0.4","-4.1","1.5","0.1","5209"
"Chris Young","ARI","22","90","4","13","13","3","5.6%","12.2%",".207",".221",".232",".289",".439",".314","","79","0.8","-1.6","-0.9","0.0","3882"
"Chris Burke","HOU","22","87","0","7","3","5","9.2%","19.5%",".122",".298",".230",".337",".351",".310","","83","0.2","-1.7","-0.8","0.0","2164"
"Jacque Jones","CHC","22","90","0","9","7","1","6.7%","11.1%",".061",".319",".280",".337",".341",".307","","76","-1.0","-3.8","1.1","0.0","735"
"Kevin Millar","BAL","21","81","2","9","7","0","16.0%","19.8%",".169",".271",".231",".370",".400",".338","","103","-0.3","0.0","-2.5","0.0","529"
"Lance Berkman","HOU","24","109","2","11","11","1","20.2%","20.2%",".084",".306",".253",".404",".337",".333","","97","-0.4","-0.7","-2.7","0.0","548"
"Nomar Garciaparra","LAD","26","111","1","10","19","1","7.2%","8.1%",".109",".323",".307",".351",".416",".337","","102","-0.1","0.2","-3.7","0.0","190"
"Gerald Laird","TEX","21","78","1","5","5","1","11.5%","23.1%",".074",".220",".176",".269",".250",".243","","37","0.8","-5.4","2.7","0.0","1698"
"Tony Pena","KCR","26","100","0","10","6","2","4.0%","19.0%",".097",".257",".204",".245",".301",".242","","37","0.3","-7.6","4.1","0.0","2240"
"Dmitri Young","WSN","26","108","3","13","12","0","13.9%","19.4%",".187",".294",".253",".361",".440",".350","","111","-1.4","0.2","-3.8","0.0","505"
"Garrett Atkins","COL","24","110","2","11","13","1","9.1%","16.4%",".146",".295",".260",".336",".406",".328","","86","0.2","-1.8","-1.9","0.0","1790"
"Adrian Beltre","SEA","20","90","3","12","15","1","7.8%","17.8%",".134",".266",".244",".300",".378",".299","","80","-1.1","-3.3","0.1","0.0","639"
"A.J. Pierzynski","CHW","23","87","3","8","6","0","5.7%","8.0%",".163",".200",".213",".276",".375",".287","","66","-1.0","-4.7","1.6","0.0","746"
"Dave Roberts","SFG","21","82","1","12","3","7","7.3%","14.6%",".122",".279",".243",".300",".365",".294","","71","1.6","-1.5","-1.5","0.0","670"
"Mike Sweeney","KCR","21","84","2","6","9","0","8.3%","9.5%",".111",".266",".264",".345",".375",".319","","89","0.1","-1.1","-2.2","0.0","634"
"Lyle Overbay","TOR","25","104","2","11","12","0","11.5%","16.3%",".165",".260",".231",".317",".396",".307","","83","-0.5","-2.7","-1.3","0.0","1617"
"Stephen Drew","ARI","24","106","1","14","10","1","11.3%","13.2%",".097",".291",".258",".340",".355",".306","","74","0.5","-3.1","-1.0","-0.1","4251"
"Mark Teixeira","TEX","25","107","2","14","6","0","14.0%","19.6%",".110",".279",".231",".346",".341",".305","","78","0.5","-2.5","-1.9","-0.1","1281"
"Yuniesky Betancourt","SEA","20","69","2","9","4","2","1.4%","4.3%",".134",".222",".239",".246",".373",".266","","58","0.2","-3.4","0.3","-0.1","8585"
"Randy Winn","SFG","23","89","1","7","8","1","4.5%","16.9%",".136",".313",".272",".315",".407",".310","","81","-0.9","-3.1","-0.6","-0.1","1235"
"Ryan Howard","PHI","21","101","3","10","13","0","22.8%","27.7%",".169",".298",".221",".396",".390",".329","","92","-1.0","-2.0","-2.1","-0.1","2154"
"Mike Piazza","OAK","24","104","1","12","8","0","8.7%","16.3%",".095",".325",".274",".337",".368",".317","","92","-0.9","-2.0","-2.5","-0.1","893"
"Ryan Freel","CIN","25","94","0","15","1","5","9.6%","16.0%",".060",".319",".262",".340",".321",".304","","75","-0.2","-3.3","-0.8","-0.1","1207"
"Willy Taveras","COL","20","86","0","18","4","6","9.3%","19.8%",".013",".362",".280",".365",".293",".310","","74","-0.1","-3.0","-1.0","-0.1","1876"
"Bobby Crosby","OAK","22","82","2","9","9","4","2.4%","23.2%",".127",".259",".215",".244",".342",".256","","51","0.1","-4.9","0.9","-0.1","1818"
"Jose Guillen","SEA","19","72","2","10","5","0","2.8%","15.3%",".134",".259",".239",".292",".373",".295","","77","-0.3","-2.3","-1.4","-0.1","57"
"Brandon Inge","DET","24","93","4","10","7","3","10.8%","30.1%",".163",".163",".150",".242",".313",".249","","43","0.1","-6.6","2.0","-0.1","470"
"Wes Helms","PHI","21","90","0","6","9","0","6.7%","14.4%",".049",".329",".284",".326",".333",".296","","70","-0.8","-4.3","-0.1","-0.1","94"
"Miguel Olivo","FLA","22","94","1","7","16","1","4.3%","26.6%",".100",".297",".222",".255",".322",".250","","43","-0.4","-7.3","2.7","-0.1","1638"
"Carlos Lee","HOU","24","107","5","11","22","2","6.5%","12.1%",".198",".232",".250",".290",".448",".312","","84","-1.4","-3.6","-1.6","-0.2","243"
"Shannon Stewart","OAK","24","107","2","13","7","1","6.5%","9.3%",".101",".253",".242",".299",".343",".288","","73","0.0","-3.6","-1.9","-0.2","1322"
"Morgan Ensberg","HOU","22","86","2","12","8","0","14.0%","16.3%",".123",".276",".247",".349",".370",".325","","93","-0.5","-1.3","-3.6","-0.2","556"
"Jim Edmonds","STL","22","82","1","5","5","0","11.0%","19.5%",".083",".273",".222",".309",".306",".282","","66","-1.1","-4.7","-0.2","-0.2","1153"
"Ty Wigginton","TBD","25","106","4","12","13","0","5.7%","16.0%",".182",".266",".253",".292",".434",".313","","88","-1.8","-3.4","-2.5","-0.2","1491"
"Paul Lo Duca","NYM","18","87","1","8","8","0","5.7%","6.9%",".053",".239",".237",".294",".289",".266","","56","-1.2","-6.2","1.1","-0.2","662"
"Felipe Lopez","WSN","25","121","0","9","3","3","7.4%","18.2%",".028",".330",".266",".319",".294",".281","","67","-1.5","-6.8","0.3","-0.2","1311"
"Rafael Furcal","LAD","17","82","0","11","5","3","8.5%","12.2%",".041",".234",".203",".272",".243",".241","","39","0.5","-6.0","0.8","-0.2","88"
"Garret Anderson","LAA","23","98","1","16","10","0","1.0%","13.3%",".126",".289",".263",".265",".389",".280","","65","0.0","-4.3","-1.7","-0.3","2"
"Ronny Paulino","PIT","19","76","1","4","6","0","2.6%","19.7%",".095",".259",".216",".237",".311",".241","","38","-0.3","-6.4","1.3","-0.3","2129"
"Brian Schneider","WSN","24","90","1","5","12","0","13.3%","15.6%",".066",".206",".184",".289",".250",".244","","43","-0.8","-7.5","1.9","-0.3","795"
"Brad Hawpe","COL","24","93","1","11","10","0","15.1%","14.0%",".115",".292",".256",".366",".372",".326","","85","0.1","-1.7","-4.0","-0.3","1885"
"Delmon Young","TBD","25","105","3","16","13","2","2.9%","19.0%",".139",".291",".257",".276",".396",".291","","73","-1.0","-4.5","-2.1","-0.3","2140"
"Adam Kennedy","STL","22","75","0","3","5","2","6.7%","5.3%",".086",".242",".229",".280",".314",".248","","44","-0.1","-5.5","0.0","-0.3","19"
"Hank Blalock","TEX","24","98","1","12","8","2","7.1%","23.5%",".135",".313",".247",".296",".382",".291","","69","-0.2","-4.1","-2.5","-0.3","1419"
"Jermaine Dye","CHW","21","89","5","11","14","0","10.1%","22.5%",".221",".226",".221",".315",".442",".325","","92","-0.7","-1.6","-4.8","-0.3","911"
