"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jacque Jones","MIN","22","92","4","15","17","6","5.4%","15.2%",".224",".358",".329",".380",".553",".399","","143","1.2","6.2","-1.6","0.8","735"
"Mike Cameron","NYM","22","94","4","14","10","6","12.8%","31.9%",".218",".311",".231",".351",".449",".350","","111","1.6","3.0","1.5","0.7","1070"
"Corey Koskie","MIN","19","80","5","13","14","4","13.8%","15.0%",".338",".240",".262",".375",".600",".400","","143","-0.4","4.0","0.7","0.7","738"
"Carlos Guillen","DET","22","97","2","18","14","2","12.4%","17.5%",".136",".359",".309",".396",".444",".369","","126","0.5","3.7","0.3","0.7","1079"
"Jason Varitek","BOS","18","79","4","11","11","1","17.7%","17.7%",".215",".319",".292",".418",".508",".396","","139","-0.6","3.3","1.2","0.7","217"
"Troy Glaus","ANA","19","82","7","16","20","1","8.5%","22.0%",".392",".265",".270",".341",".662",".414","","156","0.1","6.0","-1.6","0.7","15"
"Junior Spivey","MIL","21","94","3","15","16","1","9.6%","19.1%",".207",".339",".293",".372",".500",".376","","126","-0.5","2.7","1.3","0.7","74"
"Brian Giles","SDP","23","104","4","15","14","1","18.3%","11.5%",".226",".232",".238",".375",".464",".359","","123","1.3","4.3","-0.7","0.7","990"
"Dave Roberts","LAD","20","91","1","16","7","15","17.6%","8.8%",".111",".292",".278",".407",".389",".359","","119","3.4","5.6","-1.6","0.7","670"
"Cesar Izturis","LAD","21","93","1","11","9","4","3.2%","4.3%",".094",".333",".329",".348",".424",".336","","103","0.6","1.1","2.7","0.7","656"
"Carl Crawford","TBD","20","92","1","14","5","12","6.5%","17.4%",".094",".368",".306",".359",".400",".336","","102","1.0","1.2","2.5","0.7","1201"
"Travis Hafner","CLE","20","80","4","12","14","0","12.5%","18.8%",".288",".333",".303",".413",".591",".417","","157","0.2","6.0","-2.0","0.7","1573"
"David Ortiz","BOS","21","94","5","13","17","0","10.6%","22.3%",".301",".351",".301",".383",".602",".416","","152","-0.5","5.7","-2.2","0.7","745"
"Omar Vizquel","CLE","22","100","1","12","14","2","10.0%","5.0%",".106",".309",".306",".371",".412",".345","","109","1.2","2.4","0.9","0.6","411"
"Juan Pierre","FLA","23","107","0","14","3","6","8.4%","3.7%",".074",".333",".319",".385",".394",".348","","112","1.5","3.2","-0.2","0.6","443"
"Sean Burroughs","SDP","23","104","0","15","11","3","6.7%","5.8%",".053",".348",".326",".379",".379",".340","","111","0.6","2.0","1.1","0.6","1021"
"Sammy Sosa","CHC","22","98","5","13","11","0","13.3%","19.4%",".286",".295",".274",".367",".560",".384","","131","-0.6","3.3","-0.1","0.6","302"
"Joe Randa","KCR","21","87","1","9","8","0","11.5%","13.8%",".135",".328",".297",".368",".432",".343","","101","0.2","0.3","3.3","0.6","623"
"Miguel Tejada","BAL","21","99","2","14","14","0","6.1%","5.1%",".128",".313",".326",".374",".453",".353","","114","-0.4","1.4","1.7","0.6","941"
"Adam Everett","HOU","21","100","1","19","7","2","5.0%","12.0%",".094",".324",".294",".340",".388",".320","","88","1.0","-0.5","3.5","0.6","1430"
"Khalil Greene","SDP","23","87","0","11","10","0","8.0%","14.9%",".152",".364",".304",".368",".456",".355","","120","0.4","2.7","0.7","0.6","1826"
"Raul Ibanez","SEA","22","89","5","16","12","0","11.2%","14.6%",".273",".250",".260",".348",".532",".369","","127","-0.2","2.9","0.3","0.6","607"
"Aramis Ramirez","CHC","22","96","6","14","19","0","4.2%","11.5%",".319",".293",".308",".333",".626",".398","","139","-1.3","3.5","-0.6","0.6","1002"
"Miguel Cabrera","FLA","23","101","9","20","22","1","8.9%","19.8%",".337",".274",".292",".356",".629",".407","","151","-0.4","6.2","-3.5","0.6","1744"
"Eric Chavez","OAK","23","103","5","14","12","2","16.5%","12.6%",".198",".206",".221",".350",".419",".337","","102","0.5","0.8","1.8","0.6","906"
"Brian Roberts","BAL","21","106","1","18","8","7","7.5%","9.4%",".116",".329",".305",".356",".421",".340","","106","1.1","1.8","0.6","0.6","166"
"Henry Blanco","MIN","19","73","3","10","10","0","11.0%","15.1%",".230",".277",".262",".357",".492",".367","","121","-1.0","1.0","2.6","0.6","81"
"Kevin Mench","TEX","21","89","3","12","12","0","3.4%","13.5%",".226",".314",".298",".326",".524",".354","","107","0.4","1.2","1.8","0.6","1261"
"Milton Bradley","LAD","21","89","4","14","18","2","11.2%","16.9%",".228",".283",".266",".348",".494",".362","","121","-0.1","2.3","0.7","0.6","369"
"Luis Gonzalez","ARI","22","100","6","22","17","1","14.0%","12.0%",".318",".279",".294",".390",".612",".407","","141","0.6","5.9","-3.2","0.6","55"
"Jason Kendall","PIT","18","77","0","13","11","1","9.1%","3.9%",".062",".333",".323",".416",".385",".364","","118","0.1","1.8","1.5","0.6","993"
"Marquis Grissom","SFG","21","87","4","18","13","0","6.9%","9.2%",".198",".348",".346",".391",".543",".402","","145","-0.1","4.9","-2.1","0.6","652"
"Raul Mondesi","PIT","21","88","2","7","14","0","9.1%","22.7%",".175",".431",".338",".398",".513",".394","","138","-0.9","3.4","-0.8","0.5","1314"
"Shannon Stewart","MIN","19","94","2","12","13","2","19.1%","8.5%",".120",".318",".307",".436",".427",".377","","128","0.6","3.9","-1.7","0.5","1322"
"Craig Biggio","HOU","20","94","3","17","16","1","4.3%","10.6%",".209",".342",".326",".376",".535",".392","","135","0.3","4.6","-2.4","0.5","549"
"Magglio Ordonez","CHW","20","91","7","14","19","0","6.6%","9.9%",".313",".254",".289",".352",".602",".397","","139","0.2","4.8","-2.5","0.5","248"
"Johnny Estrada","ATL","20","71","2","11","18","0","7.0%","7.0%",".185",".328",".323",".380",".508",".384","","132","-0.7","2.3","0.7","0.5","955"
"Jason Giambi","NYY","22","90","4","12","11","0","20.0%","12.2%",".221",".226",".235",".422",".456",".393","","141","-1.2","3.5","-1.5","0.5","818"
"Alex Rodriguez","NYY","23","102","4","13","7","2","9.8%","14.7%",".187",".264",".253",".333",".440",".330","","99","0.1","0.0","1.7","0.5","1274"
"Carlos Lee","CHW","21","91","4","11","9","1","11.0%","14.3%",".213",".266",".263",".341",".475",".347","","106","0.2","0.9","1.0","0.5","243"
"Ken Harvey","KCR","17","71","3","9","11","0","9.9%","14.1%",".175",".431",".397",".451",".571",".436","","162","-0.7","4.9","-2.4","0.5","604"
"Orlando Hudson","TOR","21","83","1","11","6","1","9.6%","18.1%",".153",".304",".250",".341",".403",".330","","94","-0.1","-0.7","2.7","0.5","1307"
"Kevin Cash","TOR","19","71","2","7","13","0","5.6%","26.8%",".188",".341",".266",".324",".453",".334","","97","-0.6","-0.9","3.2","0.5","1593"
"Shawn Green","LAD","21","89","4","17","9","0","12.4%","11.2%",".211",".274",".276",".382",".487",".372","","127","-0.1","2.9","-1.3","0.5","651"
"Edgar Renteria","STL","22","97","2","12","10","2","11.3%","8.2%",".122",".289",".293",".361",".415",".330","","98","0.5","0.3","1.1","0.4","1178"
"Bobby Abreu","PHI","21","92","5","12","13","0","15.2%","17.4%",".256",".263",".256",".370",".513",".380","","126","0.7","3.8","-2.7","0.4","945"
"Geoff Jenkins","MIL","22","101","3","14","14","0","11.9%","18.8%",".230",".303",".264",".356",".494",".346","","107","-0.4","0.4","0.4","0.4","690"
"Alfonso Soriano","TEX","21","97","1","6","13","4","5.2%","16.5%",".091",".397",".341",".381",".432",".357","","108","0.6","1.6","-0.8","0.4","847"
"Matt Lawton","CLE","22","100","5","17","20","2","5.0%","19.0%",".185",".362",".326",".370",".511",".379","","132","-0.2","3.9","-3.4","0.4","390"
"D'Angelo Jimenez","CIN","22","104","2","13","11","2","16.3%","20.2%",".118",".286",".235",".365",".353",".329","","94","-0.9","-1.8","2.1","0.4","1038"
"Mark Bellhorn","BOS","19","87","2","11","8","2","25.3%","24.1%",".129",".244",".194",".402",".323",".339","","101","0.9","1.0","-0.2","0.4","264"
"Adam Kennedy","ANA","21","82","2","8","14","3","7.3%","18.3%",".149",".298",".257",".321",".405",".304","","83","0.3","-1.5","2.2","0.3","19"
"Mike Sweeney","KCR","18","75","4","11","15","1","5.3%","9.3%",".221",".310",".324",".373",".544",".391","","132","0.2","3.3","-2.4","0.3","634"
"Carlos Delgado","TOR","22","98","4","13","13","0","12.2%","16.3%",".229",".281",".265",".367",".494",".364","","117","-0.8","1.3","-1.3","0.3","1297"
"Paul Konerko","CHW","20","86","5","10","13","1","8.1%","5.8%",".247",".269",".299",".372",".545",".389","","134","-0.8","2.9","-2.5","0.3","242"
"Victor Martinez","CLE","19","74","4","11","9","0","9.5%","9.5%",".215",".222",".246",".338",".462",".343","","108","-0.7","0.1","0.7","0.3","393"
"Pat Burrell","PHI","20","87","2","11","16","0","11.5%","23.0%",".132",".370",".289",".379",".421",".352","","108","-0.2","0.7","-0.5","0.3","949"
"Ray Durham","SFG","19","81","2","12","6","2","6.2%","12.3%",".162",".306",".284",".338",".446",".341","","104","0.2","0.7","-0.4","0.3","230"
"Jay Payton","SDP","23","82","1","11","8","1","12.2%","12.2%",".083",".279",".250",".341",".333",".308","","89","-0.1","-1.2","1.4","0.3","890"
"Marco Scutaro","OAK","22","81","0","6","8","0","3.7%","17.3%",".091",".406",".338",".358",".429",".343","","106","0.2","0.8","-0.6","0.3","1555"
"Tony Graffanino","KCR","21","83","1","12","8","2","2.4%","14.5%",".077",".385",".333",".358",".410",".339","","98","-0.4","-0.6","0.7","0.3","235"
"Jody Gerut","CLE","20","98","3","11","11","4","13.3%","11.2%",".165",".268",".259",".357",".424",".338","","105","0.7","1.3","-1.8","0.3","1696"
"Craig Counsell","MIL","20","83","1","9","5","2","15.7%","19.3%",".090",".260",".209",".338",".299",".297","","74","0.6","-2.2","2.2","0.3","52"
"Rafael Palmeiro","BAL","21","95","3","13","19","2","15.8%","4.2%",".176",".278",".311",".411",".486",".366","","123","-0.1","2.7","-3.1","0.3","1266"
"Royce Clayton","COL","19","89","1","15","8","1","6.7%","16.9%",".100",".375",".313",".368",".413",".346","","95","-0.3","-1.0","0.6","0.3","226"
"Mike Matheny","STL","20","82","1","6","6","0","3.7%","20.7%",".160",".345",".280",".313",".440",".318","","90","-0.5","-1.5","1.4","0.3","1169"
"Rob Mackowiak","PIT","19","67","3","7","7","2","11.9%","20.9%",".193",".268",".246",".343",".439",".341","","103","0.2","0.4","-0.2","0.2","995"
"Larry Bigbie","BAL","21","88","4","12","10","3","10.2%","20.5%",".192",".263",".244",".318",".436",".326","","96","1.3","0.8","-1.3","0.2","128"
"Matt Kata","ARI","18","70","0","7","7","1","7.1%","17.1%",".078",".385",".313",".362",".391",".334","","94","0.4","-0.2","0.2","0.2","1741"
"Hideki Matsui","NYY","23","94","2","14","10","0","16.0%","17.0%",".128",".333",".282",".404",".410",".367","","124","0.2","3.1","-4.0","0.2","1659"
"Phil Nevin","SDP","24","106","4","13","14","0","7.5%","17.0%",".158",".311",".284",".349",".442",".345","","114","-0.6","1.3","-2.6","0.2","1049"
"Lyle Overbay","MIL","23","95","2","10","18","0","5.3%","15.8%",".205",".342",".307",".337",".511",".358","","114","-0.1","1.6","-2.6","0.2","1617"
"Carlos Pena","DET","23","93","4","17","16","2","10.8%","26.9%",".228",".269",".228",".315",".456",".329","","99","0.7","0.7","-1.7","0.2","934"
"Gary Sheffield","NYY","23","96","1","14","13","0","15.6%","10.4%",".113",".319",".288",".406",".400",".361","","120","-0.6","1.8","-3.0","0.2","114"
"Doug Mientkiewicz","MIN","21","91","0","12","7","1","8.8%","9.9%",".110",".342",".305",".367",".415",".342","","104","0.0","0.5","-1.5","0.2","741"
"Jeff Conine","FLA","17","72","1","5","7","0","5.6%","15.3%",".118",".357",".309",".347",".426",".339","","106","-0.4","0.2","-0.6","0.2","131"
"Cristian Guzman","MIN","20","83","0","12","4","1","3.6%","4.8%",".064",".311",".295",".321",".359",".295","","74","0.1","-2.7","1.7","0.2","728"
"Johnny Damon","BOS","18","88","0","11","10","3","12.5%","9.1%",".066",".294",".263",".364",".329",".319","","88","1.0","-0.4","-0.9","0.2","185"
"Erubiel Durazo","OAK","19","75","3","14","8","1","9.3%","24.0%",".172",".318",".266",".360",".438",".350","","111","0.3","1.3","-2.2","0.2","1413"
"Juan Encarnacion","LAD","22","88","3","11","15","0","6.8%","9.1%",".183",".239",".244",".295",".427",".312","","87","-0.3","-1.8","0.5","0.2","320"
"Rich Aurilia","SEA","22","92","0","8","10","0","7.6%","19.6%",".071",".299",".235",".293",".306",".270","","62","-0.1","-4.6","3.1","0.2","1106"
"Jeff Kent","HOU","21","90","2","13","12","0","5.6%","12.2%",".160",".268",".259",".300",".420",".307","","79","-0.3","-2.7","1.3","0.2","1119"
"Bill Mueller","BOS","20","98","3","17","12","0","11.2%","14.3%",".151",".290",".267",".357",".419",".344","","104","-1.8","-1.3","-0.7","0.1","295"
"Casey Blake","CLE","19","86","2","10","10","1","8.1%","22.1%",".132",".309",".250",".337",".382",".317","","91","-0.2","-1.2","-0.5","0.1","719"
"Brad Wilkerson","MON","24","90","1","7","4","2","14.4%","20.0%",".105",".263",".211",".326",".316",".296","","71","1.0","-2.4","0.7","0.1","804"
"Jose Guillen","ANA","23","97","2","12","12","0","6.2%","17.5%",".125",".319",".273",".340",".398",".328","","99","-0.7","-0.9","-1.2","0.1","57"
"Bret Boone","SEA","22","102","5","11","14","2","2.9%","18.6%",".194",".270",".255",".284",".449",".314","","90","-0.2","-1.5","-0.8","0.1","1067"
"J.T. Snow","SFG","22","84","0","8","6","1","10.7%","19.0%",".111",".316",".250",".345",".361",".318","","89","0.5","-0.7","-1.0","0.1","1133"
"Placido Polanco","PHI","21","96","1","11","1","1","8.3%","5.2%",".096",".247",".241",".337",".337",".308","","79","-0.3","-2.8","0.8","0.1","1176"
"Karim Garcia","NYM","21","80","4","11","11","0","6.3%","17.5%",".213",".298",".280",".325",".493",".350","","112","-0.7","0.5","-2.0","0.1","1537"
"Reed Johnson","TOR","22","84","2","8","10","0","7.1%","15.5%",".123",".276",".247",".337",".370",".318","","87","-0.4","-1.8","0.1","0.1","1702"
"Luis Castillo","FLA","23","102","0","14","11","4","6.9%","9.8%",".043",".286",".261",".307",".304",".274","","64","1.1","-3.7","1.4","0.1","513"
"David Eckstein","ANA","19","87","0","9","4","4","2.3%","4.6%",".025",".286",".272",".314",".296",".278","","66","0.6","-3.2","1.3","0.1","10"
"Ichiro Suzuki","SEA","23","111","1","13","6","4","7.2%","9.9%",".049",".278",".255",".309",".304",".278","","67","0.1","-4.6","1.9","0.1","1101"
"Ramon Hernandez","SDP","21","82","1","5","12","1","12.2%","6.1%",".058",".219",".217",".321",".275",".279","","71","-0.3","-3.4","1.7","0.1","918"
"Jay Gibbons","BAL","20","89","3","10","16","1","13.5%","14.6%",".158",".233",".224",".337",".382",".322","","93","-0.5","-1.3","-0.8","0.1","141"
"Brad Ausmus","HOU","19","76","1","10","5","1","6.6%","11.8%",".100",".295",".271",".316",".371",".296","","73","0.1","-2.6","1.0","0.1","546"
"Fernando Vina","DET","22","97","0","17","6","1","8.2%","7.2%",".048",".269",".250",".340",".298",".296","","78","-1.0","-3.8","1.4","0.1","1189"
"Willie Harris","CHW","19","78","0","8","7","5","6.4%","17.9%",".070",".310",".254",".299",".324",".277","","60","1.7","-2.4","0.6","0.1","236"
"Edgar Martinez","SEA","22","99","1","5","8","0","11.1%","15.2%",".126",".338",".287",".374",".414",".335","","105","-0.9","-0.3","-2.4","0.1","1086"
"Barry Larkin","CIN","20","83","0","14","5","1","7.2%","12.0%",".065",".313",".273",".325",".338",".298","","73","-0.2","-3.1","0.9","0.1","335"
"Kaz Matsui","NYM","23","106","2","12","8","1","14.2%","21.7%",".144",".318",".256",".358",".400",".326","","96","-0.7","-1.3","-1.7","0.1","1854"
"Ryan Freel","CIN","20","73","1","7","5","3","2.7%","16.4%",".149",".296",".254",".296",".403",".303","","77","-0.1","-2.2","0.3","0.1","1207"
"John Olerud","SEA","21","84","1","7","4","0","10.7%","13.1%",".114",".259",".229",".349",".343",".314","","90","-0.6","-1.6","-0.7","0.0","1093"
"David Bell","PHI","20","82","2","8","9","0","7.3%","14.6%",".147",".246",".227",".293",".373",".288","","66","-0.2","-3.8","1.5","0.0","1108"
"Alex Cintron","ARI","21","92","1","10","8","0","9.8%","7.6%",".123",".284",".272",".341",".395",".324","","87","-0.7","-2.2","-0.5","0.0","50"
"Bobby Higginson","DET","20","76","0","4","18","0","11.8%","13.2%",".079",".321",".286",".368",".365",".317","","91","-0.6","-1.4","-0.9","0.0","469"
"Derrek Lee","CHC","21","87","2","11","11","2","11.5%","24.1%",".178",".288",".233",".333",".411",".321","","89","-0.1","-1.3","-1.4","0.0","525"
"Craig Monroe","DET","22","77","1","13","6","1","10.4%","19.5%",".074",".302",".250",".325",".324",".288","","72","0.6","-2.1","-0.3","0.0","1464"
"Mike Piazza","NYM","22","92","4","9","9","0","6.5%","16.3%",".202",".288",".274",".326",".476",".335","","102","-1.2","-1.0","-1.9","0.0","893"
"Randy Winn","SEA","22","90","0","11","6","2","8.9%","17.8%",".075",".281",".225",".303",".300",".276","","65","0.0","-4.0","1.1","0.0","1235"
"Aaron Guiel","KCR","19","68","3","9","9","1","8.8%","25.0%",".183",".225",".200",".294",".383",".300","","72","0.2","-2.2","-0.1","0.0","1503"
"Alex Sanchez","DET","17","72","1","12","7","4","0.0%","23.6%",".088",".412",".324",".319",".412",".315","","90","-0.2","-1.1","-1.4","0.0","708"
"Eric Hinske","TOR","21","91","2","12","12","0","13.2%","16.5%",".117",".258",".234",".330",".351",".301","","75","0.0","-2.9","-0.3","0.0","1305"
"Joe Crede","CHW","19","81","3","7","9","0","6.2%","16.0%",".135",".237",".230",".284",".365",".284","","65","0.3","-3.4","0.5","0.0","227"
"Benito Santiago","KCR","17","66","2","6","8","0","4.5%","13.6%",".145",".255",".242",".277",".387",".288","","64","-0.4","-3.4","0.9","0.0","1130"
"Alex Gonzalez","CHC","20","73","3","11","6","1","2.7%","19.2%",".183",".278",".254",".274",".437",".303","","77","-0.7","-2.9","0.1","0.0","281"
"Jose Cruz","TBD","20","76","2","8","3","2","13.2%","22.4%",".154",".239",".200",".307",".354",".285","","68","0.2","-3.0","0.0","0.0","1296"
"Darin Erstad","ANA","23","108","0","13","17","4","2.8%","19.4%",".069",".329",".265",".290",".333",".275","","64","0.9","-4.1","0.0","0.0","11"
"Ryan Klesko","SDP","23","82","1","11","14","0","9.8%","12.2%",".125",".302",".278",".341",".403",".325","","101","0.3","0.4","-3.7","-0.1","1041"
"Rocco Baldelli","TBD","21","85","2","11","5","2","7.1%","15.3%",".077",".270",".244",".306",".321",".278","","63","0.4","-3.5","0.1","-0.1","1656"
"Vernon Wells","TOR","22","102","1","15","6","1","6.9%","14.7%",".105",".241",".211",".265",".316",".258","","47","0.9","-6.1","1.9","-0.1","1326"
"Frank Catalanotto","TOR","21","84","0","5","9","0","7.1%","16.7%",".107",".333",".280",".333",".387",".315","","85","-0.5","-2.2","-1.4","-0.1","1241"
"Steve Finley","ARI","22","102","5","17","10","4","9.8%","6.9%",".191",".190",".225",".297",".416",".307","","76","0.7","-2.4","-1.9","-0.1","54"
"Mark DeRosa","ATL","21","91","2","11","14","1","12.1%","17.6%",".132",".300",".263",".356",".395",".324","","93","-0.4","-1.2","-2.7","-0.1","1392"
"Brad Fullmer","TEX","19","76","3","10","12","0","7.9%","5.3%",".203",".222",".246",".303",".449",".321","","85","0.2","-1.2","-2.3","-0.1","13"
"Mark Kotsay","OAK","21","95","0","8","5","0","7.4%","14.7%",".035",".301",".256",".316",".291",".277","","62","-0.6","-5.2","0.8","-0.1","1042"
"Luis Matos","BAL","21","84","1","8","8","5","7.1%","21.4%",".053",".316",".250",".321",".303",".282","","67","0.6","-3.0","-0.9","-0.1","152"
"Neifi Perez","SFG","24","99","0","5","11","0","5.1%","12.1%",".055",".253",".220",".260",".275",".240","","38","0.4","-7.4","2.9","-0.1","620"
"Jose Vidro","MON","23","96","2","4","8","0","11.5%","14.6%",".133",".275",".253",".333",".386",".317","","85","-0.3","-2.2","-2.3","-0.1","802"
"Aubrey Huff","TBD","21","84","3","9","9","0","7.1%","13.1%",".130",".203",".208",".262",".338",".263","","53","0.1","-4.9","0.6","-0.1","1213"
"Juan Gonzalez","KCR","17","76","3","10","10","0","7.9%","10.5%",".221",".259",".265",".329",".485",".342","","100","-1.3","-1.3","-2.9","-0.2","1251"
"Tim Salmon","ANA","18","74","2","8","10","0","10.8%","13.5%",".141",".189",".188",".284",".328",".275","","64","0.2","-3.2","-1.2","-0.2","32"
