"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Johnny Damon","BOS","22","104","1","17","15","4","6.7%","9.6%",".115",".395",".365",".404",".479",".386","","135","1.6","6.0","-2.1","0.8","185"
"Troy Glaus","ARI","23","102","7","15","18","2","9.8%","18.6%",".356",".262",".267",".343",".622",".402","","140","0.8","6.0","-1.9","0.7","15"
"Miguel Cabrera","FLA","22","92","4","15","18","0","6.5%","17.4%",".226",".379",".345",".380",".571",".403","","149","-0.2","5.5","-1.3","0.7","1744"
"Dmitri Young","DET","22","94","5","17","17","1","7.4%","22.3%",".259",".356",".306",".372",".565",".394","","146","0.2","5.4","-1.5","0.7","505"
"Craig Counsell","ARI","23","98","0","11","7","8","18.4%","8.2%",".052",".300",".273",".418",".325",".350","","106","1.7","2.5","1.4","0.7","52"
"Marco Scutaro","OAK","23","83","1","12","6","1","14.5%","9.6%",".130",".300",".275",".383",".406",".353","","119","0.7","2.7","1.5","0.7","1555"
"Jeromy Burnitz","CHC","23","96","5","15","17","2","6.3%","19.8%",".299",".318",".299",".333",".598",".381","","129","0.5","4.1","-0.4","0.7","867"
"Milton Bradley","LAD","23","99","5","15","16","1","5.1%","15.2%",".228",".342",".326",".357",".554",".388","","138","-1.1","3.6","0.0","0.7","369"
"Joe Mauer","MIN","21","83","2","11","7","1","15.7%","14.5%",".130",".339",".304",".410",".435",".372","","130","-0.2","2.8","1.1","0.7","1857"
"Torii Hunter","MIN","23","98","4","16","17","11","12.2%","18.4%",".205",".254",".241",".337",".446",".332","","103","2.4","2.7","0.7","0.7","731"
"Luis Castillo","FLA","19","81","0","16","4","3","17.3%","3.7%",".078",".295",".281",".410",".359",".354","","117","0.5","2.2","1.9","0.7","513"
"Luis Matos","BAL","23","82","1","16","12","7","9.8%","4.9%",".101",".318",".319",".402",".420",".365","","125","1.8","4.3","-0.5","0.7","152"
"Ramon Hernandez","SDP","23","91","3","11","11","1","7.7%","8.8%",".167",".288",".286",".341",".452",".345","","116","-0.4","1.5","1.8","0.6","918"
"Pedro Feliz","SFG","23","102","4","18","22","0","7.8%","12.7%",".196",".286",".283",".333",".478",".347","","109","-0.8","0.4","2.3","0.6","1112"
"Richie Sexson","SEA","21","90","6","18","19","0","16.7%","30.0%",".293",".310",".253",".378",".547",".393","","147","-0.1","5.1","-2.3","0.6","709"
"Joe Crede","CHW","24","88","2","12","9","0","5.7%","10.2%",".152",".324",".304",".368",".456",".358","","118","0.0","1.9","1.0","0.6","227"
"Mark Kotsay","OAK","24","110","2","15","13","0","8.2%","8.2%",".121",".337",".323",".382",".444",".357","","122","0.0","3.0","-0.8","0.6","1042"
"Chone Figgins","LAA","24","100","2","15","13","9","5.0%","20.0%",".163",".370",".315",".340",".478",".348","","115","1.9","3.7","-1.3","0.6","1580"
"Raul Ibanez","SEA","24","99","3","11","11","2","13.1%","18.2%",".153",".344",".294",".394",".447",".373","","134","0.4","4.5","-2.1","0.6","607"
"Juan Encarnacion","FLA","22","88","4","14","23","1","11.4%","20.5%",".263",".315",".276",".375",".539",".393","","142","0.1","4.8","-2.0","0.6","320"
"Joe Randa","CIN","22","96","4","14","14","0","17.7%","14.6%",".205",".283",".269",".406",".474",".382","","131","0.5","4.3","-1.8","0.6","623"
"Pat Burrell","PHI","21","89","5","9","21","0","14.6%","18.0%",".260",".309",".301",".393",".562",".402","","143","-0.9","4.0","-1.3","0.6","949"
"J.D. Drew","LAD","22","101","4","15","10","1","15.8%","13.9%",".185",".262",".259",".386",".444",".363","","121","-0.1","2.7","-0.4","0.6","1152"
"Darin Erstad","LAA","24","113","2","17","13","1","6.2%","15.9%",".152",".329",".286",".330",".438",".334","","106","0.9","1.8","-0.1","0.6","11"
"Cesar Izturis","LAD","23","109","1","17","10","1","4.6%","12.8%",".078",".379",".333",".370",".412",".346","","111","-0.7","0.7","1.0","0.5","656"
"Victor Diaz","NYM","21","81","3","16","10","2","18.5%","24.7%",".246",".381",".292",".432",".538",".413","","155","-0.4","5.2","-2.5","0.5","3424"
"Andruw Jones","ATL","24","99","3","9","12","1","8.1%","19.2%",".170",".265",".239",".303",".409",".309","","85","-0.3","-2.1","4.2","0.5","96"
"Jose Valentin","LAD","21","77","2","7","11","2","19.5%","23.4%",".193",".256",".211",".390",".404",".351","","114","1.2","2.5","0.3","0.5","256"
"Sean Burroughs","SDP","20","79","1","7","6","2","7.6%","11.4%",".058",".350",".319",".392",".377",".339","","112","0.2","1.4","1.3","0.5","1021"
"Manny Ramirez","BOS","23","101","7","17","25","1","14.9%","18.8%",".333",".271",".274",".386",".607",".417","","156","-0.1","6.8","-5.1","0.5","210"
"Jason Bartlett","MIN","17","74","1","11","8","0","6.8%","12.2%",".130",".271",".246",".297",".377",".296","","79","0.2","-1.8","4.4","0.5","8219"
"Paul Lo Duca","FLA","20","77","1","8","8","2","11.7%","9.1%",".075",".350",".328",".403",".403",".356","","118","-0.4","1.3","1.1","0.5","662"
"Carl Crawford","TBD","24","112","3","13","18","6","5.4%","18.8%",".175",".296",".262",".304",".437",".314","","92","1.1","-0.1","1.2","0.5","1201"
"Eric Hinske","TOR","24","93","4","18","17","2","9.7%","23.7%",".193",".351",".289",".366",".482",".362","","121","0.9","3.3","-1.6","0.5","1305"
"Ryan Klesko","SDP","23","93","3","9","10","1","16.1%","12.9%",".208",".274",".260",".387",".468",".376","","136","-0.5","3.8","-2.0","0.5","1041"
"Willy Taveras","HOU","22","85","1","12","8","7","8.2%","18.8%",".120",".322",".267",".333",".387",".313","","87","1.8","0.4","1.6","0.5","1876"
"Brady Clark","MIL","23","109","3","15","13","3","9.2%","9.2%",".126",".305",".295",".385",".421",".361","","118","-1.3","1.2","0.0","0.5","1398"
"Julio Lugo","TBD","24","102","0","8","10","8","4.9%","12.7%",".073",".325",".281",".324",".354",".302","","83","2.0","-0.1","1.3","0.5","565"
"Jason Lane","HOU","22","94","4","12","13","5","5.3%","19.1%",".261",".328",".295",".330",".557",".370","","125","0.6","3.5","-2.0","0.5","1397"
"Orlando Hudson","TOR","25","105","1","10","10","1","5.7%","13.3%",".094",".313",".281",".324",".375",".307","","83","0.7","-1.4","2.4","0.5","1307"
"Kevin Mench","TEX","20","83","3","11","12","0","7.2%","9.6%",".197",".292",".289",".349",".487",".362","","118","-0.3","1.5","0.0","0.4","1261"
"Corey Patterson","CHC","23","99","5","18","10","1","2.0%","19.2%",".168",".310",".284",".299",".453",".324","","91","0.9","-0.1","1.2","0.4","300"
"Carlos Beltran","NYM","24","107","3","12","12","1","9.3%","20.6%",".137",".338",".284",".349",".421",".332","","101","0.6","0.8","-0.1","0.4","589"
"Jeremy Reed","SEA","22","93","0","12","7","1","12.9%","11.8%",".063",".279",".241",".341",".304",".298","","83","0.2","-1.7","2.7","0.4","4730"
"Adam Everett","HOU","19","83","1","7","8","2","10.8%","19.3%",".127",".291",".239",".329",".366",".311","","86","0.1","-1.4","2.8","0.4","1430"
"Travis Hafner","CLE","21","89","1","11","8","0","14.6%","16.9%",".133",".356",".293",".404",".427",".368","","129","0.1","3.2","-2.1","0.4","1573"
"Corey Koskie","TOR","23","101","4","16","10","0","8.9%","26.7%",".154",".317",".253",".327",".407",".321","","92","-0.9","-1.8","2.4","0.4","738"
"Brian Giles","SDP","24","108","3","13","11","2","20.4%","15.7%",".179",".212",".202",".361",".381",".327","","104","0.9","1.4","-1.0","0.4","990"
"Mark Loretta","SDP","24","115","0","15","9","6","10.4%","7.8%",".040",".326",".297",".383",".337",".331","","106","-1.0","-0.1","0.2","0.4","1383"
"Lew Ford","MIN","21","86","2","11","14","1","4.7%","17.4%",".115",".344",".295",".360",".410",".344","","111","0.3","1.4","-0.6","0.4","1724"
"Luis Gonzalez","ARI","23","104","3","14","16","2","11.5%","10.6%",".178",".308",".300",".375",".478",".349","","106","-0.1","0.6","-0.2","0.4","55"
"Damian Miller","MIL","19","76","1","9","4","0","7.9%","17.1%",".101",".364",".304",".368",".406",".345","","107","-0.6","0.1","1.2","0.4","65"
"Rondell White","DET","20","82","4","12","13","1","2.4%","4.9%",".208",".292",".325",".329",".532",".361","","124","0.2","2.6","-1.7","0.4","856"
"Mark Teixeira","TEX","25","112","6","15","14","1","6.3%","15.2%",".223",".263",".262",".321",".485",".345","","107","0.4","1.3","-1.5","0.4","1281"
"Tadahito Iguchi","CHW","20","86","0","8","9","3","4.7%","12.8%",".038",".377",".333",".357",".372",".322","","93","0.4","-0.3","0.9","0.4","8581"
"Xavier Nady","SDP","22","77","4","11","12","2","9.1%","13.0%",".246",".236",".246",".325",".493",".351","","120","0.3","2.3","-1.4","0.3","1658"
"Alex Rios","TOR","22","90","0","16","12","2","4.4%","15.6%",".131",".375",".321",".344",".452",".341","","106","-0.5","0.2","0.2","0.3","2090"
"Hank Blalock","TEX","24","112","4","13","13","1","12.5%","16.1%",".194",".289",".265",".357",".459",".357","","115","-0.5","1.6","-2.0","0.3","1419"
"Austin Kearns","CIN","19","75","3","11","10","0","13.3%","29.3%",".190",".308",".238",".347",".429",".336","","101","0.5","0.5","0.2","0.3","332"
"Juan Uribe","CHW","20","75","1","9","12","1","6.7%","14.7%",".127",".304",".286",".315",".413",".308","","83","0.1","-1.4","2.0","0.3","454"
"Jason Bay","PIT","22","97","2","9","7","0","8.2%","22.7%",".180",".369",".292",".351",".472",".353","","114","0.8","2.5","-2.7","0.3","1717"
"Juan Pierre","FLA","22","100","1","14","6","2","4.0%","2.0%",".110",".292",".297",".343",".407",".330","","101","-0.6","-0.4","0.1","0.3","443"
"Craig Biggio","HOU","22","90","2","9","8","3","4.4%","13.3%",".169",".290",".265",".322",".434",".330","","99","0.8","0.7","-0.7","0.3","549"
"Mike Matheny","SFG","19","76","2","8","9","0","6.6%","17.1%",".188",".291",".261",".316",".449",".314","","88","-0.4","-1.6","2.0","0.3","1169"
"Brian Schneider","WSN","22","78","2","7","8","1","7.7%","14.1%",".186",".224",".214",".282",".400",".285","","72","0.3","-2.4","2.7","0.3","795"
"Paul Konerko","CHW","24","100","7","11","17","0","12.0%","21.0%",".276",".203",".218",".320",".494",".351","","112","-0.5","1.1","-1.7","0.3","242"
"Matt Lawton","PIT","22","101","1","9","7","3","13.9%","16.8%",".119",".358",".298",".406",".417",".369","","125","-0.8","2.3","-2.9","0.3","390"
"Scott Podsednik","CHW","18","79","0","10","8","10","13.9%","7.6%",".015",".274",".254",".354",".269",".294","","74","2.1","-0.4","0.3","0.3","1095"
"David Ortiz","BOS","23","98","7","15","17","0","7.1%","17.3%",".300",".239",".256",".306",".556",".358","","116","-0.6","1.4","-2.3","0.2","745"
"Coco Crisp","CLE","23","106","1","13","5","2","6.6%","11.3%",".101",".279",".253",".302",".354",".287","","74","0.4","-3.1","1.8","0.2","1572"
"Brian Jordan","ATL","22","90","2","12","14","1","5.6%","14.4%",".096",".265",".241",".300",".337",".286","","71","0.6","-2.7","2.0","0.2","658"
"Gary Sheffield","NYY","24","108","2","13","15","2","10.2%","11.1%",".128",".349",".330",".389",".457",".362","","124","1.0","4.1","-5.5","0.2","114"
"Bobby Abreu","PHI","24","105","1","14","7","7","12.4%","13.3%",".080",".297",".261",".371",".341",".327","","94","1.6","0.9","-2.1","0.2","945"
"Larry Walker","STL","20","83","2","14","8","0","12.0%","19.3%",".153",".315",".264",".361",".417",".342","","108","0.6","1.4","-2.1","0.2","455"
"Jorge Posada","NYY","23","88","1","8","10","0","11.4%","15.9%",".090",".286",".244",".330",".333",".297","","80","-0.2","-2.4","1.4","0.2","841"
"Jimmy Rollins","PHI","24","108","3","13","6","5","6.5%","10.2%",".119",".264",".257",".306",".376",".293","","72","1.3","-2.6","1.1","0.2","971"
"Carlos Delgado","FLA","22","94","2","11","10","0","8.5%","24.5%",".150",".393",".300",".394",".450",".370","","127","-0.4","2.9","-3.9","0.2","1297"
"Junior Spivey","MIL","22","95","3","12","10","1","7.4%","30.5%",".170",".304",".227",".284",".398",".297","","76","0.2","-2.7","1.6","0.2","74"
"Aramis Ramirez","CHC","22","96","4","15","14","0","13.5%","13.5%",".217",".242",".241",".344",".458",".346","","106","-1.5","-0.7","-0.5","0.2","1002"
"Alfonso Soriano","TEX","24","111","5","17","10","4","3.6%","21.6%",".219",".295",".267",".288",".486",".327","","94","1.1","0.4","-2.2","0.2","847"
"Jeff Bagwell","HOU","21","93","3","10","13","0","15.1%","17.2%",".171",".283",".263",".366",".434",".349","","111","-2.1","-0.8","-0.3","0.2","547"
"Jason Phillips","LAD","19","74","0","6","12","0","9.5%","6.8%",".111",".311",".302",".365",".413",".339","","106","-1.0","-0.4","-0.1","0.2","892"
"Jason LaRue","CIN","19","72","0","2","4","0","12.5%","34.7%",".052",".394",".224",".366",".276",".303","","79","-0.1","-2.0","1.6","0.2","337"
"Geoff Jenkins","MIL","20","86","2","12","6","0","8.1%","19.8%",".141",".288",".244",".314",".385",".310","","84","-0.3","-2.1","1.1","0.2","690"
"Aaron Rowand","CHW","24","96","1","11","7","3","5.2%","13.5%",".093",".260",".233",".295",".326",".278","","63","-0.2","-4.5","3.0","0.2","254"
"Adrian Beltre","SEA","24","102","2","15","16","0","2.9%","16.7%",".103",".291",".258",".284",".361",".282","","72","-0.1","-3.6","1.7","0.2","639"
"Aubrey Huff","TBD","24","100","2","11","15","2","8.0%","18.0%",".141",".309",".271",".350",".412",".327","","100","0.8","0.8","-2.6","0.2","1213"
"Jason Giambi","NYY","23","86","3","9","6","0","16.3%","26.7%",".149",".293",".224",".395",".373",".352","","117","-0.3","1.5","-2.8","0.2","818"
"Carl Everett","CHW","23","94","4","9","20","2","7.4%","16.0%",".207",".284",".280",".330",".488",".341","","106","-0.2","0.5","-2.1","0.2","1249"
"Morgan Ensberg","HOU","20","79","2","7","7","1","12.7%","26.6%",".130",".326",".246",".342",".377",".318","","91","-1.2","-2.1","1.1","0.2","556"
"Jose Reyes","NYM","23","105","3","15","10","4","0.0%","17.1%",".154",".289",".260",".267",".413",".292","","75","0.6","-2.6","0.7","0.1","1736"
"David Eckstein","STL","21","90","0","8","4","1","11.1%","5.6%",".052",".278",".260",".367",".312",".316","","91","-0.3","-1.3","-0.2","0.1","10"
"Josh Phelps","TBD","19","77","1","6","10","0","6.5%","24.7%",".116",".388",".290",".364",".406",".339","","108","0.1","0.9","-2.0","0.1","1318"
"Mark Bellhorn","BOS","21","80","0","10","6","1","12.5%","35.0%",".129",".381",".229",".325",".357",".307","","81","0.4","-1.4","0.0","0.1","264"
"Jason Kendall","OAK","23","99","0","10","11","0","9.1%","12.1%",".034",".299",".258",".333",".292",".289","","76","0.0","-3.0","1.0","0.1","993"
"Randy Winn","SEA","24","101","0","10","3","4","12.9%","11.9%",".060",".301",".262",".364",".321",".304","","87","0.2","-1.5","-0.6","0.1","1235"
"Ray Durham","SFG","19","90","0","10","6","1","13.3%","8.9%",".056",".242",".222",".356",".278",".301","","79","0.0","-2.4","0.6","0.1","230"
"Bret Boone","SEA","24","100","3","10","15","2","7.0%","14.0%",".143",".293",".275",".330",".418",".327","","103","0.2","0.6","-2.8","0.1","1067"
"Todd Helton","COL","21","92","1","12","9","1","16.3%","6.5%",".107",".279",".267",".402",".373",".348","","100","-0.6","-0.5","-1.6","0.1","432"
"Michael Young","TEX","25","113","3","15","16","1","8.0%","10.6%",".154",".281",".269",".327",".423",".328","","95","0.3","-0.4","-2.6","0.1","1286"
"Todd Hollandsworth","CHC","22","76","1","3","6","0","9.2%","19.7%",".132",".308",".250",".329",".382",".316","","86","-0.2","-1.5","-0.1","0.1","433"
"Chad Tracy","ARI","22","82","3","7","11","0","2.4%","15.9%",".205",".297",".282",".293",".487",".318","","86","0.1","-1.4","-0.5","0.1","1888"
"Kevin Millar","BOS","23","94","0","7","11","0","13.8%","8.5%",".053",".279",".253",".394",".307",".331","","98","-1.0","-1.2","-1.2","0.1","529"
"Kaz Matsui","NYM","21","87","1","11","6","2","4.6%","12.6%",".051",".299",".266",".318",".316",".288","","72","0.8","-2.2","0.0","0.1","1854"
"Ben Broussard","CLE","21","75","1","7","8","2","9.3%","20.0%",".164",".294",".239",".320",".403",".307","","88","0.6","-0.5","-1.4","0.1","312"
"Grady Sizemore","CLE","22","75","2","7","7","2","2.7%","16.0%",".123",".254",".233",".253",".356",".265","","59","0.7","-3.1","1.0","0.0","2197"
"Doug Mientkiewicz","NYM","24","93","4","10","11","0","10.8%","11.8%",".175",".227",".238",".326",".413",".317","","92","-0.9","-1.9","-0.7","0.0","741"
"Garret Anderson","LAA","24","101","2","8","19","0","3.0%","14.9%",".134",".346",".309",".327",".443",".325","","100","-0.2","-0.2","-2.8","0.0","2"
"Omar Infante","DET","21","88","1","8","10","1","5.7%","14.8%",".101",".273",".241",".282",".342",".275","","65","0.4","-3.4","0.8","0.0","1609"
"Eric Chavez","OAK","24","105","2","6","9","0","9.5%","17.1%",".118",".216",".194",".276",".312",".257","","54","0.8","-5.1","2.0","0.0","906"
"Sammy Sosa","BAL","23","101","4","9","11","1","3.0%","17.8%",".188",".311",".281",".317",".469",".335","","105","-1.0","-0.4","-2.7","0.0","302"
"Craig Monroe","DET","22","86","3","8","17","2","7.0%","16.3%",".158",".258",".250",".302",".408",".306","","86","0.0","-1.4","-1.2","0.0","1464"
"Rod Barajas","TEX","21","80","2","5","7","0","6.3%","20.0%",".147",".263",".227",".275",".373",".284","","65","-0.8","-4.2","1.7","0.0","45"
"Craig Wilson","PIT","20","80","0","4","4","2","16.3%","26.3%",".016",".349",".234",".388",".250",".308","","85","0.4","-1.2","-1.2","0.0","1015"
"Matt Holliday","COL","21","92","0","10","14","2","5.4%","18.5%",".116",".357",".291",".326",".407",".318","","80","-0.1","-2.4","-0.5","0.0","1873"
"Jay Gibbons","BAL","18","75","3","14","12","0","6.7%","9.3%",".188",".217",".232",".280",".420",".301","","82","-0.4","-2.0","-0.5","0.0","141"
"Rafael Furcal","ATL","24","108","3","12","8","7","5.6%","10.2%",".109",".227",".228",".269",".337",".267","","58","0.5","-5.2","1.7","0.0","88"
"Angel Berroa","KCR","24","100","2","8","6","3","3.0%","16.0%",".108",".280",".247",".293",".355",".288","","70","0.8","-2.9","-0.4","0.0","591"
"Michael Barrett","CHC","20","76","2","5","9","0","2.6%","6.6%",".169",".215",".225",".253",".394",".277","","60","0.1","-3.7","1.2","0.0","762"
"Mike Sweeney","KCR","24","106","2","7","17","1","6.6%","11.3%",".146",".301",".281",".333",".427",".325","","95","-0.1","-0.8","-2.8","0.0","634"
"Hideki Matsui","NYY","24","106","3","14","16","0","11.3%","15.1%",".163",".267",".250",".330",".413",".325","","99","-0.2","-0.3","-3.3","0.0","1659"
"Edgar Renteria","BOS","23","99","2","13","9","1","7.1%","12.1%",".130",".244",".228",".283",".359",".283","","65","0.9","-3.2","-0.3","0.0","1178"
"Nick Swisher","OAK","21","84","3","10","8","0","7.1%","27.4%",".154",".269",".218",".274",".372",".278","","69","0.2","-3.0","0.0","0.0","4599"
"Alex Gonzalez","FLA","20","73","2","5","11","0","6.8%","17.8%",".121",".288",".258",".306",".379",".289","","74","-0.9","-3.3","0.6","0.0","520"
"Aaron Miles","COL","20","79","0","10","7","1","0.0%","7.6%",".079",".343",".316",".316",".395",".309","","75","0.6","-1.9","-1.1","0.0","1844"
"Mike Piazza","NYM","21","83","2","7","12","0","8.4%","4.8%",".171",".214",".224",".289",".395",".299","","80","-0.6","-2.7","-0.7","-0.1","893"
"Mike Lieberthal","PHI","21","79","1","4","4","0","8.9%","8.9%",".099",".254",".239",".316",".338",".274","","59","-0.1","-4.2","0.8","-0.1","959"
"Preston Wilson","COL","17","72","4","11","15","2","5.6%","19.4%",".246",".250",".246",".296",".492",".334","","91","0.2","-0.6","-2.7","-0.1","545"
"Victor Martinez","CLE","22","93","2","7","8","0","9.7%","10.8%",".122",".211",".207",".290",".329",".259","","55","-0.6","-5.7","1.4","-0.1","393"
"Casey Blake","CLE","20","77","3","7","7","2","7.8%","22.1%",".145",".204",".188",".273",".333",".273","","64","-0.5","-3.9","0.0","-0.1","719"
"Phil Nevin","SDP","24","103","5","12","20","0","4.9%","20.4%",".229",".236",".229",".262",".458",".304","","88","-0.5","-2.0","-2.8","-0.1","1049"
"Royce Clayton","ARI","23","85","1","8","6","2","7.1%","25.9%",".107",".308",".227",".284",".333",".275","","57","0.0","-4.6","0.2","-0.2","226"
"Vernon Wells","TOR","24","105","4","8","10","0","7.6%","11.4%",".181",".173",".191",".248",".372",".266","","55","-0.2","-6.0","0.8","-0.2","1326"
"Scott Hatteberg","OAK","23","93","1","5","7","0","6.5%","11.8%",".081",".297",".267",".323",".349",".301","","84","-0.4","-2.2","-2.7","-0.2","916"
"Sean Casey","CIN","23","96","1","10","7","0","7.3%","12.5%",".080",".303",".276",".323",".356",".301","","77","-0.8","-3.5","-1.4","-0.2","314"
"D'Angelo Jimenez","CIN","21","77","0","9","3","2","11.7%","23.4%",".029",".280",".206",".299",".235",".253","","46","-0.6","-5.8","1.4","-0.2","1038"
"David Bell","PHI","23","89","1","7","9","0","6.7%","18.0%",".108",".242",".205",".258",".313",".254","","46","-0.8","-6.9","1.6","-0.2","1108"
"Shawn Green","ARI","24","104","3","15","12","0","9.6%","19.2%",".132",".286",".253",".327",".385",".307","","78","-0.1","-3.0","-2.8","-0.2","651"
"Ken Griffey Jr.","CIN","22","92","1","7","9","0","9.8%","23.9%",".122",".317",".244",".315",".366",".302","","78","0.0","-2.5","-2.9","-0.2","327"
"Shannon Stewart","MIN","23","107","1","12","8","1","5.6%","7.5%",".061",".278",".263",".318",".323",".286","","72","-0.1","-3.8","-2.3","-0.3","1322"
