"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Christian Walker","ARI","28","113","7","16","15","3","10.6%","29.2%",".307",".393",".307",".381",".614",".406","","150","0.9","8.4","-1.6","1.0","13419"
"Adalberto Mondesi","KCR","28","126","3","16","24","8","4.8%","27.0%",".217",".366",".287",".312",".504",".331","","104","1.5","2.1","3.8","1.0","13769"
"Brian Goodwin","LAA","27","95","4","19","11","0","12.6%","21.1%",".238",".404",".338",".426",".575",".414","","161","0.4","7.8","-0.9","1.0","12858"
"Alex Gordon","KCR","28","124","5","18","22","0","9.7%","11.3%",".243",".299",".301",".395",".544",".388","","142","-0.4","6.3","-0.7","1.0","5209"
"Trevor Story","COL","30","131","7","22","19","6","6.9%","25.2%",".237",".329",".280",".344",".517",".358","","108","1.3","2.6","3.0","1.0","12564"
"J.T. Realmuto","PHI","28","114","4","18","18","0","7.9%","21.1%",".160",".324",".280",".351",".440",".334","","103","0.3","0.8","5.3","1.0","11739"
"Joc Pederson","LAD","29","110","10","22","18","0","10.9%","19.1%",".380",".194",".239",".355",".620",".394","","147","0.1","6.9","-0.8","0.9","11899"
"Tommy Pham","TBR","27","125","4","14","12","6","16.8%","15.2%",".167",".325",".294",".416",".461",".378","","143","-0.2","6.6","-1.4","0.9","2967"
"Michael Brantley","HOU","30","129","5","17","18","3","7.0%","10.9%",".186",".340",".331",".380",".517",".374","","138","0.2","6.4","-1.4","0.9","4106"
"Fernando Tatis Jr.","SDP","27","111","6","14","13","6","7.2%","28.8%",".250",".381",".300",".360",".550",".377","","137","1.0","6.4","-0.6","0.9","19709"
"Jason Heyward","CHC","25","101","5","15","15","4","16.8%","13.9%",".198",".313",".309",".426",".506",".389","","140","1.1","6.4","-0.3","0.9","4940"
"Max Kepler","MIN","23","102","7","15","16","0","10.8%","17.6%",".289",".273",".278",".353",".567",".378","","137","-0.8","4.0","1.7","0.9","12144"
"Yasmani Grandal","MIL","27","104","6","16","12","3","9.6%","22.1%",".217",".313",".283",".356",".500",".359","","120","-0.3","2.4","3.4","0.9","11368"
"Mitch Haniger","SEA","30","142","7","28","19","3","9.2%","26.1%",".276",".284",".244",".331",".520",".351","","124","0.4","4.8","-0.6","0.9","14274"
"David Peralta","ARI","29","132","4","19","20","0","5.3%","24.2%",".220",".398",".317",".356",".537",".368","","125","-0.5","3.9","0.6","0.9","2136"
"Josh Donaldson","ATL","28","119","5","20","13","0","17.6%","26.9%",".237",".333",".258",".395",".495",".379","","132","-1.0","4.1","0.8","0.9","5038"
"Shin-Soo Choo","TEX","27","117","3","20","11","2","11.1%","18.8%",".235",".403",".333",".419",".569",".413","","152","0.2","8.0","-3.4","0.8","3174"
"Bryce Harper","PHI","29","129","6","17","20","1","17.8%","29.5%",".250",".317",".240",".388",".490",".364","","123","-0.2","3.7","0.6","0.8","11579"
"Ozzie Albies","ATL","29","132","6","24","12","3","7.6%","15.9%",".207",".309",".289",".348",".496",".355","","116","0.4","3.2","0.9","0.8","16556"
"Xander Bogaerts","BOS","29","123","4","18","16","0","12.2%","21.1%",".196",".321",".271",".358",".467",".349","","114","0.2","2.4","1.4","0.8","12161"
"Freddie Freeman","ATL","29","133","5","23","18","0","15.8%","18.0%",".200",".346",".300",".421",".500",".392","","140","-0.5","6.7","-3.1","0.8","5361"
"Mike Moustakas","MIL","26","102","7","14","15","1","10.8%","20.6%",".289",".274",".267",".353",".556",".377","","131","-0.3","3.9","0.4","0.7","4892"
"Paul Goldschmidt","STL","29","132","9","22","19","0","11.4%","25.8%",".259",".288",".259",".348",".517",".360","","126","0.6","5.1","-1.8","0.7","9218"
"Andrew McCutchen","PHI","29","131","5","24","10","1","17.6%","24.4%",".213",".296",".241",".374",".454",".356","","118","0.3","3.4","-0.1","0.7","9847"
"Carlos Santana","CLE","27","114","3","17","16","1","15.8%","15.8%",".147",".365",".316",".430",".463",".374","","134","0.3","5.3","-1.9","0.7","2396"
"Luke Voit","NYY","29","130","8","21","25","0","13.8%","23.8%",".248",".314",".275",".392",".523",".387","","144","-1.0","6.3","-3.5","0.7","14811"
"Josh Reddick","HOU","25","99","3","13","7","1","8.1%","11.1%",".132",".377",".352",".404",".484",".377","","139","-0.2","4.7","-0.9","0.7","3892"
"Andrelton Simmons","LAA","29","124","3","14","16","3","2.4%","8.9%",".157",".299",".289",".306",".446",".316","","95","-0.7","-1.4","4.3","0.7","10847"
"Enrique Hernandez","LAD","30","111","6","16","17","0","11.7%","23.4%",".247",".288",".258",".342",".505",".350","","118","0.2","2.8","0.7","0.7","10472"
"Niko Goodrum","DET","25","98","3","12","11","3","17.3%","22.4%",".213",".286",".238",".367",".450",".349","","118","1.4","3.6","-0.1","0.7","12092"
"Edwin Encarnacion","SEA","28","125","8","21","20","0","15.2%","19.2%",".248",".229",".238",".376",".485",".366","","134","-0.2","5.3","-2.8","0.7","2151"
"Tim Beckham","SEA","30","122","6","19","19","1","9.0%","30.3%",".245",".373",".282",".352",".527",".367","","135","-1.2","4.3","-1.8","0.7","7949"
"Byron Buxton","MIN","25","86","1","12","10","6","5.8%","25.6%",".213",".333",".250",".302",".463",".315","","95","1.3","0.7","2.9","0.6","14161"
"Victor Robles","WSN","28","114","5","20","12","7","4.4%","29.8%",".226",".328",".255",".301",".481",".326","","98","1.4","1.1","1.6","0.6","18363"
"Freddy Galvis","TOR","26","99","5","14","12","2","3.0%","21.2%",".198",".357",".313",".333",".510",".352","","121","-0.2","2.4","0.5","0.6","6609"
"Omar Narvaez","SEA","26","101","5","20","13","0","12.9%","19.8%",".198",".323",".291",".386",".488",".371","","137","-0.3","4.5","-1.8","0.6","13338"
"Nelson Cruz","MIN","23","91","5","14","15","0","11.0%","25.3%",".269",".360",".295",".396",".564",".398","","151","-0.7","5.2","-2.2","0.6","2434"
"Kevin Kiermaier","TBR","27","103","2","16","11","3","6.8%","21.4%",".191",".324",".266",".320",".457",".322","","105","0.1","0.7","1.9","0.6","11038"
"DJ LeMahieu","NYY","27","113","1","18","15","2","7.1%","13.3%",".120",".345",".310",".363",".430",".337","","111","0.2","1.8","0.5","0.6","9874"
"Rafael Devers","BOS","30","118","0","15","8","4","11.9%","16.9%",".078",".366",".294",".385",".373",".335","","104","0.6","1.3","0.8","0.6","17350"
"Dansby Swanson","ATL","29","112","5","14","22","2","10.7%","22.3%",".260",".290",".260",".339",".521",".350","","113","0.8","2.7","-0.2","0.6","18314"
"Ketel Marte","ARI","29","125","6","15","21","3","6.4%","19.2%",".233",".264",".250",".296",".483",".322","","95","1.2","0.4","1.3","0.6","13613"
"Juan Soto","WSN","28","125","6","16","22","3","15.2%","25.6%",".219",".299",".248",".368",".467",".357","","118","0.1","3.1","-1.4","0.6","20123"
"Anthony Rizzo","CHC","27","124","6","20","18","1","12.9%","16.1%",".257",".227",".228",".371",".485",".365","","124","-0.9","3.0","-1.4","0.6","3473"
"Nolan Arenado","COL","29","129","6","20","21","1","7.0%","8.5%",".229",".252",".271",".318",".500",".335","","92","0.3","-1.0","2.4","0.6","9777"
"Max Muncy","LAD","31","110","5","11","17","0","13.6%","29.1%",".215",".310",".247",".345",".462",".337","","109","0.8","2.2","-0.2","0.5","13301"
"Brett Gardner","NYY","28","120","5","16","11","3","11.7%","10.8%",".202",".209",".221",".325",".423",".321","","100","0.9","0.8","0.6","0.5","9927"
"Whit Merrifield","KCR","29","130","4","22","11","5","8.5%","15.4%",".195",".316",".288",".346",".483",".342","","111","0.5","2.3","-1.3","0.5","11281"
"Dexter Fowler","STL","26","94","1","12","7","1","12.8%","21.3%",".113",".407",".313",".415",".425",".368","","131","-0.6","3.2","-0.8","0.5","4062"
"Logan Forsythe","TEX","22","94","3","13","14","1","12.8%","23.4%",".190",".345",".278",".376",".468",".359","","116","0.1","2.1","0.2","0.5","7185"
"David Fletcher","LAA","28","94","1","13","10","2","6.4%","4.3%",".102",".313",".307",".351",".409",".323","","100","0.2","0.2","2.0","0.5","17992"
"Jonathan Villar","BAL","30","135","3","19","10","6","8.1%","17.0%",".139",".302",".262",".328",".402",".314","","93","2.0","0.7","-0.3","0.5","10071"
"Dee Gordon","SEA","30","119","2","12","17","8","5.0%","15.1%",".102",".341",".306",".333",".407",".313","","98","1.3","1.1","-0.2","0.5","8203"
"Eddie Rosario","MIN","27","112","11","20","24","0","6.3%","16.1%",".362",".184",".238",".286",".600",".358","","124","0.0","3.4","-2.2","0.5","12155"
"Jose Altuve","HOU","30","128","9","15","20","1","10.9%","16.4%",".265",".226",".248",".328",".513",".349","","120","-1.6","1.7","-1.1","0.5","5417"
"Josh Bell","PIT","27","113","6","16","21","0","10.6%","23.9%",".306",".328",".286",".363",".592",".386","","139","-1.3","4.6","-3.4","0.5","13145"
"Lorenzo Cain","MIL","30","133","3","22","9","3","6.8%","16.5%",".140",".309",".273",".331",".413",".318","","93","-0.2","-1.4","1.9","0.5","9077"
"Nick Markakis","ATL","29","121","2","18","18","0","12.4%","13.2%",".146",".364",".330",".405",".476",".371","","127","-0.6","3.7","-2.8","0.5","5930"
"Adam Jones","ARI","29","126","5","13","18","0","7.1%","14.3%",".214",".303",".286",".360",".500",".360","","120","-0.9","2.5","-1.8","0.5","6368"
"Kris Bryant","CHC","26","121","3","18","13","1","12.4%","18.2%",".190",".263",".230",".355",".420",".336","","105","0.8","1.6","-0.8","0.5","15429"
"J.D. Martinez","BOS","28","120","4","15","15","1","10.0%","14.2%",".171",".353",".324",".400",".495",".372","","129","-0.7","3.8","-3.3","0.5","6184"
"Brandon Nimmo","NYM","27","105","3","17","9","1","14.3%","34.3%",".151",".362",".233",".365",".384",".328","","107","0.8","1.8","-0.6","0.4","12927"
"Domingo Santana","SEA","31","146","6","16","30","4","9.6%","26.0%",".192",".368",".292",".359",".485",".356","","127","0.9","5.9","-6.5","0.4","10348"
"Leury Garcia","CHW","23","111","1","21","11","4","4.5%","25.2%",".098",".384",".284",".336",".382",".312","","94","1.7","0.8","-0.2","0.4","5913"
"Jose Abreu","CHW","26","117","5","15","24","2","9.4%","23.1%",".221",".329",".279",".350",".500",".353","","121","-0.4","2.8","-2.5","0.4","15676"
"Buster Posey","SFG","26","97","1","7","9","0","8.2%","16.5%",".148",".292",".250",".309",".398",".301","","86","-1.1","-2.8","4.0","0.4","9166"
"Justin Smoak","TOR","25","109","5","15","18","0","14.7%","22.0%",".198",".306",".264",".385",".462",".365","","129","-1.0","3.0","-2.6","0.4","9054"
"Brandon Belt","SFG","30","114","5","13","12","1","13.2%","23.7%",".258",".277",".237",".351",".495",".356","","122","-0.4","2.9","-2.4","0.4","10264"
"Amed Rosario","NYM","27","113","2","10","17","3","6.2%","23.0%",".132",".346",".274",".319",".406",".305","","92","0.5","-0.7","1.0","0.4","15518"
"Gleyber Torres","NYY","29","123","5","16","15","3","4.9%","22.8%",".193",".313",".272",".303",".465",".319","","98","0.5","0.2","-0.5","0.4","16997"
"Jonathan Schoop","MIN","25","96","4","14","11","0","3.1%","20.8%",".222",".303",".267",".313",".489",".335","","108","-0.1","0.9","-0.5","0.4","11265"
"Corey Seager","LAD","32","126","2","18","9","0","11.9%","21.4%",".127",".296",".236",".333",".364",".303","","87","0.7","-1.4","1.0","0.4","13624"
"Stephen Piscotty","OAK","31","136","4","14","14","1","10.3%","22.8%",".157",".310",".256",".331",".413",".318","","101","0.3","0.5","-1.8","0.3","13367"
"Adam Eaton","WSN","27","126","2","18","9","4","7.1%","19.8%",".104",".364",".296",".357",".400",".329","","100","0.7","0.7","-1.4","0.3","11205"
"Robinson Cano","NYM","26","108","3","9","11","0","6.5%","20.4%",".160",".320",".270",".324",".430",".321","","103","-0.6","-0.2","0.1","0.3","3269"
"Maikel Franco","PHI","29","118","7","15","22","0","11.9%","10.2%",".252",".224",".252",".339",".505",".327","","99","-0.9","-1.0","0.4","0.3","12179"
"Miguel Rojas","MIA","27","96","0","8","8","0","7.3%","8.3%",".069",".300",".276",".333",".345",".297","","85","-0.5","-2.4","2.3","0.3","7802"
"Andrew Benintendi","BOS","27","118","2","13","13","2","9.3%","22.9%",".147",".333",".265",".342",".412",".323","","96","0.3","-0.3","-0.8","0.3","17901"
"Manny Machado","SDP","29","120","4","14","12","1","10.0%","25.0%",".132",".292",".236",".325",".368",".304","","89","-0.1","-1.9","0.9","0.3","11493"
"Brian Anderson","MIA","28","121","2","5","6","3","11.6%","21.5%",".093",".304",".243",".331",".336",".296","","84","0.4","-2.2","1.2","0.3","18289"
"Eugenio Suarez","CIN","29","115","7","11","16","0","11.3%","23.5%",".260",".239",".230",".322",".490",".335","","101","-1.5","-1.3","0.3","0.3","12552"
"Nick Ahmed","ARI","30","122","2","18","13","2","6.6%","20.5%",".143",".310",".259",".303",".402",".294","","77","0.7","-3.0","1.8","0.3","12147"
"Cesar Hernandez","PHI","28","121","2","14","9","2","9.1%","13.2%",".128",".293",".266",".331",".394",".308","","87","0.5","-1.6","0.3","0.3","10556"
"Asdrubal Cabrera","TEX","23","89","6","14","19","0","7.9%","23.6%",".247",".236",".235",".292",".481",".320","","89","-0.5","-1.7","1.2","0.3","4962"
"Daniel Descalso","CHC","24","86","2","12","11","1","11.6%","24.4%",".145",".340",".263",".349",".408",".328","","100","-0.6","-0.6","0.4","0.3","8392"
"Justin Turner","LAD","29","124","1","12","10","0","12.1%","18.5%",".058",".341",".279",".379",".337",".321","","99","-0.4","-0.5","-1.2","0.2","5235"
"Leonys Martin","CLE","27","120","5","16","8","1","9.2%","30.0%",".183",".286",".221",".319",".404",".313","","93","0.2","-0.8","-1.0","0.2","11846"
"Adam Frazier","PIT","24","105","1","13","6","2","9.5%","14.3%",".086",".299",".258",".337",".344",".301","","84","0.3","-1.9","0.8","0.2","15223"
"Melky Cabrera","PIT","26","88","3","8","7","1","3.4%","12.5%",".165",".352",".329",".352",".494",".353","","118","-0.3","1.8","-2.3","0.2","4022"
"Nick Castellanos","DET","24","109","2","15","8","1","8.3%","28.4%",".182",".373",".273",".330",".455",".330","","105","0.1","0.8","-2.4","0.2","11737"
"Delino DeShields","TEX","24","91","1","8","10","7","16.5%","19.8%",".110",".241",".192",".337",".301",".292","","71","1.5","-1.9","0.8","0.2","11379"
"Jay Bruce","SEA","26","103","9","15","17","0","9.7%","32.0%",".341",".160",".187",".272",".527",".324","","106","0.4","1.2","-2.7","0.2","9892"
"Avisail Garcia","TBR","25","104","4","12","10","2","5.8%","29.8%",".196",".323",".247",".298",".443",".308","","95","-0.3","-0.9","-0.8","0.2","5760"
"Dwight Smith Jr.","BAL","27","114","5","19","19","3","6.1%","17.5%",".210",".296",".276",".325",".486",".338","","109","0.2","1.5","-3.6","0.2","13473"
"Ramon Laureano","OAK","31","117","3","16","11","3","5.1%","28.2%",".121",".306",".234",".291",".355",".279","","74","0.9","-2.9","0.4","0.2","17128"
"Yadier Molina","STL","27","114","2","11","20","1","4.4%","7.9%",".131",".265",".262",".289",".393",".287","","78","-1.1","-4.4","2.2","0.2","7007"
"Matt Carpenter","STL","28","125","3","18","5","1","16.0%","24.8%",".154",".254",".202",".328",".356",".301","","88","-0.4","-2.4","-0.2","0.1","8090"
"Renato Nunez","BAL","29","117","6","17","18","0","6.0%","27.4%",".211",".324",".266",".316",".477",".330","","103","-0.3","0.1","-2.9","0.1","14503"
"Mitch Moreland","BOS","28","100","8","13","17","0","10.0%","20.0%",".326",".177",".213",".290",".539",".337","","105","-0.7","0.0","-2.4","0.1","3086"
"Ender Inciarte","ATL","28","101","2","8","6","3","8.9%","21.8%",".122",".284",".233",".307",".356",".287","","72","0.9","-2.8","0.6","0.1","4922"
"Jesse Winker","CIN","29","103","8","17","13","0","9.7%","18.4%",".283",".200",".228",".311",".511",".338","","102","-1.3","-1.0","-1.4","0.1","13590"
"Randal Grichuk","TOR","29","119","4","16","11","0","6.7%","28.6%",".173",".319",".245",".303",".418",".306","","89","-0.7","-2.3","-0.9","0.1","10243"
"Nomar Mazara","TEX","25","108","5","16","20","0","5.6%","18.5%",".222",".257",".242",".306",".465",".323","","92","-0.1","-1.2","-1.9","0.1","14553"
"Kole Calhoun","LAA","28","121","7","17","16","0","10.7%","25.6%",".241",".200",".194",".281",".435",".298","","83","-0.7","-3.4","-0.2","0.1","11200"
"Joey Votto","CIN","27","110","3","13","5","0","13.6%","25.5%",".170",".317",".245",".355",".415",".330","","98","-0.9","-1.2","-1.7","0.1","4314"
"Brandon Drury","TOR","26","106","5","11","9","0","4.7%","34.9%",".220",".293",".220",".264",".440",".293","","80","0.5","-2.2","-0.9","0.1","11615"
"Orlando Arcia","MIL","30","105","4","12","11","0","6.7%","22.9%",".163",".271",".235",".286",".398",".282","","70","0.3","-3.9","1.0","0.1","13185"
"Khris Davis","OAK","31","130","10","14","23","0","7.7%","26.9%",".269",".216",".218",".285",".487",".314","","98","-0.5","-0.8","-3.3","0.0","9112"
"Ryon Healy","SEA","32","130","5","20","21","0","8.5%","20.0%",".241",".253",".233",".300",".474",".320","","103","-1.6","-1.1","-3.1","0.0","15447"
"Jose Ramirez","CLE","28","121","2","13","9","9","10.7%","14.0%",".095",".195",".181",".281",".276",".248","","49","2.6","-5.2","1.3","0.0","13510"
"Eric Hosmer","SDP","29","120","5","14","18","0","7.5%","23.3%",".189",".295",".252",".308",".441",".313","","95","-0.7","-1.5","-2.2","0.0","3516"
"Jake Bauers","CLE","26","99","3","12","11","1","11.1%","21.2%",".138",".281",".241",".323",".379",".304","","87","0.2","-1.4","-1.9","0.0","15194"
"Kyle Schwarber","CHC","24","91","4","9","8","0","8.8%","29.7%",".193",".308",".241",".308",".434",".314","","91","-0.6","-1.8","-1.1","0.0","16478"
"Wil Myers","SDP","29","107","5","13","11","2","5.6%","36.4%",".198",".351",".248",".290",".446",".308","","92","-0.6","-1.8","-1.6","0.0","10047"
"Rio Ruiz","BAL","29","106","2","8","10","0","12.3%","21.7%",".087",".279",".228",".321",".315",".284","","72","-0.7","-4.5","0.9","0.0","14103"
"Jeimer Candelario","DET","26","114","0","13","5","1","12.3%","26.3%",".071",".319",".222",".325",".293",".276","","69","-0.2","-4.8","0.7","0.0","13621"
"Starlin Castro","MIA","29","122","3","11","9","1","7.4%","14.8%",".088",".272",".248",".303",".336",".280","","73","-0.5","-4.8","0.6","0.0","4579"
"Willy Adames","TBR","26","98","1","13","4","1","7.1%","29.6%",".100",".283",".200",".265",".300",".248","","55","0.6","-5.0","1.4","0.0","15986"
"Yonder Alonso","CHW","25","100","5","13","13","0","16.0%","15.0%",".214",".172",".190",".320",".405",".310","","92","-0.4","-1.5","-2.4","0.0","2530"
"Jorge Soler","KCR","29","120","7","12","17","0","7.5%","37.5%",".255",".305",".227",".283",".482",".316","","93","-0.6","-1.6","-3.0","0.0","14221"
"Brian Dozier","WSN","26","101","4","10","6","1","12.9%","28.7%",".149",".222",".184",".297",".333",".280","","68","-0.3","-4.7","0.7","-0.1","9810"
"C.J. Cron","MIN","25","88","5","9","14","0","5.7%","20.5%",".220",".237",".232",".284",".451",".308","","90","-1.0","-2.1","-1.7","-0.1","12546"
"Miguel Cabrera","DET","27","117","1","10","11","0","10.3%","26.5%",".078",".389",".282",".359",".359",".316","","96","-1.4","-2.0","-3.0","-0.1","1744"
"Eloy Jimenez","CHW","21","85","3","6","8","0","5.9%","29.4%",".139",".314",".241",".294",".380",".289","","78","0.3","-2.1","-1.8","-0.1","17484"
"Evan Longoria","SFG","29","109","3","9","11","1","3.7%","21.1%",".163",".244",".212",".248",".375",".262","","61","-0.1","-5.7","1.0","-0.1","9368"
"Kevin Pillar","- - -","30","111","5","13","19","3","3.6%","17.1%",".175",".195",".204",".234",".379",".249","","52","1.5","-5.4","0.4","-0.1","12434"
"Chris Owings","KCR","28","104","2","8","8","4","7.7%","32.7%",".115",".217",".156",".221",".271",".215","","26","0.6","-9.3","4.2","-0.1","10030"
"Charlie Blackmon","COL","28","133","3","14","15","2","6.0%","16.5%",".180",".316",".279",".331",".459",".332","","90","-0.6","-2.3","-3.5","-0.1","7859"
"Albert Pujols","LAA","27","107","4","10","15","0","11.2%","13.1%",".176",".213",".220",".318",".396",".306","","89","-1.0","-2.5","-2.7","-0.1","1177"
"Travis Shaw","MIL","29","110","4","10","8","0","9.1%","34.5%",".153",".268",".194",".282",".347",".267","","60","-0.2","-6.0","0.9","-0.2","11982"
"Jonathan Lucroy","LAA","26","93","2","12","11","0","6.5%","9.7%",".093",".267",".256",".312",".349",".288","","76","-1.8","-4.6","-0.4","-0.2","7870"
"Billy McKinney","TOR","23","92","1","10","5","0","5.4%","20.7%",".108",".281",".229",".278",".337",".265","","62","0.2","-4.4","-0.7","-0.2","15654"
"Teoscar Hernandez","TOR","28","103","2","12","13","2","9.7%","26.2%",".120",".281",".217",".291",".337",".269","","64","0.1","-4.6","-1.2","-0.2","13066"
"Steven Duggar","SFG","27","117","3","10","11","1","5.1%","29.9%",".139",".292",".222",".265",".361",".265","","63","-0.4","-6.2","0.1","-0.2","17719"
"Wilson Ramos","NYM","28","99","1","12","17","0","8.1%","15.2%",".056",".284",".247",".313",".303",".266","","66","-1.1","-5.5","0.0","-0.2","1433"
"Yuli Gurriel","HOU","27","113","1","12","9","0","7.1%","12.4%",".135",".267",".240",".292",".375",".284","","77","-1.3","-4.7","-2.0","-0.3","19198"
"Joey Rickard","BAL","30","95","2","9","6","1","8.4%","26.3%",".163",".254",".198",".274",".360",".272","","64","-0.3","-4.6","-1.5","-0.3","13277"
"Curtis Granderson","MIA","26","94","4","8","11","0","11.7%","34.0%",".213",".239",".188",".287",".400",".291","","81","-2.2","-4.5","-1.4","-0.3","4747"
"Francisco Cervelli","PIT","24","88","1","9","4","0","6.8%","27.3%",".063",".236",".175",".250",".238",".222","","32","-0.4","-8.3","2.3","-0.3","5275"
"Joe Panik","SFG","26","94","1","6","7","0","8.5%","11.7%",".071",".219",".202",".277",".274",".246","","50","-0.9","-7.1","0.8","-0.3","11936"
"Daniel Robertson","TBR","25","88","1","7","9","1","11.4%","28.4%",".077",".250",".179",".273",".256",".241","","50","-0.7","-6.3","0.0","-0.3","14145"
"Marwin Gonzalez","MIN","23","86","2","5","7","1","9.3%","24.4%",".090",".200",".167",".244",".256",".225","","34","0.2","-7.1","0.4","-0.4","5497"
"Gerardo Parra","SFG","29","96","1","8","6","2","8.3%","18.8%",".071",".224",".188",".271",".259",".230","","40","0.4","-7.2","0.4","-0.4","8553"
"Ryan O'Hearn","KCR","26","99","3","11","8","0","13.1%","25.3%",".167",".193",".167",".283",".333",".266","","60","-0.2","-5.3","-2.0","-0.4","16442"
"Ryan Braun","MIL","28","105","5","11","16","1","5.7%","23.8%",".186",".209",".196",".250",".381",".267","","60","-0.3","-5.9","-1.4","-0.4","3410"
"A.J. Pollock","LAD","28","115","2","15","14","0","7.8%","20.0%",".107",".263",".223",".287",".330",".264","","62","0.0","-5.8","-2.4","-0.4","9256"
"Jose Peraza","CIN","28","92","2","9","7","4","2.2%","20.7%",".101",".235",".202",".228",".303",".228","","30","0.4","-8.1","0.5","-0.4","13593"
