"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Eric Hosmer","SDP","26","112","3","10","17","2","8.9%","13.4%",".140",".349",".320",".384",".460",".366","","132","-1.0","3.6","-3.0","0.4","3516"
"DJ LeMahieu","NYY","24","109","1","14","6","0","11.9%","14.7%",".083",".316",".271",".358",".354",".319","","103","-0.3","0.1","0.5","0.4","9874"
"Asdrubal Cabrera","ARI","23","91","2","14","12","0","17.6%","15.4%",".162",".288",".257",".385",".419",".350","","117","-0.4","1.5","-0.3","0.4","4962"
"Austin Meadows","TBR","24","106","4","11","9","0","14.2%","24.5%",".207",".254",".218",".340",".425",".332","","116","-0.2","1.8","-1.4","0.4","15672"
"Isiah Kiner-Falefa","TEX","27","118","3","15","9","4","3.4%","19.5%",".117",".294",".252",".291",".369",".287","","81","1.2","-1.5","1.4","0.4","16512"
"Austin Slater","SFG","24","85","2","7","7","5","11.8%","35.3%",".133",".349",".227",".318",".360",".300","","89","1.1","-0.1","1.1","0.4","16153"
"Ramon Laureano","OAK","24","103","3","13","9","8","5.8%","26.2%",".181",".281",".223",".291",".404",".301","","93","0.3","-0.5","0.8","0.4","17128"
"Gio Urshela","NYY","24","95","4","8","16","1","6.3%","25.3%",".182",".328",".273",".316",".455",".329","","109","-1.1","-0.1","0.6","0.4","10681"
"Trevor Story","COL","26","104","2","12","14","2","7.7%","21.2%",".181",".319",".266",".317",".447",".320","","86","0.4","-1.4","1.7","0.4","12564"
"Luis Arraez","MIN","22","91","1","11","10","0","13.2%","12.1%",".065",".303",".273",".374",".338",".322","","104","0.2","0.6","-0.1","0.4","18568"
"Garrett Hampson","COL","24","99","3","18","9","5","8.1%","23.2%",".191",".292",".247",".303",".438",".314","","82","1.3","-0.9","1.2","0.4","19262"
"Nicky Lopez","KCR","24","78","0","12","7","2","10.3%","10.3%",".092",".276",".246",".324",".338",".293","","82","1.0","-0.7","1.6","0.4","19339"
"Marcus Semien","TOR","24","107","5","11","10","6","10.3%","25.2%",".158",".234",".211",".290",".368",".288","","77","1.4","-1.6","1.5","0.4","12533"
"Mike Yastrzemski","SFG","22","89","4","11","6","1","11.2%","32.6%",".253",".283",".215",".303",".468",".320","","102","0.7","1.0","-0.5","0.3","14854"
"Rhys Hoskins","PHI","26","110","8","19","14","1","5.5%","33.6%",".298",".271",".231",".273",".529",".335","","107","-0.1","0.9","-1.2","0.3","16472"
"Adam Eaton","CHW","22","97","3","16","18","1","7.2%","21.6%",".174",".274",".233",".313",".407",".314","","99","0.5","0.4","-0.3","0.3","11205"
"Salvador Perez","KCR","24","102","5","12","13","0","3.9%","27.5%",".216",".328",".268",".304",".485",".335","","111","-0.1","1.2","-1.6","0.3","7304"
"Maikel Franco","BAL","25","104","3","7","17","0","8.7%","20.2%",".158",".282",".242",".308",".400",".308","","92","-0.3","-1.3","0.8","0.3","12179"
"C.J. Cron","COL","24","93","4","15","13","0","12.9%","21.5%",".200",".321",".275",".376",".475",".369","","118","-0.6","1.5","-1.8","0.3","12546"
"Brandon Lowe","TBR","25","103","4","11","11","0","11.7%","28.2%",".182",".218",".182",".301",".364",".296","","92","0.7","-0.4","-0.3","0.3","18882"
"Brandon Belt","SFG","25","81","4","10","11","2","17.3%","30.9%",".227",".263",".212",".346",".439",".341","","116","-0.4","1.2","-1.2","0.3","10264"
"Enrique Hernandez","BOS","25","107","3","16","8","0","4.7%","22.4%",".170",".270",".230",".271",".400",".286","","75","0.5","-2.7","1.7","0.3","10472"
"Manuel Margot","TBR","24","85","2","10","12","2","8.2%","17.6%",".156",".279",".247",".306",".403",".305","","98","0.0","-0.2","-0.2","0.2","14712"
"Pete Alonso","NYM","21","87","5","11","12","0","9.2%","31.0%",".234",".304",".247",".322",".481",".341","","119","-0.8","1.3","-1.7","0.2","19251"
"Anthony Rizzo","CHC","26","109","4","13","8","3","14.7%","13.8%",".198",".230",".231",".339",".429",".332","","106","0.2","1.0","-2.2","0.2","3473"
"Giancarlo Stanton","NYY","23","100","6","13","15","0","7.0%","27.0%",".226",".317",".269",".320",".495",".343","","119","-1.2","1.1","-2.1","0.2","4949"
"Jed Lowrie","OAK","25","100","3","14","17","0","10.0%","15.0%",".167",".264",".244",".320",".411",".318","","105","-0.3","0.3","-1.5","0.2","4418"
"Paul DeJong","STL","24","98","5","14","10","0","12.2%","27.6%",".176",".170",".165",".276",".341",".275","","74","0.0","-3.2","2.2","0.2","18015"
"Yandy Diaz","TBR","25","100","0","7","6","0","17.0%","16.0%",".037",".292",".235",".380",".272",".310","","101","-0.4","-0.3","-0.9","0.2","16578"
"Robbie Grossman","DET","26","106","2","8","7","4","17.0%","26.4%",".106",".286",".212",".358",".318",".308","","94","0.8","0.1","-1.5","0.2","5254"
"Colin Moran","PIT","25","97","4","8","17","0","9.3%","27.8%",".207",".351",".276",".340",".483",".351","","120","-1.5","1.0","-2.2","0.2","16909"
"Jackie Bradley Jr.","MIL","24","95","2","12","4","1","2.1%","29.5%",".149",".281",".207",".274",".356",".276","","69","0.0","-3.7","2.4","0.2","12984"
"Myles Straw","HOU","25","97","0","9","10","5","9.3%","19.6%",".047",".265",".212",".289",".259",".249","","57","1.1","-4.0","2.5","0.2","17620"
"Joey Votto","CIN","25","104","5","9","16","0","8.7%","20.2%",".221",".261",".242",".308",".463",".329","","100","0.1","0.1","-1.8","0.2","4314"
"Justin Upton","LAA","21","87","5","11","12","0","8.0%","28.7%",".218",".265",".231",".299",".449",".319","","101","0.1","0.3","-1.5","0.2","5222"
"Phillip Evans","PIT","23","94","4","13","7","1","8.5%","22.3%",".171",".263",".232",".330",".402",".323","","102","0.1","0.3","-1.8","0.2","12950"
"Raimel Tapia","COL","25","95","3","8","11","1","8.4%","12.6%",".128",".292",".279",".337",".407",".324","","88","-0.2","-1.7","-0.2","0.1","14350"
"J.P. Crawford","SEA","27","96","0","12","7","1","8.3%","17.7%",".045",".310",".250",".313",".295",".274","","76","-0.3","-3.1","1.1","0.1","15491"
"Pavin Smith","ARI","23","88","2","12","8","0","5.7%","18.2%",".193",".308",".265",".307",".458",".325","","100","-0.4","-0.4","-1.6","0.1","19892"
"Jeimer Candelario","DET","27","109","1","10","7","0","8.3%","23.9%",".080",".342",".260",".321",".340",".294","","84","0.2","-1.9","-0.8","0.1","13621"
"Gleyber Torres","NYY","25","107","0","8","4","1","12.1%","17.8%",".053",".293",".234",".327",".287",".282","","77","-0.2","-3.2","0.5","0.1","16997"
"Wilson Ramos","DET","25","91","6","9","9","0","4.4%","23.1%",".259",".224",".224",".258",".482",".311","","96","-0.4","-0.8","-1.5","0.1","1433"
"Jason Heyward","CHC","25","86","2","10","7","2","8.1%","24.4%",".152",".250",".203",".267",".354",".271","","66","0.7","-3.0","0.8","0.1","4940"
"Christian Vazquez","BOS","23","89","2","12","7","2","5.6%","18.0%",".119",".273",".238",".281",".357",".278","","70","-0.5","-3.8","1.3","0.0","9774"
"Trey Mancini","BAL","26","107","5","12","17","0","7.5%","22.4%",".206",".261",".237",".299",".443",".317","","99","-0.9","-1.1","-2.2","0.0","15149"
"Marwin Gonzalez","BOS","22","85","1","10","6","2","11.8%","18.8%",".086",".222",".186",".318",".271",".276","","68","0.1","-3.2","0.4","0.0","5497"
"Jonathan India","CIN","21","79","1","9","14","0","6.3%","25.3%",".119",".306",".239",".316",".358",".290","","74","-0.2","-2.8","0.2","0.0","21523"
"Travis Shaw","MIL","24","94","4","8","19","0","6.4%","28.7%",".174",".255",".209",".277",".384",".287","","77","-0.3","-3.1","0.0","0.0","11982"
"Jose Iglesias","LAA","24","95","2","12","6","1","2.1%","15.8%",".086",".303",".269",".284",".355",".277","","73","0.1","-3.1","-0.2","0.0","10231"
"Andrew Benintendi","KCR","22","90","1","12","8","4","11.1%","22.2%",".088",".288",".225",".311",".313",".281","","74","-0.1","-2.9","-0.1","0.0","17901"
"Jeff McNeil","NYM","20","67","2","6","5","0","9.0%","9.0%",".136",".196",".203",".299",".339",".285","","83","-0.3","-1.7","-0.6","0.0","15362"
"Jose Abreu","CHW","25","108","5","11","19","1","11.1%","26.9%",".181",".242",".213",".296",".394",".299","","89","-0.6","-2.0","-1.7","0.0","15676"
"Adam Duvall","MIA","25","90","4","9","14","1","4.4%","36.7%",".200",".250",".188",".233",".388",".265","","67","-0.1","-3.9","0.6","0.0","10950"
"Travis d'Arnaud","ATL","22","84","2","5","11","0","4.8%","22.6%",".127",".254",".215",".250",".342",".255","","54","-0.4","-5.3","2.1","0.0","7739"
"Michael Conforto","NYM","20","83","1","3","5","0","9.6%","26.5%",".113",".292",".211",".325",".324",".296","","89","-0.3","-1.4","-1.8","0.0","16376"
"Didi Gregorius","PHI","21","83","2","4","14","1","2.4%","19.3%",".105",".279",".250",".277",".355",".266","","63","0.4","-3.6","0.4","0.0","6012"
"Victor Robles","WSN","22","78","0","6","1","1","11.5%","23.1%",".045",".313",".227",".346",".273",".290","","78","-1.2","-3.4","0.3","-0.1","18363"
"Eddie Rosario","CLE","24","96","2","10","14","5","6.3%","19.8%",".124",".261",".225",".271",".348",".268","","67","1.1","-2.7","-1.1","-0.1","12155"
"Dansby Swanson","ATL","26","105","2","5","7","1","6.7%","29.5%",".126",".258",".189",".267",".316",".259","","57","0.2","-5.5","1.3","-0.1","18314"
"Cesar Hernandez","CLE","24","105","1","12","4","0","13.3%","18.1%",".066",".211",".176",".286",".242",".247","","53","0.3","-5.7","1.4","-0.1","10556"
"Jurickson Profar","SDP","27","105","0","13","9","5","14.3%","16.2%",".058",".296",".244",".350",".302",".293","","85","0.5","-1.4","-2.9","-0.1","10815"
"Erik Gonzalez","PIT","24","81","2","5","14","0","2.5%","16.0%",".139",".250",".228",".247",".367",".263","","63","-0.5","-4.4","0.6","-0.1","13369"
"Cavan Biggio","TOR","20","79","2","8","4","0","12.7%","31.6%",".136",".275",".197",".308",".333",".287","","76","-0.4","-2.7","-1.1","-0.1","19252"
"Francisco Lindor","NYM","21","93","1","8","3","0","12.9%","11.8%",".052",".197",".182",".297",".234",".246","","57","-0.1","-5.2","0.9","-0.1","12916"
"Gregory Polanco","PIT","21","78","3","11","4","3","11.5%","29.5%",".159",".256",".203",".295",".362",".290","","81","0.5","-1.4","-2.4","-0.1","12907"
"Avisail Garcia","MIL","23","93","3","13","10","2","9.7%","28.0%",".134",".241",".195",".280",".329",".266","","62","-0.5","-5.0","0.6","-0.1","5760"
"Aaron Hicks","NYY","23","95","4","8","10","0","9.5%","24.2%",".167",".155",".155",".242",".321",".249","","55","-0.1","-5.4","0.4","-0.2","5297"
"Kyle Tucker","HOU","26","106","5","12","15","2","6.6%","17.9%",".191",".164",".181",".238",".372",".259","","64","0.5","-4.2","-1.3","-0.2","18345"
"Kevin Newman","PIT","23","87","1","6","6","0","3.4%","6.9%",".060",".208",".205",".230",".265",".217","","33","0.7","-6.8","2.0","-0.2","17696"
"David Fletcher","LAA","24","111","0","14","10","0","2.7%","10.8%",".019",".295",".264",".282",".283",".249","","54","0.3","-6.0","0.3","-0.2","17992"
"Jorge Soler","KCR","24","93","2","9","11","0","9.7%","31.2%",".167",".292",".205",".308",".372",".299","","87","-0.6","-2.2","-3.0","-0.2","14221"
"Starlin Castro","WSN","22","88","1","3","13","0","3.4%","19.3%",".084",".299",".253",".273",".337",".263","","60","-0.4","-4.9","-0.2","-0.2","4579"
"Jorge Polanco","MIN","23","97","1","12","10","2","6.2%","15.5%",".080",".233",".207",".268",".287",".247","","53","0.5","-5.1","-0.5","-0.2","13152"
"Charlie Blackmon","COL","23","89","1","6","11","0","12.4%","14.6%",".118",".210",".184",".303",".303",".272","","55","0.1","-4.9","-0.3","-0.2","7859"
"Willy Adames","TBR","26","87","2","7","7","1","4.6%","32.2%",".133",".226",".169",".207",".301",".220","","40","-0.6","-7.0","1.8","-0.2","15986"
"Marcell Ozuna","ATL","26","112","3","10","15","0","10.7%","25.0%",".111",".250",".202",".295",".313",".274","","67","-0.7","-5.4","-0.7","-0.2","10324"
"Paul Goldschmidt","STL","25","109","3","14","14","1","5.5%","25.7%",".126",".264",".214",".257",".340",".260","","64","0.2","-4.8","-1.3","-0.3","9218"
"Albert Pujols","LAA","20","76","5","9","12","1","3.9%","10.5%",".211",".172",".211",".263",".423",".289","","81","-1.0","-2.8","-2.3","-0.3","1177"
"Keston Hiura","MIL","24","82","1","7","5","1","7.3%","35.4%",".125",".262",".167",".268",".292",".254","","55","0.5","-4.2","-1.3","-0.3","20003"
"Lourdes Gurriel Jr.","TOR","21","82","2","7","7","1","3.7%","23.2%",".092",".263",".224",".256",".316",".248","","50","0.1","-4.9","-0.9","-0.3","19238"
"Dominic Smith","NYM","19","76","2","4","8","0","2.6%","26.3%",".111",".275",".222",".250",".333",".252","","61","-0.6","-4.4","-1.3","-0.3","15653"
"Josh Naylor","CLE","21","77","0","6","2","0","3.9%","20.8%",".097",".321",".250",".289",".347",".278","","74","-0.5","-2.9","-3.0","-0.3","18839"
"Andrew McCutchen","PHI","22","93","1","7","8","2","16.1%","25.8%",".078",".226",".169",".301",".247",".258","","57","0.5","-4.5","-2.2","-0.4","9847"
"Willi Castro","DET","24","94","1","6","5","0","4.3%","26.6%",".089",".266",".200",".234",".289",".228","","40","0.4","-6.5","-0.8","-0.4","17338"
"Alec Bohm","PHI","26","102","2","9","13","2","5.9%","26.5%",".098",".254",".207",".245",".304",".237","","44","-0.4","-7.7","0.0","-0.4","21618"
"Eugenio Suarez","CIN","24","105","4","14","9","0","9.5%","38.1%",".174",".163",".130",".229",".304",".237","","40","-0.7","-8.7","0.3","-0.5","12552"
"David Dahl","TEX","23","90","2","9","7","0","3.3%","26.7%",".108",".237",".193",".225",".301",".227","","41","-0.7","-7.2","-0.8","-0.5","13744"
"Ian Happ","CHC","24","93","1","6","1","0","16.1%","33.3%",".040",".209",".133",".293",".173",".236","","44","-0.6","-7.3","-1.2","-0.5","17919"
"Jonathan Schoop","DET","24","87","2","8","6","0","4.6%","29.9%",".086",".255",".198",".230",".284",".224","","37","-0.3","-7.0","-1.3","-0.5","11265"
"Elvis Andrus","OAK","26","94","0","7","4","3","6.4%","20.2%",".035",".188",".151",".202",".186",".172","","6","1.1","-9.7","1.0","-0.5","8709"
"Ryan Mountcastle","BAL","25","96","1","8","7","3","4.2%","31.3%",".088",".279",".198",".229",".286",".224","","36","0.5","-7.0","-2.0","-0.6","18373"
