"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Todd Hollandsworth","COL","22","91","5","15","15","3","7.7%","19.8%",".345",".443",".381",".429",".726",".478","","174","0.6","9.4","-0.6","1.2","433"
"Preston Wilson","FLA","24","107","5","16","17","6","8.4%","22.4%",".240",".382",".323",".383",".563",".401","","146","0.8","7.3","1.0","1.2","545"
"Lance Berkman","HOU","24","107","6","22","15","0","16.8%","17.8%",".287",".355",".322",".449",".609",".449","","170","-0.4","9.4","-1.2","1.1","548"
"Cristian Guzman","MIN","20","90","3","15","6","4","5.6%","8.9%",".325",".304",".300",".349",".625",".403","","147","0.8","6.1","2.3","1.1","728"
"Cliff Floyd","FLA","23","102","6","24","19","4","11.8%","13.7%",".241",".324",".322",".412",".563",".413","","154","-0.1","7.2","0.9","1.1","518"
"Geoff Jenkins","MIL","24","101","9","21","23","1","10.9%","26.7%",".337",".407",".348",".416",".685",".447","","172","-0.7","8.9","-0.8","1.1","690"
"Sammy Sosa","CHC","24","107","7","19","21","0","24.3%","25.2%",".321",".289",".256",".449",".577",".422","","158","-0.4","7.7","-0.2","1.1","302"
"Doug Mientkiewicz","MIN","22","87","6","14","21","0","6.9%","16.1%",".329",".400",".380",".425",".709",".468","","191","-0.4","9.5","-1.7","1.1","741"
"Jay Bell","ARI","22","91","4","17","17","0","16.5%","13.2%",".243",".373",".351",".456",".595",".443","","166","0.0","7.9","-0.5","1.0","48"
"Mike Cameron","SEA","23","105","2","22","12","6","15.2%","19.0%",".161",".343",".287",".390",".448",".366","","128","0.8","4.5","2.2","1.0","1070"
"Mark Quinn","KCR","25","110","9","18","24","4","3.6%","11.8%",".333",".298",".324",".345",".657",".415","","150","0.4","7.3","-1.0","1.0","621"
"Jeff Bagwell","HOU","24","109","6","20","14","1","18.3%","16.5%",".273",".323",".307",".431",".580",".426","","156","0.2","8.1","-1.7","1.0","547"
"Richard Hidalgo","HOU","23","102","6","14","22","0","4.9%","22.5%",".297",".359",".319",".373",".615",".411","","146","-0.4","5.7","1.0","1.0","561"
"Barry Bonds","SFG","22","91","11","13","22","2","14.3%","16.5%",".507",".140",".240",".363",".747",".435","","169","0.4","8.6","-1.6","1.0","1109"
"Jeromy Burnitz","MIL","23","96","7","20","18","0","18.8%","22.9%",".346",".306",".282",".417",".628",".428","","160","-0.9","6.7","-0.3","0.9","867"
"Bret Boone","SEA","24","108","2","12","22","1","5.6%","12.0%",".135",".365",".344",".374",".479",".360","","124","0.2","3.5","2.2","0.9","1067"
"Randy Velarde","TEX","24","107","4","15","10","1","9.3%","23.4%",".223",".415",".330",".400",".553",".408","","148","-0.2","6.2","-0.5","0.9","942"
"Todd Walker","COL","24","102","5","24","9","1","5.9%","11.8%",".258",".355",".344",".384",".602",".417","","134","0.2","4.7","1.3","0.9","359"
"Placido Polanco","STL","21","77","0","12","3","4","10.4%","11.7%",".045",".404",".348",".427",".394",".371","","125","0.8","3.3","3.3","0.9","1176"
"Terrence Long","OAK","25","106","4","14","12","2","10.4%","16.0%",".200",".365",".326",".396",".526",".391","","143","0.0","5.8","-0.3","0.9","927"
"Edgar Martinez","SEA","24","113","3","17","17","0","20.4%","12.4%",".202",".333",".303",".451",".506",".406","","155","0.0","7.8","-2.7","0.9","1086"
"Chuck Knoblauch","NYY","26","129","2","14","9","11","10.1%","10.1%",".105",".364",".333",".406",".439",".374","","132","1.3","6.5","-2.0","0.9","609"
"J.D. Drew","STL","22","84","8","13","14","0","17.9%","26.2%",".364",".237",".258",".393",".621",".411","","151","-0.4","5.2","1.0","0.9","1152"
"Jose Cruz","TOR","25","103","6","16","18","3","6.8%","18.4%",".221",".343",".316",".369",".537",".387","","136","0.6","5.3","0.0","0.9","1296"
"Mike Sweeney","KCR","25","110","6","21","16","2","11.8%","9.1%",".292",".272",".292",".373",".583",".395","","137","0.4","5.5","-0.7","0.8","634"
"Corey Koskie","MIN","23","97","4","19","18","3","7.2%","14.4%",".182",".324",".307",".361",".489",".362","","119","0.2","2.5","2.7","0.8","738"
"Shawn Green","LAD","25","104","6","16","19","3","9.6%","17.3%",".247",".314",".301",".365",".548",".387","","139","0.2","5.5","-0.3","0.8","651"
"Bill Mueller","CHC","23","103","4","16","8","1","8.7%","6.8%",".180",".316",".326",".390",".506",".386","","135","0.2","4.9","0.3","0.8","295"
"John Olerud","SEA","25","110","4","17","21","1","12.7%","11.8%",".174",".342",".337",".409",".511",".381","","138","0.2","5.5","-0.7","0.8","1093"
"Jose Valentin","CHW","19","84","5","13","14","3","8.3%","23.8%",".329",".313",".274",".346",".603",".392","","141","0.2","4.5","1.0","0.8","256"
"Carl Everett","BOS","24","111","4","21","18","3","10.8%","22.5%",".219",".388",".313",".405",".531",".401","","146","0.2","6.6","-2.2","0.8","1249"
"Barry Larkin","CIN","21","96","1","21","13","2","16.7%","11.5%",".127",".403",".354",".469",".481",".415","","150","0.0","6.2","-1.2","0.8","335"
"Mike Lowell","FLA","22","96","3","11","24","0","7.3%","12.5%",".244",".315",".302",".354",".547",".371","","127","0.0","3.4","1.4","0.8","527"
"Ronnie Belliard","MIL","22","99","2","18","9","3","10.1%","10.1%",".149",".289",".276",".347",".425",".336","","101","0.6","0.7","3.7","0.8","677"
"Jorge Posada","NYY","23","90","6","12","18","0","11.1%","15.6%",".291",".271",".278",".367",".570",".382","","137","-0.4","3.8","0.8","0.7","841"
"Ichiro Suzuki","SEA","25","120","2","17","11","5","3.3%","6.7%",".095",".349",".336",".358",".431",".341","","112","0.1","1.9","1.3","0.7","1101"
"Paul Konerko","CHW","22","93","5","16","14","0","6.5%","16.1%",".264",".358",".333",".376",".598",".411","","154","0.0","6.3","-2.3","0.7","242"
"John Vander Wal","PIT","23","83","4","16","13","2","12.0%","21.7%",".288",".431",".356",".434",".644",".454","","177","-0.5","7.8","-3.3","0.7","853"
"Tony Clark","DET","21","91","4","15","17","0","12.1%","20.9%",".231",".386",".333",".407",".564",".410","","157","0.0","6.6","-2.7","0.7","182"
"Bobby Higginson","DET","23","100","4","14","12","4","16.0%","10.0%",".207",".257",".268",".380",".476",".366","","128","0.4","3.9","-0.4","0.7","469"
"Orlando Cabrera","MON","25","102","2","8","13","3","7.8%","7.8%",".178",".275",".267",".340",".444",".340","","99","0.6","0.5","3.0","0.7","766"
"Sean Casey","CIN","23","95","4","12","23","2","9.5%","13.7%",".220",".364",".341",".421",".561",".407","","145","0.4","5.9","-2.3","0.7","314"
"David Ortiz","MIN","23","92","5","15","16","0","10.9%","18.5%",".296",".339",".309",".385",".605",".409","","151","0.0","5.9","-2.4","0.7","745"
"Russ Johnson","TBD","22","81","3","9","11","1","14.8%","23.5%",".188",".383",".304",".407",".493",".392","","142","0.2","4.5","-0.6","0.7","1216"
"Jose Vidro","MON","25","112","5","13","13","0","7.1%","13.4%",".208",".333",".317",".378",".525",".388","","130","-0.4","3.9","-0.9","0.6","802"
"Todd Helton","COL","24","105","8","26","23","1","18.1%","11.4%",".333",".231",".274",".410",".607",".415","","133","-0.7","3.8","-0.7","0.6","432"
"Raul Mondesi","TOR","25","117","5","21","16","5","16.2%","16.2%",".216",".297",".278",".393",".495",".381","","132","-0.3","4.5","-1.9","0.6","1314"
"Gary Sheffield","LAD","21","90","7","13","15","0","21.1%","8.9%",".324",".214",".279",".422",".603",".419","","160","-0.4","6.6","-3.1","0.6","114"
"Shea Hillenbrand","BOS","25","101","2","13","11","0","1.0%","10.9%",".172",".372",".343",".356",".515",".373","","127","-0.4","3.1","-0.1","0.6","196"
"Alex Gonzalez","FLA","22","88","1","9","5","1","13.6%","10.2%",".147",".338",".307",".409",".453",".365","","124","0.2","2.9","0.5","0.6","520"
"Jeff Cirillo","COL","21","89","5","15","18","0","6.7%","7.9%",".244",".261",".295",".348",".538",".363","","99","0.0","-0.1","3.3","0.6","1073"
"Eric Chavez","OAK","25","104","4","14","14","0","8.7%","26.0%",".215",".302",".247",".317",".462",".326","","100","0.0","0.0","2.6","0.6","906"
"Jose Hernandez","MIL","22","88","7","9","19","0","4.5%","30.7%",".305",".313",".268",".302",".573",".361","","117","-0.4","1.5","1.7","0.6","688"
"Scott Brosius","NYY","26","105","2","10","12","0","5.7%","16.2%",".122",".375",".327",".362",".449",".351","","117","0.0","2.2","0.2","0.6","1001477"
"Matt Lawton","MIN","24","99","2","21","7","4","24.2%","12.1%",".123",".283",".260",".444",".384",".375","","128","0.4","3.8","-1.3","0.6","390"
"Mark Grudzielanek","LAD","20","87","5","14","12","1","2.3%","17.2%",".232",".323",".305",".337",".537",".371","","129","-0.2","3.1","0.0","0.6","653"
"Julio Lugo","HOU","21","88","5","16","10","1","8.0%","20.5%",".225",".316",".288",".345",".513",".366","","117","-0.7","1.2","1.4","0.5","565"
"Damian Jackson","SDP","24","114","0","19","9","5","8.8%","21.9%",".111",".368",".283",".354",".394",".329","","103","1.0","1.4","0.4","0.5","471"
"Bubba Trammell","SDP","22","87","3","11","14","0","11.5%","14.9%",".211",".295",".276",".356",".487",".361","","123","0.0","2.6","-0.1","0.5","1057"
"Craig Biggio","HOU","24","110","2","18","6","1","12.7%","9.1%",".122",".308",".289",".418",".411",".375","","123","-0.2","3.0","-1.4","0.5","549"
"Tino Martinez","NYY","26","110","5","17","18","1","7.3%","18.2%",".220",".316",".290",".345",".510",".364","","125","0.2","3.7","-2.3","0.5","1168"
"Mike Darr","SDP","20","80","0","7","10","0","11.3%","25.0%",".056",".471",".338",".413",".394",".354","","119","-0.4","1.5","1.0","0.5","1002993"
"Jason Varitek","BOS","21","82","0","5","7","0","12.2%","13.4%",".083",".344",".292",".378",".375",".334","","102","0.0","0.2","1.9","0.5","217"
"Jose Offerman","BOS","20","92","1","13","6","0","14.1%","19.6%",".117",".356",".286",".385",".403",".350","","112","0.0","1.4","0.2","0.5","205"
"Aramis Ramirez","PIT","21","84","6","11","18","0","7.1%","17.9%",".269",".246",".256",".310",".526",".352","","111","0.0","1.2","0.8","0.5","1002"
"Andres Galarraga","TEX","25","105","5","18","17","0","7.6%","24.8%",".239",".328",".272",".362",".511",".376","","126","0.0","3.4","-2.3","0.5","1390"
"Miguel Tejada","OAK","25","107","5","15","10","3","8.4%","10.3%",".206",".222",".237",".308",".443",".324","","99","0.2","0.0","1.0","0.5","941"
"Travis Lee","PHI","24","100","3","17","10","1","19.0%","22.0%",".150",".327",".263",".404",".413",".367","","123","-0.2","2.7","-1.3","0.5","958"
"Carlos Lee","CHW","22","90","2","12","8","3","8.9%","14.4%",".159",".343",".305",".367",".463",".356","","117","0.2","2.1","-0.8","0.4","243"
"Michael Tucker","CIN","20","78","1","10","10","3","5.1%","16.7%",".155",".386",".324",".360",".479",".362","","115","0.2","1.7","-0.1","0.4","635"
"Rondell White","CHC","23","91","4","15","12","0","5.5%","15.4%",".214",".333",".310",".363",".524",".379","","131","0.0","3.6","-2.4","0.4","856"
"Bobby Abreu","PHI","24","104","5","15","15","3","12.5%","25.0%",".270",".283",".247",".337",".517",".359","","117","-0.7","1.6","-0.9","0.4","945"
"Troy Glaus","ANA","25","107","6","15","14","0","11.2%","23.4%",".239",".238",".228",".318",".467",".335","","104","0.0","0.5","-0.1","0.4","15"
"Alex Ochoa","CIN","22","95","0","15","10","5","6.3%","14.7%",".091",".378",".318",".368",".409",".343","","103","0.6","0.9","0.0","0.4","700"
"Gerald Williams","TBD","23","102","2","13","8","8","4.9%","15.7%",".147",".273",".242",".287",".389",".294","","76","1.6","-1.5","2.0","0.4","1395"
"Roberto Alomar","CLE","23","102","1","11","12","3","9.8%","12.7%",".070",".329",".291",".374",".360",".332","","101","0.6","0.8","-0.4","0.4","860"
"Rusty Greer","TEX","25","112","5","16","19","0","6.3%","12.5%",".273",".298",".303",".342",".576",".378","","128","-0.4","3.5","-3.5","0.4","1252"
"Ray Lankford","STL","20","79","4","11","10","0","13.9%","35.4%",".288",".382",".258",".372",".545",".389","","137","-0.4","3.4","-2.1","0.4","1044"
"Brian Daubach","BOS","22","86","7","15","19","0","8.1%","27.9%",".355",".234",".237",".302",".592",".361","","120","0.0","2.1","-1.3","0.4","186"
"Paul O'Neill","NYY","26","121","8","18","19","5","7.4%","14.9%",".261",".247",".261",".322",".523",".358","","121","0.6","3.8","-4.6","0.3","1009818"
"Brian Jordan","ATL","24","98","3","9","11","0","4.1%","13.3%",".185",".260",".250",".286",".435",".307","","83","0.0","-2.2","2.2","0.3","658"
"Vladimir Guerrero","MON","23","98","2","16","10","4","11.2%","13.3%",".153",".314",".282",".378",".435",".348","","104","-0.5","0.0","0.0","0.3","778"
"Edgardo Alfonzo","NYM","24","96","4","11","10","1","6.3%","9.4%",".225",".224",".236",".292",".461",".321","","95","0.2","-0.5","0.5","0.3","859"
"Luis Castillo","FLA","23","110","1","12","6","9","15.5%","17.3%",".097",".260",".215",".336",".312",".299","","80","1.8","-1.0","0.5","0.3","513"
"Ellis Burks","CLE","21","92","2","12","11","1","10.9%","9.8%",".188",".310",".300",".370",".488",".363","","122","0.2","2.8","-2.8","0.3","372"
"Carlos Beltran","KCR","25","114","2","15","9","1","9.6%","17.5%",".098",".321",".275",".342",".373",".317","","85","0.2","-2.0","1.2","0.3","589"
"Eric Young","CHC","23","108","1","16","8","7","8.3%","2.8%",".115",".269",".271",".336",".385",".318","","91","1.0","-0.3","-0.1","0.3","716"
"Mark Grace","ARI","23","86","2","13","10","0","10.5%","8.1%",".147",".288",".280",".372",".427",".353","","108","0.0","0.9","-0.7","0.3","56"
"Doug Glanville","PHI","23","105","3","13","9","5","2.9%","16.2%",".141",".263",".242",".269",".384",".281","","67","0.6","-4.0","3.5","0.3","956"
"Mike Matheny","STL","21","75","2","8","9","0","6.7%","24.0%",".119",".313",".254",".311",".373",".295","","76","0.0","-2.4","2.7","0.3","1169"
"Pokey Reese","CIN","21","85","1","10","8","4","3.5%","17.6%",".117",".339",".286",".325",".403",".317","","86","0.8","-0.7","0.7","0.3","1004"
"Chris Richard","BAL","22","82","2","9","8","0","7.3%","26.8%",".151",".380",".288",".354",".438",".344","","113","-1.3","0.1","-0.2","0.3","163"
"Tim Salmon","ANA","24","104","3","8","10","2","15.4%","20.2%",".174",".270",".233",".356",".407",".338","","106","0.4","1.2","-2.1","0.3","32"
"Alex Gonzalez","TOR","24","115","1","13","12","0","6.1%","16.5%",".079",".310",".267",".319",".347",".294","","74","-0.4","-4.2","2.8","0.3","281"
"Ryan Klesko","SDP","23","99","3","17","11","3","17.2%","16.2%",".160",".274",".247",".384",".407",".351","","117","-0.3","1.9","-2.6","0.3","1041"
"Ramon Hernandez","OAK","24","96","1","10","8","0","7.3%","11.5%",".103",".267",".241",".305",".345",".285","","72","-0.4","-3.8","3.0","0.2","918"
"J.T. Snow","SFG","24","95","2","13","6","0","21.1%","23.2%",".122",".300",".230",".400",".351",".337","","106","0.0","0.7","-1.4","0.2","1133"
"Mike Bordick","BAL","26","115","1","12","7","4","9.6%","13.9%",".100",".298",".260",".342",".360",".311","","91","0.4","-0.9","-0.6","0.2","129"
"Jeffrey Hammonds","MIL","22","89","2","6","7","1","10.1%","22.5%",".139",".316",".253",".337",".392",".319","","89","-0.7","-1.9","1.2","0.2","687"
"Ray Durham","CHW","22","106","1","14","4","6","11.3%","14.2%",".109",".260",".228",".314",".337",".287","","71","1.2","-2.7","1.2","0.2","230"
"Jason Kendall","PIT","22","92","2","12","7","2","9.8%","8.7%",".115",".294",".282",".391",".397",".352","","111","-2.2","-0.9","0.0","0.2","993"
"Marlon Anderson","PHI","22","81","3","7","13","1","8.6%","12.3%",".155",".254",".254",".316",".408",".305","","83","-0.2","-2.1","1.6","0.2","947"
"Eric Owens","FLA","24","108","3","17","5","3","9.3%","15.7%",".124",".299",".268",".336",".392",".318","","93","0.2","-0.8","-0.6","0.2","534"
"Delino DeShields","BAL","24","104","2","13","12","4","17.3%","19.2%",".153",".266",".224",".356",".376",".324","","100","0.8","0.8","-2.3","0.2","275"
"Fernando Vina","STL","22","105","0","16","6","3","1.9%","7.6%",".082",".303",".278",".333",".361",".309","","85","0.2","-1.9","0.5","0.2","1189"
"Rafael Palmeiro","TEX","23","107","5","12","22","0","14.0%","12.1%",".222",".233",".244",".355",".467",".346","","106","0.0","0.8","-2.5","0.2","1266"
"Scott Rolen","PHI","24","104","3","11","10","2","13.5%","15.4%",".148",".211",".205",".308",".352",".294","","75","0.0","-3.4","2.0","0.2","970"
"David Justice","NYY","25","104","4","16","14","0","10.6%","16.3%",".174",".278",".261",".337",".435",".331","","103","0.0","0.4","-2.2","0.2","923"
"Tony Womack","ARI","18","86","0","16","3","3","7.0%","9.3%",".092",".279",".250",".321",".342",".298","","72","-0.3","-3.4","2.4","0.2","78"
"Tony Batista","TOR","25","110","7","11","18","0","5.5%","22.7%",".255",".171",".186",".245",".441",".290","","71","0.0","-4.0","1.9","0.2","124"
"Derek Jeter","NYY","22","108","0","13","12","4","9.3%","10.2%",".052",".326",".292",".355",".344",".314","","92","0.8","-0.3","-1.6","0.2","826"
"Matt Williams","ARI","24","102","3","11","16","0","5.9%","15.7%",".181",".263",".245",".294",".426",".309","","79","0.0","-2.7","1.1","0.2","77"
"Armando Rios","SFG","22","80","2","13","7","2","8.8%","18.8%",".137",".286",".247",".313",".384",".301","","82","0.0","-1.9","0.8","0.2","1006"
"Jeff Kent","SFG","24","96","4","10","15","0","6.3%","16.7%",".227",".257",".250",".292",".477",".318","","93","-1.3","-2.1","0.4","0.1","1119"
"Mike Lieberthal","PHI","23","93","1","13","8","0","9.7%","19.4%",".086",".274",".222",".323",".309",".281","","67","0.0","-4.0","2.3","0.1","959"
"Carlos Guillen","SEA","25","96","1","13","10","0","12.5%","16.7%",".099",".219",".185",".290",".284",".264","","60","0.0","-4.8","2.9","0.1","1079"
"Garret Anderson","ANA","25","105","3","8","12","3","3.8%","17.1%",".129",".300",".267",".295",".396",".296","","78","0.6","-2.4","-0.1","0.1","2"
"Pat Burrell","PHI","24","98","3","10","10","0","8.2%","36.7%",".146",".440",".281",".347",".427",".339","","105","0.0","0.6","-2.7","0.1","949"
"Trot Nixon","BOS","22","91","2","14","11","1","12.1%","12.1%",".147",".254",".240",".356",".387",".328","","97","-0.2","-0.6","-1.5","0.1","204"
"Aaron Boone","CIN","23","100","3","13","15","2","3.0%","18.0%",".149",".324",".287",".320",".436",".325","","92","0.0","-1.1","-1.0","0.1","311"
"Bengie Molina","ANA","21","80","0","10","8","0","8.8%","12.5%",".042",".279",".239",".316",".282",".271","","61","0.0","-3.9","2.2","0.1","24"
"Chris Truby","HOU","23","96","7","10","18","1","10.4%","20.8%",".286",".220",".238",".313",".524",".341","","101","-0.7","-0.6","-1.6","0.1","799"
"Brian Giles","PIT","23","94","4","11","12","1","8.5%","8.5%",".226",".230",".250",".309",".476",".323","","92","0.2","-0.8","-1.4","0.1","990"
"Rey Sanchez","KCR","25","89","0","6","6","3","2.2%","10.1%",".061",".257",".232",".247",".293",".235","","29","0.6","-7.3","5.0","0.1","213"
"Edgar Renteria","STL","21","88","3","11","6","2","5.7%","13.6%",".123",".242",".235",".279",".358",".279","","66","-0.5","-4.4","2.2","0.1","1178"
"David Bell","SEA","23","86","2","8","11","0","7.0%","17.4%",".103",".222",".205",".256",".308",".243","","45","0.0","-5.9","3.5","0.1","1108"
"Melvin Mora","BAL","21","84","1","8","5","1","6.0%","23.8%",".107",".278",".213",".280",".320",".269","","63","0.2","-3.7","1.3","0.1","157"
"Darin Erstad","ANA","23","100","0","8","9","0","7.0%","18.0%",".099",".301",".242",".303",".341",".273","","63","-0.4","-5.1","2.1","0.0","11"
"Magglio Ordonez","CHW","22","92","4","12","12","2","6.5%","15.2%",".190",".258",".250",".315",".440",".327","","97","0.4","0.1","-2.8","0.0","248"
"Greg Vaughn","TBD","26","110","5","12","12","1","13.6%","30.9%",".181",".286",".223",".327",".404",".318","","92","-0.7","-1.7","-1.7","0.0","1233"
"Todd Zeile","NYM","23","97","1","12","13","1","8.2%","15.5%",".115",".296",".253",".330",".368",".311","","89","0.2","-1.3","-1.6","0.0","457"
"Dmitri Young","CIN","24","106","4","13","15","3","6.6%","7.5%",".155",".271",".278",".333",".433",".330","","95","-0.3","-1.0","-2.1","0.0","505"
"Jermaine Dye","KCR","23","97","4","16","13","1","5.2%","18.6%",".200",".265",".244",".299",".444",".320","","86","0.2","-1.5","-1.5","0.0","911"
"Quilvio Veras","ATL","21","84","2","7","8","1","8.3%","16.7%",".122",".190",".176",".274",".297",".256","","50","0.2","-5.3","2.6","0.0","1013404"
"Fred McGriff","TBD","25","100","3","6","11","0","6.0%","15.0%",".149",".289",".266",".310",".415",".311","","87","0.0","-1.6","-1.9","0.0","293"
"Javy Lopez","ATL","24","90","2","7","6","0","5.6%","11.1%",".108",".225",".217",".278",".325",".269","","59","0.0","-4.9","1.8","0.0","103"
"Rey Ordonez","NYM","23","88","0","4","8","0","6.8%","11.4%",".088",".286",".250",".302",".338",".263","","58","0.0","-4.9","1.8","0.0","889"
"Richie Sexson","MIL","23","98","4","13","17","0","7.1%","29.6%",".184",".309",".241",".316",".425",".318","","89","-0.4","-1.9","-1.7","0.0","709"
"Ricky Gutierrez","CHC","23","85","2","7","12","0","8.2%","8.2%",".151",".224",".233",".289",".384",".289","","72","-0.4","-3.6","0.3","0.0","387"
"Eric Karros","LAD","23","95","4","7","9","2","7.4%","21.1%",".170",".266",".239",".295",".409",".305","","87","0.0","-1.7","-1.9","0.0","659"
"Russell Branyan","CLE","21","84","5","6","16","0","8.3%","33.3%",".253",".233",".200",".274",".453",".307","","85","0.0","-1.6","-2.3","-0.1","370"
"Frank Thomas","CHW","20","79","4","8","10","0","12.7%","15.2%",".221",".208",".221",".316",".441",".317","","90","0.0","-1.0","-2.9","-0.1","255"
"Damion Easley","DET","22","96","0","10","5","3","9.4%","16.7%",".096",".239",".193",".295",".289",".268","","62","-0.3","-4.8","0.3","-0.1","464"
"Brad Ausmus","HOU","20","85","0","4","6","2","8.2%","12.9%",".052",".212",".182",".250",".234",".223","","24","0.4","-8.0","3.9","-0.1","546"
"Jay Payton","NYM","22","94","1","6","9","0","1.1%","9.6%",".088",".280",".264",".277",".352",".272","","63","-0.4","-5.0","0.6","-0.1","890"
"Brad Fullmer","TOR","25","113","2","14","23","0","6.2%","19.5%",".096",".341",".288",".327",".385",".308","","83","0.0","-2.4","-2.9","-0.1","13"
"Jim Thome","CLE","21","81","3","8","10","0","16.0%","27.2%",".182",".220",".182",".333",".364",".306","","84","0.0","-1.6","-2.6","-0.1","409"
"Juan Encarnacion","DET","22","87","2","6","9","0","6.9%","17.2%",".154",".262",".231",".302",".385",".301","","84","-0.4","-2.2","-2.3","-0.1","320"
"Lee Stevens","MON","25","104","5","12","24","0","5.8%","21.2%",".253",".268",".253",".288",".505",".325","","89","0.0","-1.5","-3.5","-0.2","796"
"Jimmy Rollins","PHI","22","102","0","7","5","4","6.9%","10.8%",".033",".280",".250",".307",".283",".268","","59","0.4","-5.1","-0.1","-0.2","971"
"Darrin Fletcher","TOR","21","83","0","6","9","0","7.2%","9.6%",".052",".217",".195",".253",".247",".222","","26","0.0","-7.8","2.5","-0.2","1302"
"Ben Grieve","TBD","25","102","1","9","8","0","15.7%","21.6%",".107",".246",".190",".333",".298",".295","","77","-0.4","-3.4","-2.5","-0.2","1209"
"Johnny Damon","OAK","25","118","1","14","9","4","6.8%","8.5%",".073",".224",".211",".265",".284",".247","","47","-0.1","-8.0","1.2","-0.3","185"
"Steve Finley","ARI","24","95","1","9","10","1","10.5%","17.9%",".082",".239",".200",".284",".282",".259","","47","-0.2","-6.8","0.9","-0.3","54"
"Brady Anderson","BAL","26","111","2","9","9","3","9.9%","11.7%",".092",".205",".194",".282",".286",".252","","51","0.6","-6.2","-0.4","-0.3","364"
"Rafael Furcal","ATL","26","120","1","12","12","3","6.7%","17.5%",".094",".281",".245",".286",".340",".268","","58","-0.7","-7.3","0.5","-0.3","88"
"Alfonso Soriano","NYY","26","109","2","16","9","6","0.9%","14.7%",".123",".303",".274",".278",".396",".288","","74","-0.1","-3.6","-3.0","-0.3","847"
"Felix Martinez","TBD","26","89","0","7","5","2","3.4%","16.9%",".047",".352",".291",".315",".337",".289","","73","-1.3","-4.4","-1.6","-0.3","1008164"
"B.J. Surhoff","ATL","24","92","2","11","10","0","10.9%","13.0%",".113",".179",".175",".272",".288",".255","","50","0.0","-6.1","-0.3","-0.3","117"
"Fernando Tatis","MON","25","108","2","13","8","0","10.2%","24.1%",".118",".348",".269",".361",".387",".334","","95","0.0","-0.7","-6.1","-0.3","798"
"Jacque Jones","MIN","23","89","1","10","5","0","4.5%","14.6%",".107",".257",".226",".270",".333",".265","","55","-0.9","-5.9","-0.7","-0.3","735"
"Joe Randa","KCR","25","107","3","9","13","0","7.5%","15.9%",".103",".195",".186",".262",".289",".250","","39","0.0","-8.2","0.9","-0.3","623"
