"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Austin Jackson","DET","137","617","16","103","66","12","10.9%","21.7%",".179",".371",".300",".377",".479",".371","","134","0.3","25.1","2.7","5.1","9848"
"Prince Fielder","DET","162","690","30","83","108","1","12.3%","12.2%",".215",".321",".313",".412",".528",".398","","153","-7.7","34.9","-10.2","5.0","4613"
"Aaron Hill","ARI","156","668","26","93","85","14","7.8%","12.9%",".220",".317",".302",".360",".522",".375","","133","0.6","26.6","1.0","5.0","6104"
"Alex Gordon","KCR","161","721","14","93","72","10","10.1%","19.4%",".160",".356",".294",".368",".455",".357","","126","-0.9","20.8","2.2","5.0","5209"
"Josh Hamilton","TEX","148","636","43","103","128","7","9.4%","25.5%",".292",".320",".285",".354",".577",".387","","141","4.8","35.5","-10.6","4.9","1875"
"Torii Hunter","LAA","140","584","16","81","92","9","6.5%","22.8%",".139",".389",".313",".365",".451",".356","","131","3.9","25.0","0.3","4.7","731"
"Jimmy Rollins","PHI","156","699","23","102","68","30","8.9%","13.7%",".177",".262",".250",".316",".427",".322","","101","7.7","8.3","15.0","4.7","971"
"Matt Holliday","STL","157","688","27","95","102","4","10.9%","19.2%",".202",".337",".295",".379",".497",".378","","140","-0.1","33.0","-9.8","4.6","1873"
"Angel Pagan","SFG","154","659","8","95","56","29","7.3%","14.7%",".152",".329",".288",".338",".440",".334","","115","9.3","21.1","2.7","4.6","2918"
"Joe Mauer","MIN","147","641","10","81","85","8","14.0%","13.7%",".127",".364",".319",".416",".446",".376","","138","-1.6","27.2","-5.1","4.6","1857"
"Edwin Encarnacion","TOR","151","644","42","93","110","13","13.0%","14.6%",".277",".266",".280",".384",".557",".396","","150","2.7","40.5","-18.8","4.6","2151"
"Martin Prado","ATL","156","690","10","81","70","17","8.4%","10.0%",".136",".322",".301",".359",".438",".345","","117","1.5","15.4","7.0","4.5","3312"
"Matt Wieters","BAL","144","593","23","67","83","3","10.1%","18.9%",".186",".274",".249",".329",".435",".331","","107","-5.4","-0.8","23.2","4.5","4298"
"Adam Jones","BAL","162","697","32","103","82","16","4.9%","18.1%",".218",".313",".287",".334",".505",".361","","127","0.5","22.5","-3.6","4.4","6368"
"Bryce Harper","WSN","139","597","22","98","59","18","9.4%","20.1%",".206",".310",".270",".340",".477",".352","","121","2.1","16.8","6.7","4.4","11579"
"Dustin Pedroia","BOS","141","623","15","81","65","20","7.7%","9.6%",".160",".300",".290",".347",".449",".344","","114","0.1","10.1","10.1","4.3","8370"
"Ian Desmond","WSN","130","547","25","72","73","21","5.5%","20.7%",".218",".332",".292",".335",".511",".362","","128","-0.9","17.0","6.6","4.2","6885"
"Curtis Granderson","NYY","160","684","43","102","106","10","11.0%","28.5%",".260",".260",".232",".319",".492",".346","","116","5.8","18.5","-3.3","4.0","4747"
"Ryan Zimmerman","WSN","145","641","25","93","95","5","8.9%","18.1%",".196",".313",".282",".346",".478",".352","","121","1.3","17.0","1.9","4.0","4220"
"Yoenis Cespedes","OAK","129","540","23","70","82","16","8.0%","18.9%",".214",".326",".292",".356",".505",".368","","136","1.6","24.5","-4.4","4.0","13110"
"Alex Rios","CHW","157","640","25","93","91","23","4.1%","14.4%",".212",".323",".304",".334",".516",".361","","126","2.2","21.6","-5.1","4.0","2090"
"Jose Reyes","MIA","160","716","11","86","57","40","8.8%","7.8%",".146",".298",".287",".347",".433",".335","","111","3.4","12.6","1.9","3.8","1736"
"Kyle Seager","SEA","155","651","20","62","86","13","7.1%","16.9%",".163",".286",".259",".316",".423",".321","","108","0.3","6.4","7.5","3.8","9785"
"David Freese","STL","144","567","20","70","79","3","10.1%","21.5%",".174",".352",".293",".372",".467",".365","","132","-6.4","14.9","3.7","3.7","9549"
"Elvis Andrus","TEX","158","711","3","85","62","21","8.0%","13.5%",".092",".332",".286",".349",".378",".322","","97","1.4","-1.2","12.6","3.7","8709"
"Josh Willingham","MIN","145","615","35","85","110","3","12.4%","22.9%",".264",".287",".260",".366",".524",".380","","141","-0.7","29.2","-14.6","3.7","2103"
"Josh Reddick","OAK","156","673","32","85","85","11","8.2%","22.4%",".221",".269",".242",".305",".463",".326","","108","4.0","10.2","2.0","3.7","3892"
"Nick Swisher","NYY","148","624","24","75","93","2","12.3%","22.6%",".201",".324",".272",".364",".473",".363","","128","0.5","20.7","-7.1","3.6","4599"
"Erick Aybar","LAA","141","554","8","67","45","20","4.0%","11.0%",".126",".316",".290",".324",".416",".321","","107","3.6","8.1","6.1","3.5","4082"
"Jason Kipnis","CLE","152","672","14","86","76","31","10.0%","16.2%",".122",".291",".257",".335",".379",".315","","100","5.8","6.1","3.9","3.4","9776"
"Adam LaRoche","WSN","154","647","33","76","100","1","10.4%","21.3%",".238",".298",".271",".343",".510",".361","","127","-1.5","19.0","-6.3","3.4","1904"
"Melvin Upton Jr.","TBR","146","633","28","79","78","31","7.1%","26.7%",".208",".294",".246",".298",".454",".323","","108","5.1","10.9","-0.1","3.4","5015"
"David Murphy","TEX","147","521","15","65","61","10","10.4%","14.2%",".175",".333",".304",".380",".479",".369","","129","-0.1","17.4","-2.9","3.4","6035"
"Carlos Beltran","STL","151","619","32","83","97","13","10.5%","20.0%",".227",".291",".269",".346",".495",".355","","124","-1.1","16.8","-3.5","3.4","589"
"Albert Pujols","LAA","154","670","30","85","105","8","7.8%","11.3%",".231",".282",".285",".343",".516",".360","","133","-7.7","18.4","-9.4","3.3","1177"
"Brandon Phillips","CIN","147","623","18","86","77","15","4.5%","12.7%",".148",".298",".281",".321",".429",".325","","101","1.5","2.5","10.2","3.3","791"
"Derek Jeter","NYY","159","740","15","99","58","9","6.1%","12.2%",".113",".347",".316",".362",".429",".347","","117","-3.5","11.2","-4.8","3.3","826"
"A.J. Pierzynski","CHW","135","520","27","68","77","0","5.4%","15.0%",".223",".280",".278",".326",".501",".351","","119","-1.9","9.5","4.2","3.3","746"
"Dan Uggla","ATL","154","630","19","86","78","4","14.9%","26.7%",".164",".283",".220",".348",".384",".325","","104","3.4","6.1","5.9","3.3","3442"
"Desmond Jennings","TBR","132","563","13","85","47","31","8.2%","21.3%",".143",".298",".246",".314",".388",".309","","98","8.3","7.1","4.5","3.2","1965"
"Shin-Soo Choo","CLE","155","686","16","88","67","21","10.6%","21.9%",".159",".353",".283",".373",".441",".359","","130","-1.6","22.7","-15.3","3.2","3174"
"Denard Span","MIN","128","568","4","71","41","17","8.3%","10.9%",".112",".315",".283",".342",".395",".325","","104","2.1","4.5","6.9","3.2","8347"
"Mike Moustakas","KCR","149","614","20","69","73","5","6.4%","20.2%",".171",".274",".242",".296",".412",".305","","90","1.5","-5.7","15.4","3.2","4892"
"Alfonso Soriano","CHC","151","615","32","68","108","6","7.2%","24.9%",".237",".303",".262",".322",".499",".350","","117","-3.1","9.6","2.2","3.2","847"
"Starlin Castro","CHC","162","691","14","78","78","25","5.2%","14.5%",".147",".315",".283",".323",".430",".323","","100","-1.2","-1.6","10.6","3.1","4579"
"Adrian Gonzalez","- - -","159","684","18","75","108","2","6.1%","16.1%",".164",".334",".299",".344",".463",".346","","116","-3.2","9.6","-3.1","3.0","1908"
"Dexter Fowler","COL","143","530","13","72","53","12","12.8%","24.2%",".174",".390",".300",".389",".474",".375","","120","4.6","17.3","-4.8","3.0","4062"
"Alberto Callaspo","LAA","138","520","10","55","53","4","10.8%","11.3%",".109",".268",".252",".331",".361",".308","","98","1.6","0.1","10.8","3.0","3336"
"Andre Ethier","LAD","149","618","20","79","89","2","8.1%","20.1%",".176",".333",".284",".351",".460",".350","","123","0.4","17.5","-7.8","3.0","6265"
"Ian Kinsler","TEX","157","731","19","105","72","21","8.2%","12.3%",".166",".270",".256",".326",".423",".327","","100","3.4","3.6","-0.4","2.9","6195"
"Hanley Ramirez","- - -","157","667","24","79","92","21","8.1%","19.8%",".180",".290",".257",".322",".437",".328","","107","0.3","6.1","1.3","2.9","8001"
"Mark Trumbo","LAA","144","586","32","66","95","4","6.1%","26.1%",".222",".316",".268",".317",".491",".346","","124","-0.2","16.0","-8.7","2.8","6876"
"Paul Goldschmidt","ARI","145","587","20","82","82","18","10.2%","22.1%",".204",".340",".286",".359",".490",".363","","124","4.9","21.9","-13.4","2.8","9218"
"Carlos Gonzalez","COL","135","579","22","89","85","20","9.7%","19.9%",".207",".352",".303",".371",".510",".374","","119","1.6","14.7","-6.4","2.7","7287"
"Cody Ross","BOS","130","528","22","70","81","2","8.0%","24.4%",".214",".317",".267",".326",".481",".345","","114","0.5","9.1","-1.5","2.7","1760"
"Billy Butler","KCR","161","679","29","72","107","2","8.0%","16.3%",".197",".341",".313",".373",".510",".377","","139","-11.1","19.9","-17.6","2.7","7399"
"Mark Teixeira","NYY","123","524","24","66","84","2","10.3%","15.8%",".224",".250",".251",".332",".475",".345","","116","-0.6","8.9","-1.3","2.7","1281"
"Danny Espinosa","WSN","160","658","17","82","56","20","7.0%","28.7%",".155",".333",".247",".315",".402",".313","","94","1.4","-3.4","8.6","2.6","9219"
"Shane Victorino","- - -","154","666","11","72","55","39","8.0%","12.0%",".128",".278",".255",".321",".383",".310","","94","8.8","3.8","1.1","2.6","1677"
"Michael Brantley","CLE","149","609","6","63","60","12","8.7%","9.2%",".114",".310",".288",".348",".402",".322","","105","0.9","4.7","-0.7","2.6","4106"
"Alcides Escobar","KCR","155","648","5","68","52","35","4.2%","15.4%",".098",".344",".293",".331",".390",".316","","97","6.9","4.7","-2.1","2.6","6310"
"Justin Upton","ARI","150","628","17","107","67","18","10.0%","19.3%",".150",".327",".280",".355",".430",".341","","109","3.5","10.6","-5.3","2.5","5222"
"Alejandro De Aza","CHW","131","585","9","81","50","26","8.0%","18.6%",".130",".339",".281",".349",".410",".333","","106","1.6","6.0","-1.6","2.5","3371"
"Coco Crisp","OAK","120","508","11","68","46","39","8.9%","12.6%",".158",".280",".259",".325",".418",".324","","106","6.4","10.0","-3.2","2.5","1572"
"Pedro Alvarez","PIT","149","586","30","64","85","1","9.7%","30.7%",".223",".308",".244",".317",".467",".335","","112","1.3","9.9","-3.8","2.5","2495"
"Asdrubal Cabrera","CLE","143","616","16","70","68","9","8.4%","16.1%",".153",".303",".270",".338",".423",".332","","112","-1.3","7.3","-4.4","2.5","4962"
"Alex Rodriguez","NYY","122","529","18","74","57","13","9.6%","21.9%",".158",".323",".272",".353",".430",".342","","113","1.0","9.3","-3.5","2.5","1274"
"A.J. Ellis","LAD","133","505","13","44","52","0","12.9%","21.2%",".144",".329",".270",".373",".414",".341","","117","-3.3","7.1","1.2","2.5","5677"
"Nori Aoki","MIL","151","588","10","81","50","30","7.3%","9.4%",".144",".304",".288",".355",".433",".344","","112","0.7","9.5","-4.1","2.4","13075"
"Marco Scutaro","- - -","156","683","7","87","74","9","5.9%","7.2%",".098",".319",".306",".348",".405",".329","","98","1.0","-0.5","3.0","2.4","1555"
"Michael Saunders","SEA","139","553","19","71","57","21","7.8%","23.9%",".185",".297",".247",".306",".432",".320","","108","6.6","11.4","-7.1","2.4","9981"
"Neil Walker","PIT","129","530","14","62","69","7","8.9%","19.6%",".146",".326",".280",".342",".426",".334","","112","1.1","8.4","-1.6","2.4","7539"
"Jay Bruce","CIN","155","633","34","89","99","9","9.8%","24.5%",".263",".283",".252",".327",".514",".352","","120","0.5","15.4","-11.7","2.4","9892"
"J.J. Hardy","BAL","158","713","22","85","68","0","5.3%","14.9%",".151",".253",".238",".282",".389",".290","","78","-2.2","-20.2","18.8","2.4","3797"
"Omar Infante","- - -","149","588","12","69","53","17","3.6%","11.1%",".144",".291",".274",".300",".419",".310","","93","3.4","-1.3","5.1","2.4","1609"
"Howie Kendrick","LAA","147","594","8","57","67","14","4.9%","19.4%",".113",".347",".287",".325",".400",".316","","103","-2.3","-0.2","2.5","2.3","4229"
"Allen Craig","STL","119","514","22","76","92","2","7.2%","17.3%",".215",".334",".307",".354",".522",".374","","137","-3.7","19.1","-12.8","2.3","3433"
"Ichiro Suzuki","- - -","162","663","9","77","55","29","3.3%","9.2%",".107",".300",".283",".307",".390",".300","","90","3.8","-3.7","2.5","2.2","1101"
"Corey Hart","MIL","149","622","30","91","83","5","7.1%","24.3%",".237",".318",".270",".334",".507",".358","","122","-0.5","16.1","-14.1","2.2","1945"
"Ben Revere","MIN","124","553","0","70","32","40","5.2%","9.8%",".049",".325",".294",".333",".342",".300","","86","6.5","-2.4","4.0","2.1","4712"
"Dustin Ackley","SEA","153","668","12","84","50","13","8.8%","18.6%",".102",".265",".226",".294",".328",".274","","75","6.2","-12.9","10.6","2.1","10099"
"Paul Konerko","CHW","144","598","26","66","75","0","9.4%","13.9%",".188",".312",".298",".371",".486",".371","","132","-6.4","16.3","-16.4","2.1","242"
"Adam Dunn","CHW","151","649","41","87","96","2","16.2%","34.2%",".263",".246",".204",".333",".468",".346","","115","-1.3","10.5","-12.4","2.1","319"
"Jhonny Peralta","DET","150","585","13","58","63","1","8.4%","17.9%",".145",".275",".239",".305",".384",".301","","86","-5.2","-14.8","14.0","2.0","1738"
"Alexei Ramirez","CHW","158","621","9","59","73","20","2.6%","12.4%",".099",".290",".265",".287",".364",".282","","72","3.0","-17.6","15.5","2.0","5133"
"Jose Altuve","HOU","147","630","7","80","37","33","6.3%","11.7%",".109",".321",".290",".340",".399",".325","","102","3.7","5.5","-6.1","1.9","5417"
"Brett Lawrie","TOR","125","536","11","73","48","13","6.2%","16.0%",".132",".311",".273",".324",".405",".319","","97","-0.3","-1.9","2.2","1.9","5247"
"Zack Cozart","CIN","138","600","15","72","35","4","5.2%","18.8%",".153",".282",".246",".288",".399",".298","","83","0.9","-11.2","11.0","1.9","2616"
"Darwin Barney","CHC","156","588","7","73","44","6","5.6%","9.9%",".100",".273",".254",".299",".354",".287","","75","4.9","-12.4","12.3","1.9","2430"
"Hunter Pence","- - -","160","688","24","87","104","5","8.1%","21.1%",".172",".290",".253",".319",".425",".323","","103","1.4","4.0","-7.3","1.8","8252"
"Cameron Maybin","SDP","147","561","8","67","45","26","7.8%","19.6%",".107",".293",".243",".306",".349",".290","","87","6.1","-2.8","3.4","1.8","5223"
"Kevin Youkilis","- - -","122","509","19","72","60","0","10.0%","21.2%",".174",".268",".235",".336",".409",".328","","103","-3.4","-1.5","1.9","1.8","1935"
"David DeJesus","CHC","148","582","9","76","50","7","10.5%","15.3%",".140",".301",".263",".350",".403",".332","","105","-2.6","1.1","-1.3","1.8","1825"
"Chris Davis","BAL","139","562","33","75","85","2","6.6%","30.1%",".231",".335",".270",".326",".501",".352","","121","-1.6","12.0","-13.8","1.8","9272"
"Freddie Freeman","ATL","147","620","23","91","94","2","10.3%","20.8%",".196",".295",".259",".340",".456",".342","","115","-0.9","10.3","-12.8","1.7","5361"
"Daniel Murphy","NYM","156","612","6","62","65","10","5.9%","13.4%",".112",".329",".291",".332",".403",".318","","102","1.9","3.5","-6.7","1.6","4316"
"Garrett Jones","PIT","145","515","27","68","86","2","6.4%","20.0%",".242",".293",".274",".317",".516",".352","","124","-0.8","13.8","-14.1","1.6","2714"
"Jamey Carroll","MIN","138","537","1","65","40","9","9.7%","12.1%",".049",".306",".268",".343",".317",".299","","86","-1.8","-10.4","7.3","1.6","1591"
"Rickie Weeks Jr.","MIL","157","677","21","85","63","16","10.9%","25.0%",".170",".285",".230",".328",".400",".321","","97","5.1","2.9","-8.6","1.5","1849"
"Kendrys Morales","LAA","134","522","22","61","73","0","5.9%","22.2%",".194",".315",".273",".320",".467",".339","","119","-3.5","8.0","-11.0","1.5","8610"
"Jason Kubel","ARI","141","571","30","75","90","1","10.0%","26.4%",".253",".296",".253",".327",".506",".352","","117","-3.5","7.8","-10.6","1.5","2161"
"Mike Aviles","BOS","136","546","13","57","60","14","4.2%","14.1%",".131",".269",".250",".282",".381",".288","","75","2.9","-13.2","9.1","1.5","5986"
"Chris Johnson","- - -","136","528","15","48","76","5","5.9%","25.0%",".170",".354",".281",".326",".451",".334","","108","-4.0","0.9","-3.8","1.4","1191"
"Yunel Escobar","TOR","145","608","9","58","51","5","5.8%","11.5%",".091",".273",".253",".300",".344",".284","","73","-1.1","-20.0","12.0","1.3","4191"
"Drew Stubbs","CIN","136","544","14","75","40","30","7.7%","30.5%",".120",".290",".213",".277",".333",".271","","65","8.7","-14.0","9.8","1.3","9328"
"Colby Rasmus","TOR","151","625","23","75","75","4","7.5%","23.8%",".177",".259",".223",".289",".400",".297","","82","-1.2","-14.0","4.0","1.2","9893"
"Yonder Alonso","SDP","155","619","9","47","62","3","10.0%","16.3%",".120",".318",".273",".348",".393",".323","","108","-5.4","0.8","-8.7","1.1","2530"
"Nelson Cruz","TEX","159","642","24","86","90","8","7.5%","21.8%",".200",".301",".260",".319",".460",".335","","106","-3.8","0.7","-11.8","1.1","2434"
"Gordon Beckham","CHW","151","582","16","62","60","5","6.9%","15.3%",".137",".254",".234",".296",".371",".295","","80","-1.4","-14.9","5.0","1.0","9015"
"Ike Davis","NYM","156","584","32","66","90","0","10.4%","24.1%",".235",".246",".227",".308",".462",".331","","111","-3.1","4.6","-13.1","1.0","8433"
"Dayan Viciedo","CHW","147","543","25","64","78","0","5.2%","22.1%",".188",".286",".255",".300",".444",".321","","98","-6.2","-7.3","-3.7","0.8","3917"
"Kelly Johnson","TOR","142","581","16","61","55","14","10.7%","27.4%",".140",".292",".225",".313",".365",".299","","84","0.6","-10.5","-2.3","0.7","2234"
"Rafael Furcal","STL","121","531","5","69","49","12","8.3%","10.7%",".082",".289",".264",".325",".346",".298","","86","1.8","-7.0","-2.3","0.7","88"
"Mark Reynolds","BAL","135","538","23","65","69","1","13.6%","29.6%",".208",".282",".221",".335",".429",".335","","109","-2.9","2.8","-15.1","0.6","7619"
"Carlos Pena","TBR","160","600","19","72","61","2","14.5%","30.3%",".157",".264",".197",".330",".354",".309","","98","-4.0","-5.1","-9.4","0.6","934"
"Carlos Lee","- - -","147","615","9","53","77","3","9.4%","8.0%",".102",".273",".264",".332",".365",".307","","91","-3.6","-10.1","-5.3","0.3","243"
"Justin Morneau","MIN","134","570","19","63","77","1","8.6%","17.9%",".172",".294",".267",".333",".440",".330","","107","-5.9","-1.2","-17.1","0.1","1737"
"Carlos Santana","CLE","143","609","18","72","76","3","14.9%","16.6%",".168",".278",".252",".365",".420",".344","","120","-8.3","5.9","-26.6","0.0","2396"
"Jemile Weeks","OAK","118","511","2","54","20","16","9.8%","13.7%",".083",".256",".221",".305",".304",".276","","73","2.1","-14.0","-4.9","-0.2","2498"
"Jordan Pacheco","COL","132","505","5","51","54","7","4.4%","12.1%",".112",".344",".309",".341",".421",".330","","90","-1.2","-7.3","-9.6","-0.2","2677"
"Brennan Boesch","DET","132","503","12","52","54","6","5.2%","20.7%",".132",".284",".240",".286",".372",".288","","77","0.4","-13.2","-10.6","-0.7","914"
"Justin Smoak","SEA","132","535","19","49","51","1","9.2%","20.7%",".147",".242",".217",".290",".364",".288","","85","-5.2","-14.5","-11.3","-0.8","9054"
"Jeff Francoeur","KCR","148","603","16","58","49","4","5.6%","19.7%",".143",".272",".235",".287",".378",".285","","76","-4.3","-21.0","-9.7","-1.1","4792"
"Delmon Young","DET","151","608","18","54","74","0","3.3%","18.4%",".145",".299",".267",".296",".411",".305","","89","-5.4","-13.3","-18.2","-1.1","2140"
"Ryan Doumit","MIN","134","528","18","56","75","0","5.5%","18.6%",".186",".306",".275",".320",".461",".332","","109","-5.0","0.3","-30.1","-1.2","2113"
"Eric Hosmer","KCR","152","598","14","65","60","16","9.4%","15.9%",".127",".255",".232",".304",".359",".291","","80","2.6","-11.2","-21.9","-1.3","3516"
"Jesus Montero","SEA","135","553","15","46","62","0","5.2%","17.9%",".126",".292",".260",".298",".386",".295","","90","-6.5","-12.7","-19.0","-1.4","5514"
"Michael Young","TEX","156","651","8","79","67","2","5.1%","10.8%",".093",".299",".277",".312",".370",".297","","79","-6.9","-22.5","-14.2","-1.5","1286"
