"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Manny Ramirez","BOS","154","679","37","117","104","3","14.3%","13.8%",".262",".334",".325",".427",".587",".421","","158","0.0","49.7","-13.7","5.8","210"
"Nomar Garciaparra","BOS","156","719","28","120","105","19","5.4%","8.5%",".223",".294",".301",".345",".524",".369","","124","5.9","27.1","7.2","5.8","190"
"Ichiro Suzuki","SEA","159","725","13","111","62","34","5.0%","9.5%",".124",".333",".312",".352",".436",".341","","112","8.4","18.9","14.0","5.7","1101"
"Bobby Abreu","PHI","158","695","20","99","101","22","15.7%","18.1%",".168",".349",".300",".409",".468",".379","","131","0.8","28.6","5.2","5.6","945"
"Carlos Delgado","TOR","161","705","42","117","145","0","15.5%","19.4%",".291",".327",".302",".426",".593",".423","","159","-2.3","49.5","-19.7","5.3","1297"
"Mike Cameron","SEA","147","612","18","74","76","17","11.4%","22.4%",".178",".307",".253",".344",".431",".340","","110","3.0","11.0","21.4","5.3","1070"
"Andruw Jones","ATL","156","659","36","101","116","4","8.0%","19.0%",".235",".293",".277",".338",".513",".362","","118","-3.0","12.1","19.5","5.2","96"
"Garret Anderson","ANA","159","673","29","80","116","6","4.6%","12.3%",".226",".325",".315",".345",".541",".372","","129","0.9","25.3","3.6","5.1","2"
"Alfonso Soriano","NYY","156","734","38","114","91","35","5.2%","17.7%",".235",".310",".290",".338",".525",".365","","124","6.7","29.0","-2.3","5.1","847"
"Trot Nixon","BOS","134","513","28","81","87","4","12.7%","18.7%",".272",".334",".306",".396",".578",".412","","152","0.0","33.6","-0.2","5.0","204"
"Jason Giambi","NYY","156","690","41","97","107","2","18.7%","20.3%",".277",".259",".250",".412",".527",".402","","149","0.3","42.8","-16.0","5.0","818"
"Corey Koskie","MIN","131","562","14","76","69","11","13.7%","20.1%",".160",".350",".292",".393",".452",".369","","125","3.4","20.7","10.1","4.9","738"
"Luis Castillo","FLA","152","676","6","99","39","21","9.3%","8.9%",".082",".342",".314",".381",".397",".348","","113","2.4","13.4","13.8","4.9","513"
"Hank Blalock","TEX","143","615","29","89","90","2","7.2%","15.8%",".222",".318",".300",".350",".522",".372","","122","-6.3","10.6","16.5","4.8","1419"
"Bill Mueller","BOS","146","600","19","85","85","1","9.8%","12.8%",".214",".350",".326",".398",".540",".401","","145","-2.0","31.9","-4.9","4.7","295"
"Magglio Ordonez","CHW","160","674","29","95","99","9","8.5%","10.8%",".229",".321",".317",".380",".546",".396","","141","-5.3","29.5","-6.1","4.6","248"
"Brian Giles","- - -","134","609","20","93","88","4","17.2%","9.5%",".215",".304",".299",".427",".514",".404","","146","1.9","38.0","-11.4","4.6","990"
"Ivan Rodriguez","FLA","144","578","16","90","85","10","9.5%","15.9%",".176",".333",".297",".369",".474",".363","","122","-0.7","15.8","10.6","4.5","1275"
"Mark Loretta","SDP","154","653","13","74","72","5","8.3%","9.5%",".127",".332",".314",".372",".441",".356","","121","-1.7","15.5","7.7","4.4","1383"
"Jim Thome","PHI","159","698","47","111","131","0","15.9%","26.1%",".306",".302",".266",".385",".573",".401","","145","-2.0","38.7","-17.7","4.3","409"
"Jason Kendall","PIT","150","666","6","84","58","8","7.4%","6.0%",".090",".340",".325",".399",".416",".363","","119","-1.7","14.1","7.0","4.2","993"
"Frank Thomas","CHW","153","662","42","87","105","0","15.1%","17.4%",".295",".265",".267",".390",".562",".404","","147","-3.6","35.0","-15.0","4.2","255"
"Orlando Cabrera","MON","162","691","17","95","80","24","7.5%","9.3%",".163",".305",".297",".347",".460",".348","","106","6.4","11.4","8.4","4.2","766"
"Juan Pierre","FLA","162","747","1","100","41","65","7.4%","4.7%",".067",".320",".305",".361",".373",".328","","100","6.5","6.1","11.8","4.2","443"
"Mike Lowell","FLA","130","557","32","76","105","3","10.1%","14.0%",".254",".268",".276",".350",".530",".371","","128","-0.1","19.7","3.9","4.1","527"
"Derek Jeter","NYY","119","542","10","87","52","11","7.9%","16.2%",".127",".379",".324",".393",".450",".372","","129","1.9","21.4","1.6","4.1","826"
"Eric Chavez","OAK","156","654","29","94","101","8","9.5%","13.6%",".231",".290",".282",".350",".514",".365","","123","1.4","20.4","-1.3","4.1","906"
"Mark Kotsay","SDP","128","541","7","64","38","6","10.4%","15.2%",".118",".307",".266",".343",".384",".322","","98","4.3","2.9","20.6","4.1","1042"
"Rafael Furcal","ATL","156","734","15","130","61","25","8.2%","10.4%",".151",".310",".292",".352",".443",".346","","107","11.1","17.7","-1.0","4.0","88"
"Chipper Jones","ATL","153","656","27","103","106","2","14.3%","12.7%",".213",".315",".305",".402",".517",".391","","137","0.9","31.9","-13.5","3.9","97"
"Placido Polanco","PHI","122","554","14","87","63","14","7.6%","6.9%",".159",".288",".289",".352",".447",".348","","111","0.9","8.5","12.8","3.9","1176"
"Kenny Lofton","- - -","140","610","12","97","46","30","7.5%","8.4%",".154",".306",".296",".352",".450",".346","","108","7.2","13.3","6.1","3.9","246"
"Jose Valentin","CHW","144","569","28","79","74","8","9.5%","20.0%",".227",".251",".237",".313",".463",".332","","98","2.6","1.6","18.1","3.9","256"
"Brad Wilkerson","MON","146","602","19","78","77","13","14.8%","25.7%",".196",".348",".268",".380",".464",".370","","120","1.7","17.3","2.1","3.9","804"
"Luis Gonzalez","ARI","156","679","26","92","104","5","13.8%","9.9%",".228",".307",".304",".402",".532",".395","","134","-3.9","25.8","-9.0","3.8","55"
"Derrek Lee","FLA","155","643","31","91","92","21","13.7%","20.4%",".237",".300",".271",".379",".508",".380","","133","3.6","31.0","-13.5","3.8","525"
"Vernon Wells","TOR","161","735","33","118","117","4","5.7%","10.9%",".233",".318",".317",".359",".550",".385","","133","-0.7","29.9","-16.8","3.8","1326"
"Jason Varitek","BOS","142","521","25","63","85","3","9.8%","20.3%",".239",".300",".273",".351",".512",".363","","120","-2.6","10.3","9.9","3.8","217"
"Jeff Bagwell","HOU","160","702","39","109","100","11","12.5%","17.0%",".246",".287",".278",".373",".524",".384","","131","-3.8","23.8","-9.1","3.7","547"
"Doug Mientkiewicz","MIN","142","574","11","67","65","4","12.9%","9.6%",".150",".316",".300",".393",".450",".369","","125","1.2","19.1","-1.4","3.7","741"
"Carlos Lee","CHW","158","671","31","100","113","18","5.5%","13.6%",".209",".295",".291",".331",".499",".354","","113","2.5","13.3","0.9","3.7","243"
"Randy Winn","SEA","157","660","11","103","75","23","6.2%","16.4%",".130",".342",".295",".346",".425",".338","","109","8.3","15.8","-1.7","3.6","1235"
"Marlon Byrd","PHI","135","553","7","86","45","11","8.0%","17.0%",".115",".360",".303",".366",".418",".345","","109","5.3","11.3","7.2","3.6","950"
"A.J. Pierzynski","MIN","137","533","11","63","74","3","4.5%","10.3%",".152",".331",".312",".360",".464",".350","","112","0.7","8.8","9.0","3.6","746"
"Richie Sexson","MIL","162","718","45","97","124","2","13.6%","21.0%",".276",".289",".272",".379",".548",".393","","138","-4.6","30.1","-17.5","3.6","709"
"Jose Guillen","- - -","136","535","31","77","86","1","4.5%","17.8%",".258",".331",".311",".359",".569",".393","","138","-2.0","24.4","-6.6","3.5","57"
"Torii Hunter","MIN","154","642","26","83","102","6","7.8%","16.5%",".201",".262",".250",".312",".451",".324","","95","-0.6","-4.7","18.1","3.5","731"
"Moises Alou","CHC","151","638","22","83","91","3","9.9%","10.5%",".182",".284",".280",".357",".462",".354","","112","-0.9","9.3","4.7","3.4","261"
"Travis Lee","TBD","145","613","19","75","70","6","10.4%","15.8%",".185",".301",".275",".348",".459",".348","","112","-2.2","7.3","6.2","3.4","958"
"Miguel Tejada","OAK","162","703","27","98","106","10","7.5%","9.2%",".193",".272",".278",".336",".472",".344","","109","4.9","13.2","-3.3","3.4","941"
"Preston Wilson","COL","155","661","36","94","141","14","8.2%","21.0%",".255",".311",".282",".343",".537",".374","","111","-1.3","8.4","4.0","3.4","545"
"Steve Finley","ARI","147","582","22","82","70","15","9.8%","16.2%",".213",".313",".287",".363",".500",".369","","117","3.7","16.7","-1.7","3.4","54"
"Jeff Kent","HOU","130","552","22","77","93","6","7.1%","15.4%",".212",".319",".297",".351",".509",".368","","120","0.0","14.2","1.4","3.3","1119"
"Ramon Hernandez","OAK","140","536","21","70","78","0","6.2%","14.7%",".184",".285",".273",".331",".458",".340","","107","-1.5","3.0","12.1","3.3","918"
"Larry Walker","COL","143","564","16","86","79","7","17.4%","15.4%",".192",".321",".284",".422",".476",".389","","121","1.2","16.3","-1.9","3.2","455"
"Scott Podsednik","MIL","154","628","9","100","58","43","8.9%","14.5%",".129",".361",".314",".379",".443",".361","","117","5.9","19.3","-7.2","3.2","1095"
"Adrian Beltre","LAD","158","608","23","50","80","2","6.1%","16.9%",".184",".253",".240",".290",".424",".305","","86","0.4","-10.3","22.9","3.2","639"
"Jody Gerut","CLE","127","525","22","66","75","4","6.7%","13.3%",".215",".287",".279",".336",".494",".354","","117","-1.1","10.4","4.0","3.2","1696"
"Raul Mondesi","- - -","143","586","24","83","71","22","9.6%","16.6%",".212",".291",".272",".343",".484",".353","","113","3.0","12.4","0.0","3.2","1314"
"Jose Vidro","MON","144","592","15","77","65","3","11.7%","8.4%",".159",".318",".310",".397",".470",".377","","124","-3.0","15.6","-2.9","3.2","802"
"Jose Cruz","SFG","158","650","20","90","68","5","15.7%","18.6%",".163",".284",".250",".366",".414",".343","","108","-2.8","4.1","6.7","3.2","1296"
"David Ortiz","BOS","128","509","31","79","101","0","11.4%","16.3%",".304",".292",".288",".369",".592",".401","","145","-3.1","25.4","-10.9","3.2","745"
"Geoff Jenkins","MIL","124","554","28","81","95","0","10.5%","21.7%",".242",".339",".296",".375",".538",".386","","133","-5.4","18.1","-4.5","3.1","690"
"Mike Lieberthal","PHI","131","561","13","68","81","0","6.8%","10.5%",".140",".333",".313",".373",".453",".361","","119","-4.2","9.5","3.8","3.1","959"
"Aubrey Huff","TBD","162","706","34","91","107","2","7.5%","11.3%",".244",".309",".311",".367",".555",".384","","136","-4.1","28.0","-20.7","3.1","1213"
"Shannon Stewart","- - -","136","644","13","90","73","4","8.1%","10.2%",".152",".323",".307",".364",".459",".356","","115","0.0","11.9","-3.4","3.0","1322"
"Carl Everett","- - -","147","602","28","93","92","8","8.8%","14.0%",".222",".294",".287",".366",".510",".374","","125","0.9","19.6","-10.2","3.0","1249"
"Brian Roberts","BAL","112","512","5","65","41","23","9.0%","11.3%",".098",".299",".270",".337",".367",".314","","91","6.2","0.8","11.2","2.9","166"
"Adam Kennedy","ANA","143","510","13","71","49","22","8.8%","14.3%",".129",".293",".269",".344",".399",".327","","99","0.8","0.0","11.7","2.9","19"
"Sammy Sosa","CHC","137","589","40","99","103","0","10.5%","24.3%",".275",".307",".279",".358",".553",".382","","131","-1.3","22.2","-13.0","2.8","302"
"Julio Lugo","- - -","139","556","15","64","55","12","7.9%","18.0%",".139",".311",".271",".333",".410",".326","","97","3.1","1.0","7.8","2.7","565"
"Edgar Martinez","SEA","145","603","24","72","98","0","15.3%","15.8%",".195",".317",".294",".406",".489",".387","","142","-9.9","22.1","-15.0","2.7","1086"
"Alex Gonzalez","FLA","150","582","18","52","77","0","5.7%","18.2%",".188",".286",".256",".313",".443",".318","","93","0.1","-5.2","13.7","2.7","520"
"Angel Berroa","KCR","158","635","17","92","73","21","4.6%","15.7%",".164",".319",".287",".338",".451",".340","","101","2.7","3.3","2.1","2.7","591"
"Sean Burroughs","SDP","146","578","7","62","58","7","7.6%","13.0%",".116",".321",".286",".352",".402",".332","","104","-0.5","2.9","5.4","2.7","1021"
"Rafael Palmeiro","TEX","154","654","38","92","112","2","12.8%","11.8%",".248",".240",".260",".359",".508",".369","","119","-1.7","14.2","-9.6","2.7","1266"
"Michael Young","TEX","160","713","14","106","72","13","5.0%","14.4%",".140",".342",".306",".339",".446",".339","","100","4.3","4.3","-1.8","2.7","1286"
"Paul Lo Duca","LAD","147","630","7","64","52","0","7.0%","8.6%",".104",".291",".273",".335",".377",".314","","92","-5.5","-12.0","17.7","2.6","662"
"Marquis Grissom","SFG","149","618","20","82","79","11","3.2%","13.3%",".169",".318",".300",".322",".468",".339","","106","1.7","6.2","-0.9","2.5","652"
"Johnny Damon","BOS","145","690","12","103","67","30","9.9%","10.7%",".132",".292",".273",".345",".405",".329","","97","6.9","3.9","-2.9","2.4","185"
"Joe Randa","KCR","131","566","16","80","72","1","7.2%","10.8%",".161",".301",".291",".348",".452",".348","","106","-1.0","3.3","1.7","2.4","623"
"Tim Salmon","ANA","148","621","19","78","72","3","12.4%","15.0%",".189",".299",".275",".374",".464",".364","","124","0.4","19.0","-16.8","2.3","32"
"D'Angelo Jimenez","- - -","146","639","14","69","57","11","10.3%","13.9%",".143",".301",".273",".349",".415",".336","","100","1.6","2.0","0.1","2.3","1038"
"Mark Grudzielanek","CHC","121","531","3","73","38","6","5.6%","12.1%",".102",".356",".314",".366",".416",".346","","108","-1.5","3.8","2.0","2.3","653"
"Jimmy Rollins","PHI","156","689","8","85","62","20","7.8%","16.4%",".124",".308",".263",".320",".387",".309","","85","0.3","-12.7","13.1","2.3","971"
"Marlon Anderson","TBD","145","535","6","59","67","19","7.7%","11.2%",".106",".295",".270",".328",".376",".308","","85","8.5","-1.2","4.7","2.2","947"
"Aramis Ramirez","- - -","159","670","27","75","106","2","6.3%","14.8%",".193",".280",".272",".324",".465",".337","","101","-4.4","-3.2","2.9","2.1","1002"
"Aaron Boone","- - -","160","656","24","92","96","23","7.0%","15.9%",".186",".288",".267",".327",".453",".337","","102","2.7","4.3","-4.7","2.1","311"
"John Olerud","SEA","152","634","10","64","83","0","13.2%","10.6%",".121",".290",".269",".372",".390",".339","","110","-6.8","0.9","-1.7","2.1","1093"
"Raul Ibanez","KCR","157","671","18","95","90","8","7.3%","12.1%",".160",".310",".294",".345",".454",".343","","103","6.3","8.5","-10.9","2.0","607"
"Casey Blake","CLE","152","621","17","80","67","7","6.1%","17.6%",".154",".287",".257",".312",".411",".314","","91","0.5","-6.6","5.7","2.0","719"
"Joe Crede","CHW","151","580","19","68","75","1","5.5%","12.9%",".172",".271",".261",".308",".433",".320","","90","-1.6","-8.6","9.1","2.0","227"
"Craig Biggio","HOU","153","717","15","102","62","8","7.9%","16.2%",".148",".303",".264",".350",".412",".337","","100","5.6","5.3","-8.7","2.0","549"
"Rich Aurilia","SFG","129","545","13","65","58","2","6.6%","15.0%",".133",".308",".277",".325",".410",".322","","94","-2.6","-6.6","8.8","2.0","1106"
"Carl Crawford","TBD","151","661","5","80","54","55","3.9%","15.4%",".081",".327",".281",".309",".362",".293","","76","8.3","-11.9","8.7","1.9","1201"
"Vinny Castilla","ATL","147","578","22","65","76","1","4.5%","14.9%",".185",".291",".277",".310",".461",".329","","96","-3.6","-6.8","7.2","1.9","84"
"Dmitri Young","DET","155","635","29","78","85","2","9.1%","20.5%",".240",".339",".297",".372",".537",".381","","137","-3.2","25.8","-28.3","1.9","505"
"Rondell White","- - -","137","534","22","62","87","1","5.8%","14.8%",".199",".304",".289",".341",".488",".355","","118","-5.1","7.3","-6.1","1.9","856"
"Jeff Conine","- - -","149","646","20","88","95","5","7.7%","10.8%",".177",".286",".282",".338",".459",".340","","109","2.6","9.8","-13.1","1.9","131"
"Jacque Jones","MIN","136","548","16","76","69","13","3.8%","19.2%",".161",".352",".304",".333",".464",".342","","107","2.3","7.0","-7.4","1.8","735"
"Shawn Green","LAD","160","691","19","84","85","6","9.8%","16.2%",".180",".313",".280",".355",".460",".353","","118","-3.2","12.5","-17.0","1.8","651"
"Rocco Baldelli","TBD","156","684","11","89","78","27","4.4%","18.7%",".127",".343",".289",".326",".416",".321","","94","2.6","-2.2","-3.3","1.8","1656"
"Mark Teixeira","TEX","146","589","26","66","84","1","7.5%","20.4%",".221",".288",".259",".331",".480",".347","","105","-3.7","-0.2","-2.7","1.7","1281"
"Frank Catalanotto","TOR","133","535","13","83","59","2","6.5%","11.6%",".174",".319",".299",".351",".472",".356","","113","4.3","13.2","-14.8","1.7","1241"
"Mark Ellis","OAK","154","622","9","78","52","6","7.7%","15.1%",".123",".281",".248",".313",".371",".300","","80","3.7","-11.9","7.2","1.6","1443"
"Erubiel Durazo","OAK","154","645","21","92","77","1","15.5%","16.3%",".171",".283",".259",".374",".430",".349","","113","0.6","11.0","-16.6","1.6","1413"
"Alex Gonzalez","CHC","152","601","20","71","59","3","7.8%","20.5%",".181",".257",".228",".295",".409",".306","","81","-2.9","-17.3","13.6","1.6","281"
"Gary Matthews Jr.","- - -","144","513","6","71","42","12","8.4%","18.5%",".113",".300",".248",".314",".361",".301","","84","4.2","-6.4","5.1","1.6","153"
"Scott Spiezio","ANA","158","581","16","69","83","6","7.9%","11.4%",".188",".274",".265",".326",".453",".331","","102","0.4","1.6","-6.8","1.5","37"
"Eric Hinske","TOR","124","514","12","74","63","12","11.5%","20.2%",".194",".287",".243",".329",".437",".332","","97","6.5","4.8","-8.6","1.4","1305"
"Orlando Hudson","TOR","142","521","9","54","57","5","7.5%","16.7%",".127",".310",".268",".328",".395",".318","","88","0.2","-7.6","3.6","1.4","1307"
"Jeromy Burnitz","- - -","126","505","31","63","77","5","6.9%","22.2%",".248",".248",".239",".299",".487",".329","","101","2.7","3.1","-6.0","1.3","867"
"Edgardo Alfonzo","SFG","142","586","13","56","81","5","9.9%","7.0%",".132",".257",".259",".334",".391",".318","","92","-1.3","-7.2","1.4","1.3","859"
"Cristian Guzman","MIN","143","585","3","78","53","18","5.1%","13.5%",".097",".307",".268",".311",".365",".298","","77","5.7","-11.1","3.6","1.3","728"
"Jay Payton","COL","157","658","28","93","89","6","6.5%","11.7%",".210",".307",".302",".354",".512",".370","","109","-4.8","2.6","-11.8","1.2","890"
"David Eckstein","ANA","120","517","3","59","31","16","7.0%","8.7%",".073",".272",".252",".325",".325",".296","","78","0.3","-13.9","7.8","1.2","10"
"Jack Wilson","PIT","150","615","9","58","62","5","5.9%","12.0%",".097",".279",".256",".303",".353",".288","","70","2.0","-22.1","13.2","1.1","1017"
"Tino Martinez","STL","138","547","15","66","69","1","9.7%","13.0%",".155",".290",".273",".352",".429",".338","","104","-4.7","-1.7","-5.8","1.0","1168"
"Todd Walker","BOS","144","647","13","92","85","1","7.4%","8.3%",".145",".289",".283",".333",".428",".330","","98","0.0","-1.9","-11.2","0.9","359"
"Wes Helms","MIL","134","536","23","56","67","0","8.0%","24.4%",".189",".307",".261",".330",".450",".336","","101","0.0","0.5","-8.9","0.9","94"
"Jay Gibbons","BAL","160","682","23","80","100","0","7.2%","13.0%",".179",".290",".277",".330",".456",".334","","105","-1.4","2.7","-17.3","0.9","141"
"Eric Young","- - -","135","541","15","80","34","28","10.5%","8.1%",".141",".249",".251",".336",".392",".322","","92","2.9","-2.6","-7.2","0.8","716"
"Deivi Cruz","BAL","152","572","14","61","65","1","2.3%","8.6%",".128",".253",".250",".269",".378",".279","","68","-1.0","-23.7","11.2","0.7","1025"
"Sean Casey","CIN","147","629","14","71","80","4","8.1%","9.2%",".117",".304",".291",".350",".408",".333","","97","-4.0","-6.3","-7.3","0.7","314"
"Carlos Pena","DET","131","516","18","51","50","4","10.3%","23.8%",".192",".298",".248",".332",".440",".336","","106","1.5","5.6","-17.6","0.6","934"
"Roberto Alomar","- - -","140","598","5","76","39","12","9.9%","12.9%",".091",".290",".258",".333",".349",".304","","81","0.3","-14.0","-3.2","0.3","860"
"Bobby Kielty","- - -","137","509","13","71","57","8","13.9%","18.1%",".157",".279",".244",".358",".400",".334","","100","0.1","0.4","-15.0","0.3","736"
"Kevin Millar","BOS","148","618","25","83","96","3","9.7%","17.5%",".197",".298",".276",".348",".472",".351","","112","-3.3","5.8","-24.2","0.3","529"
"Ronnie Belliard","COL","116","505","8","73","50","7","9.7%","14.1%",".132",".314",".277",".351",".409",".336","","87","0.3","-8.3","-5.7","0.3","677"
"Pat Burrell","PHI","146","599","21","57","64","0","12.0%","23.7%",".195",".244",".209",".309",".404",".313","","88","-2.8","-12.4","-4.9","0.2","949"
"Hideki Matsui","NYY","163","695","16","82","106","2","9.1%","12.4%",".148",".309",".287",".353",".435",".342","","109","-2.7","5.1","-26.9","0.2","1659"
"Brad Ausmus","HOU","143","509","4","43","47","5","9.0%","13.0%",".062",".257",".229",".303",".291",".271","","57","-1.6","-29.9","14.9","0.2","546"
"Scott Hatteberg","OAK","147","622","12","63","61","0","10.6%","8.5%",".129",".261",".253",".342",".383",".324","","96","-3.4","-6.4","-14.3","0.1","916"
"Desi Relaford","KCR","141","557","8","70","59","20","7.2%","12.6%",".122",".280",".254",".315",".376",".305","","77","1.6","-14.2","-4.5","0.0","1096"
"Bernie Williams","NYY","119","521","15","77","64","5","13.6%","11.7%",".148",".275",".263",".367",".411",".341","","108","-3.6","1.8","-19.8","0.0","857"
"Juan Encarnacion","FLA","156","653","19","80","94","19","5.7%","12.6%",".176",".283",".270",".313",".446",".327","","99","-6.0","-7.0","-14.9","0.0","320"
"Shea Hillenbrand","- - -","134","554","20","60","97","1","4.3%","12.6%",".188",".286",".280",".314",".468",".331","","95","-2.2","-5.9","-13.6","-0.1","196"
"Alex Cora","LAD","148","514","4","39","34","4","3.1%","11.5%",".088",".276",".249",".287",".338",".274","","66","0.5","-21.9","3.8","-0.1","1386"
"Ty Wigginton","NYM","156","633","11","73","71","12","7.3%","19.6%",".141",".305",".255",".318",".396",".313","","88","0.5","-9.0","-13.3","-0.2","1491"
"Tony Batista","BAL","161","670","26","76","99","4","4.2%","15.2%",".158",".240",".235",".270",".393",".284","","71","-4.2","-28.1","3.1","-0.2","124"
"Endy Chavez","MON","141","526","5","66","47","18","5.9%","11.2%",".104",".275",".251",".294",".354",".283","","63","2.2","-22.5","3.0","-0.2","768"
"Cesar Izturis","LAD","158","593","1","47","40","10","4.2%","11.8%",".065",".284",".251",".282",".315",".259","","56","1.3","-32.3","10.5","-0.2","656"
"Bobby Higginson","DET","130","539","14","61","52","8","10.9%","13.5%",".134",".247",".235",".320",".369",".305","","86","-2.6","-12.3","-8.7","-0.2","469"
"Terrence Long","OAK","140","522","14","64","61","4","5.9%","12.8%",".140",".258",".245",".293",".385",".294","","76","1.4","-14.6","-6.4","-0.3","927"
"Roger Cedeno","NYM","148","527","7","70","37","14","7.2%","16.3%",".112",".310",".267",".320",".378",".306","","84","1.3","-9.6","-11.9","-0.4","869"
"Luis Rivas","MIN","135","521","8","69","43","17","5.8%","12.5%",".122",".284",".259",".308",".381",".303","","80","-1.1","-13.9","-8.4","-0.4","753"
"Alex Sanchez","- - -","144","599","1","58","32","52","4.2%","12.4%",".075",".326",".287",".319",".363",".300","","81","-1.4","-15.6","-10.5","-0.6","708"
"Royce Clayton","MIL","146","543","11","49","39","5","9.0%","16.9%",".106",".258",".228",".301",".333",".277","","62","-5.0","-31.6","5.8","-0.8","226"
"Ken Harvey","KCR","135","524","13","50","64","2","5.5%","17.9%",".142",".305",".266",".313",".408",".312","","82","-6.0","-17.6","-11.4","-1.1","604"
"Ramon Santiago","DET","141","507","2","41","29","10","6.5%","13.0%",".059",".259",".225",".292",".284",".264","","58","3.1","-23.3","-7.5","-1.3","1417"
"Jose Hernandez","- - -","150","571","13","58","57","2","8.1%","31.0%",".121",".311",".225",".287",".347",".281","","58","-0.7","-31.8","-2.5","-1.5","688"
