"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Paul Lo Duca","- - -","143","594","13","68","80","4","6.1%","8.2%",".135",".292",".286",".338",".421",".331","","100","-7.1","-6.7","9.7","2.2","662"
"Lyle Overbay","MIL","159","668","16","83","87","2","12.1%","19.2%",".178",".358",".301",".385",".478",".371","","123","-0.7","18.8","-18.4","2.2","1617"
"Shawn Green","LAD","157","671","28","92","86","5","10.6%","17.0%",".193",".287",".266",".352",".459",".350","","113","-0.9","10.2","-9.9","2.2","651"
"Sean Burroughs","SDP","130","564","2","76","47","5","5.5%","9.2%",".067",".328",".298",".348",".365",".317","","95","1.4","-2.1","6.0","2.2","1021"
"Jose Valentin","CHW","125","504","30","73","70","8","8.5%","27.6%",".258",".237",".216",".287",".473",".320","","88","0.7","-7.0","12.4","2.2","256"
"Rocco Baldelli","TBD","136","565","16","79","74","17","5.3%","15.6%",".156",".307",".280",".326",".436",".328","","96","4.8","2.3","0.8","2.2","1656"
"Alfonso Soriano","TEX","145","658","28","77","91","18","5.0%","18.4%",".204",".305",".280",".324",".484",".342","","98","6.3","5.0","-5.3","2.2","847"
"Darin Erstad","ANA","125","543","7","79","69","16","6.8%","13.6%",".105",".333",".295",".346",".400",".328","","99","3.4","2.9","-0.1","2.1","11"
"Placido Polanco","PHI","126","555","17","74","55","7","4.9%","7.0%",".143",".294",".298",".345",".441",".342","","102","-3.0","-1.8","4.3","2.1","1176"
"Edgar Renteria","STL","149","642","10","84","72","17","6.1%","12.1%",".114",".311",".287",".327",".401",".314","","88","2.2","-7.9","7.0","2.0","1178"
"Carlos Pena","DET","142","562","27","89","82","7","12.5%","26.0%",".231",".284",".241",".338",".472",".347","","112","2.9","11.3","-10.0","2.0","934"
"Pat Burrell","PHI","127","534","24","66","84","2","14.6%","24.3%",".199",".303",".257",".365",".455",".354","","109","-0.7","5.6","-3.1","2.0","949"
"Jose Cruz","TBD","153","636","21","76","78","11","11.9%","18.4%",".191",".267",".242",".333",".433",".328","","96","1.5","-1.7","0.0","2.0","1296"
"David Eckstein","ANA","142","637","2","92","35","16","6.6%","7.7%",".057",".298",".276",".339",".332",".304","","83","2.9","-11.1","9.3","1.9","10"
"Scott Podsednik","MIL","154","713","12","85","39","70","8.1%","14.7%",".120",".275",".244",".313",".364",".300","","76","12.9","-9.1","4.8","1.9","1095"
"Omar Infante","DET","142","556","16","69","55","13","7.2%","20.1%",".185",".308",".264",".317",".449",".327","","98","1.8","0.3","0.0","1.9","1609"
"Jermaine Dye","OAK","137","590","23","87","80","4","8.3%","21.7%",".199",".306",".265",".329",".464",".339","","103","-4.4","-2.0","0.9","1.8","911"
"Cristian Guzman","MIN","145","624","8","84","46","10","4.8%","10.3%",".109",".295",".274",".309",".384",".300","","77","2.3","-16.1","13.1","1.8","728"
"Paul Konerko","CHW","155","643","41","84","117","1","10.7%","16.6%",".258",".274",".277",".359",".535",".378","","127","-7.3","14.5","-18.8","1.7","242"
"Tino Martinez","TBD","138","538","23","63","76","3","12.3%","13.4%",".199",".264",".262",".362",".461",".353","","113","-3.5","5.3","-6.2","1.7","1168"
"Jay Payton","SDP","143","511","8","57","55","2","8.4%","11.0%",".107",".279",".260",".326",".367",".306","","88","-1.3","-9.0","9.0","1.7","890"
"Pedro Feliz","SFG","144","531","22","72","84","5","4.3%","16.0%",".209",".292",".276",".305",".485",".334","","100","-2.0","-2.0","1.1","1.7","1112"
"Chad Tracy","ARI","143","532","8","45","53","2","8.5%","11.3%",".123",".309",".285",".343",".407",".327","","89","-1.9","-9.6","8.6","1.6","1888"
"Jeff Conine","FLA","140","579","14","55","83","5","8.3%","13.5%",".152",".303",".280",".340",".432",".334","","103","-0.7","1.3","-4.4","1.6","131"
"Larry Bigbie","BAL","139","531","15","76","68","8","8.5%","21.3%",".146",".336",".280",".341",".427",".335","","102","4.4","5.9","-8.1","1.5","128"
"Mike Lieberthal","PHI","131","529","17","58","61","1","7.0%","13.0%",".176",".284",".271",".335",".447",".338","","99","-6.9","-7.6","5.5","1.5","959"
"Kevin Millar","BOS","150","588","18","74","74","1","9.7%","15.5%",".177",".328",".297",".383",".474",".374","","124","-2.9","15.1","-20.0","1.5","529"
"Michael Tucker","SFG","140","547","13","77","62","5","12.8%","19.4%",".155",".303",".256",".353",".412",".335","","101","2.9","3.6","-7.0","1.5","635"
"Edgardo Alfonzo","SFG","139","576","11","66","77","1","8.0%","6.9%",".118",".294",".289",".350",".407",".333","","99","-1.4","-2.1","-2.9","1.4","859"
"Craig Counsell","MIL","140","551","2","59","23","17","10.7%","16.0%",".074",".290",".241",".330",".315",".288","","68","2.7","-19.8","14.7","1.3","52"
"Craig Biggio","HOU","156","700","24","100","63","7","5.7%","13.4%",".188",".297",".281",".337",".469",".348","","107","1.5","7.7","-17.8","1.3","549"
"Scott Hatteberg","OAK","152","638","15","87","82","0","11.3%","7.5%",".136",".285",".284",".367",".420",".344","","107","0.9","6.7","-15.8","1.2","916"
"Royce Clayton","COL","146","652","8","95","54","10","7.4%","19.2%",".118",".343",".279",".338",".397",".324","","80","2.2","-14.4","4.7","1.2","226"
"Rob Mackowiak","PIT","155","555","17","65","75","13","9.0%","20.5%",".173",".283",".246",".319",".420",".320","","89","2.5","-5.3","-1.3","1.2","995"
"Juan Encarnacion","- - -","135","532","16","63","62","5","7.1%","16.2%",".169",".255",".236",".299",".405",".305","","84","0.0","-11.2","5.5","1.2","320"
"Craig Wilson","PIT","155","644","29","97","82","2","7.8%","26.2%",".235",".325",".264",".354",".499",".366","","119","-0.2","15.9","-26.5","1.1","1015"
"Bobby Higginson","DET","131","531","12","63","64","5","13.2%","15.8%",".143",".275",".246",".353",".388",".328","","99","-0.8","-1.5","-6.0","1.0","469"
"Alex Gonzalez","FLA","159","599","23","67","79","3","4.5%","21.0%",".187",".257",".232",".270",".419",".288","","73","-2.7","-23.8","14.1","1.0","520"
"Tike Redman","PIT","155","581","8","65","51","18","4.0%","9.0%",".093",".295",".280",".310",".374",".298","","75","5.8","-13.1","4.0","1.0","1003"
"Richard Hidalgo","- - -","144","579","25","67","82","4","7.6%","22.3%",".205",".267",".239",".301",".444",".315","","87","-5.9","-15.6","6.5","1.0","561"
"Joe Crede","CHW","144","543","21","67","69","1","6.3%","14.9%",".180",".244",".239",".299",".418",".311","","82","1.1","-11.5","3.1","1.0","227"
"Bret Boone","SEA","148","658","24","74","83","10","8.5%","20.5%",".172",".285",".251",".317",".423",".321","","95","-4.1","-8.1","-5.3","0.9","1067"
"Ty Wigginton","- - -","144","545","17","63","66","7","8.3%","15.0%",".172",".281",".261",".324",".433",".324","","94","-0.3","-4.7","-4.9","0.8","1491"
"Shea Hillenbrand","ARI","148","604","15","68","80","2","4.0%","8.1%",".155",".315",".310",".348",".464",".350","","104","-0.2","2.6","-14.5","0.8","196"
"Jody Gerut","CLE","134","548","11","72","51","13","9.9%","10.8%",".154",".266",".252",".334",".405",".323","","95","1.8","-1.8","-9.9","0.7","1696"
"Matt Lawton","CLE","150","680","20","109","70","23","10.9%","12.4%",".144",".293",".277",".366",".421",".347","","111","-3.4","6.2","-23.1","0.6","390"
"Endy Chavez","MON","132","547","5","65","34","32","5.5%","7.3%",".094",".292",".277",".318",".371",".303","","76","4.8","-12.3","-0.3","0.6","768"
"A.J. Pierzynski","SFG","131","510","11","45","77","0","3.7%","5.3%",".138",".268",".272",".319",".410",".315","","88","-9.2","-17.4","5.8","0.5","746"
"Reed Johnson","TOR","141","582","10","68","61","6","4.8%","16.8%",".110",".313",".270",".320",".380",".308","","79","0.5","-14.8","0.4","0.5","1702"
"Mike Piazza","NYM","129","528","20","47","54","0","12.9%","14.8%",".178",".281",".266",".362",".444",".344","","108","-7.0","-1.9","-11.2","0.5","893"
"Kaz Matsui","NYM","114","509","7","65","44","14","7.9%","19.1%",".124",".330",".272",".331",".396",".317","","90","1.2","-5.4","-8.1","0.4","1854"
"Marquis Grissom","SFG","145","606","22","78","90","3","6.1%","13.7%",".171",".293",".279",".323",".450",".330","","97","-0.7","-2.7","-14.4","0.3","652"
"Rafael Palmeiro","BAL","154","651","23","68","88","2","13.2%","9.4%",".178",".251",".258",".359",".436",".340","","105","-3.4","1.2","-21.3","0.2","1266"
"Eric Hinske","TOR","155","634","15","66","69","12","8.5%","17.2%",".130",".277",".246",".312",".375",".302","","76","2.0","-17.6","-2.2","0.2","1305"
"Jacque Jones","MIN","151","608","24","69","80","13","6.6%","19.2%",".173",".282",".254",".315",".427",".322","","91","-1.9","-8.6","-10.8","0.1","735"
"Orlando Cabrera","- - -","161","673","10","74","62","16","5.8%","8.0%",".120",".271",".264",".306",".383",".300","","74","-2.6","-24.8","1.7","0.0","766"
"Danny Bautista","ARI","141","582","11","64","65","6","6.0%","11.3%",".115",".308",".286",".332",".401",".321","","85","2.5","-9.1","-10.9","0.0","47"
"Aaron Miles","COL","134","566","6","75","47","12","5.1%","9.4%",".075",".313",".293",".329",".368",".308","","70","3.1","-19.1","-0.8","-0.1","1844"
"Bernie Williams","NYY","148","651","22","105","70","1","13.1%","14.7%",".173",".281",".262",".360",".435",".347","","110","-3.6","5.1","-29.2","-0.2","857"
"Angel Berroa","KCR","134","554","8","72","43","14","4.2%","15.7%",".123",".301",".262",".308",".385",".304","","75","0.5","-17.4","-4.7","-0.3","591"
"Tony Batista","MON","157","650","32","76","110","14","4.0%","12.0%",".215",".225",".241",".272",".455",".304","","76","-4.3","-24.1","-1.3","-0.3","124"
"Edgar Martinez","SEA","141","549","12","45","63","1","10.6%","19.5%",".121",".314",".263",".342",".385",".317","","92","-4.8","-10.2","-13.2","-0.5","1086"
"Alex Cintron","ARI","154","613","4","56","49","3","5.1%","9.6%",".101",".285",".262",".301",".363",".290","","65","0.7","-27.3","-3.5","-1.0","50"
