"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Omar Vizquel","CLE","25","107","3","17","13","6","9.3%","6.5%",".207",".286",".293",".368",".500",".373","","130","1.7","5.6","0.6","1.0","411"
"Shea Hillenbrand","BOS","23","100","5","17","23","2","7.0%","11.0%",".242",".342",".341",".390",".582",".415","","155","0.4","7.2","-0.8","1.0","196"
"Adrian Beltre","LAD","26","105","2","10","11","0","9.5%","11.4%",".141",".325",".304",".371",".446",".357","","123","-0.8","2.3","4.0","1.0","639"
"Ruben Sierra","SEA","22","84","2","13","11","1","9.5%","10.7%",".211",".415",".382",".440",".592",".442","","181","-0.1","8.3","-1.5","1.0","1099"
"Carlos Guillen","SEA","24","98","1","20","18","1","11.2%","13.3%",".186",".384",".337",".408",".523",".399","","152","0.2","6.4","-0.2","1.0","1079"
"Corey Patterson","CHC","23","101","1","10","8","7","9.9%","13.9%",".156",".387",".333",".400",".489",".388","","139","1.6","6.6","-0.5","0.9","300"
"Junior Spivey","ARI","26","109","2","20","16","4","6.4%","8.3%",".198",".333",".323",".385",".521",".390","","133","0.7","5.3","0.4","0.9","74"
"Jay Gibbons","BAL","24","102","7","20","12","1","9.8%","11.8%",".283",".288",".304",".373",".587",".406","","154","0.4","7.2","-1.5","0.9","141"
"Jorge Posada","NYY","25","102","2","16","18","0","15.7%","19.6%",".174",".375",".302",".412",".477",".385","","139","-0.8","4.0","1.6","0.9","841"
"Adam Dunn","CIN","24","97","5","15","15","2","19.6%","24.7%",".221",".354",".286",".433",".506",".413","","152","0.3","6.6","-0.6","0.9","319"
"Robin Ventura","NYY","23","89","7","11","17","0","15.7%","21.3%",".320",".245",".253",".371",".573",".402","","150","-0.1","5.3","0.7","0.9","854"
"Jose Vidro","MON","25","119","2","20","17","0","8.4%","12.6%",".175",".372",".330",".395",".505",".392","","137","0.7","6.1","-1.0","0.9","802"
"Jeff Bagwell","HOU","24","112","3","16","12","1","23.2%","13.4%",".217",".299",".277",".446",".494",".410","","148","0.1","6.8","-1.4","0.9","547"
"Magglio Ordonez","CHW","25","109","6","24","20","3","6.4%","11.9%",".275",".349",".343",".385",".618",".427","","163","0.0","8.4","-3.2","0.9","248"
"Derek Jeter","NYY","27","125","3","15","18","7","9.6%","14.4%",".115",".337",".301",".368",".416",".346","","112","1.5","3.4","1.2","0.9","826"
"Eric Hinske","TOR","23","98","1","14","12","2","12.2%","25.5%",".153",".433",".318",".398",".471",".381","","131","0.9","4.6","0.7","0.9","1305"
"Felipe Lopez","TOR","23","85","4","15","13","1","9.4%","23.5%",".263",".365",".303",".376",".566",".400","","144","0.5","5.1","0.6","0.9","1311"
"Chipper Jones","ATL","27","119","3","17","16","1","13.4%","16.0%",".126",".383",".330",".420",".456",".390","","139","0.2","6.0","-1.3","0.9","97"
"Damian Miller","ARI","22","84","6","12","22","0","10.7%","23.8%",".333",".306",".280",".357",".613",".406","","144","-0.5","4.1","1.6","0.8","65"
"Phil Nevin","SDP","26","107","4","13","15","2","10.3%","7.5%",".179",".357",".358",".421",".537",".407","","156","0.4","7.9","-3.0","0.8","1049"
"Juan Uribe","COL","26","113","1","20","11","2","7.1%","16.8%",".137",".440",".373",".416",".510",".400","","128","0.0","3.9","0.7","0.8","454"
"Nomar Garciaparra","BOS","21","95","3","17","18","1","6.3%","7.4%",".216",".333",".330",".379",".545",".398","","144","0.1","5.3","-0.2","0.8","190"
"Ichiro Suzuki","SEA","24","112","0","15","11","4","8.9%","8.0%",".153",".344",".316",".387",".469",".358","","125","1.0","4.4","0.0","0.8","1101"
"Ellis Burks","CLE","25","107","4","16","16","1","12.1%","12.1%",".207",".355",".337",".421",".543",".417","","159","-0.8","7.1","-2.7","0.8","372"
"Robert Fick","DET","21","92","2","13","6","0","13.0%","10.9%",".188",".353",".325",".413",".513",".400","","151","-0.2","5.5","-0.7","0.8","466"
"Edgardo Alfonzo","NYM","26","105","0","12","6","1","13.3%","12.4%",".044",".377",".322",".419",".367",".348","","114","1.1","2.9","1.7","0.8","859"
"Lance Berkman","HOU","25","111","10","16","26","0","14.4%","11.7%",".340",".194",".255",".360",".596",".391","","136","0.4","5.4","-1.1","0.8","548"
"J.D. Drew","STL","23","102","4","16","12","4","9.8%","23.5%",".198",".391",".319",".382",".516",".382","","135","1.2","5.7","-1.1","0.8","1152"
"John Olerud","SEA","24","97","4","14","14","0","16.5%","12.4%",".203",".323",".316",".423",".519",".401","","154","-0.2","6.3","-1.7","0.8","1093"
"Troy Glaus","ANA","22","98","5","21","24","2","8.2%","21.4%",".236",".328",".292",".347",".528",".374","","130","1.0","4.7","-0.3","0.8","15"
"Frank Menechino","OAK","26","118","3","18","13","0","14.4%","19.5%",".162",".270",".232",".347",".394",".332","","103","0.5","1.0","2.5","0.8","931"
"Marcus Giles","ATL","25","102","3","9","9","0","13.7%","20.6%",".174",".333",".279",".382",".453",".361","","120","-0.2","2.4","1.7","0.7","89"
"Jimmy Rollins","PHI","26","123","1","17","10","5","8.1%","13.8%",".142",".358",".310",".366",".451",".356","","118","0.0","2.7","0.6","0.7","971"
"Rafael Palmeiro","TEX","25","113","6","13","21","0","10.6%","12.4%",".296",".275",".286",".363",".582",".398","","140","-0.4","5.1","-1.8","0.7","1266"
"Garret Anderson","ANA","25","108","3","18","16","2","3.7%","14.8%",".223",".353",".320",".343",".544",".371","","128","0.9","4.7","-1.3","0.7","2"
"Carlos Beltran","KCR","24","104","4","18","15","6","11.5%","19.2%",".250",".254",".239",".327",".489",".346","","105","1.6","2.2","1.2","0.7","589"
"Corey Koskie","MIN","27","111","2","14","12","1","11.7%","19.8%",".137",".310",".253",".360",".389",".331","","99","-1.0","-1.1","4.2","0.7","738"
"Eric Karros","LAD","22","88","2","9","11","2","8.0%","9.1%",".136",".352",".333",".386",".469",".376","","135","0.2","4.1","-0.1","0.7","659"
"Todd Helton","COL","26","109","4","19","20","0","12.8%","18.3%",".237",".343",".301",".394",".538",".397","","126","-0.4","3.2","0.0","0.7","432"
"Scott Hatteberg","OAK","23","99","3","7","9","0","11.1%","6.1%",".161",".295",".299",".384",".460",".372","","130","0.2","3.9","-0.6","0.7","916"
"Ray Durham","CHW","24","102","1","18","17","7","10.8%","16.7%",".095",".397",".333",".414",".429",".375","","128","1.5","5.0","-1.8","0.7","230"
"David Eckstein","ANA","25","117","2","19","17","5","4.3%","6.0%",".107",".284",".282",".353",".388",".333","","103","0.5","0.9","1.8","0.7","10"
"Luis Gonzalez","ARI","26","113","6","14","17","2","11.5%","9.7%",".237",".225",".247",".354",".485",".360","","114","0.4","2.3","0.6","0.7","55"
"Brian Giles","PIT","19","75","4","10","13","3","13.3%","10.7%",".323",".302",".308",".400",".631",".424","","161","-0.1","5.5","-1.5","0.6","990"
"Ryan Klesko","SDP","20","81","4","10","17","0","13.6%","11.1%",".217",".333",".333",".420",".551",".415","","161","-0.4","5.8","-2.0","0.6","1041"
"Paul Konerko","CHW","26","111","4","15","28","0","3.6%","9.0%",".190",".376",".371",".387",".562",".406","","148","-1.2","5.4","-2.7","0.6","242"
"Lee Stevens","MON","25","108","6","15","19","1","19.4%","16.7%",".253",".286",".276",".417",".529",".406","","146","-0.4","5.8","-2.9","0.6","796"
"Mark Kotsay","SDP","25","100","1","12","9","3","14.0%","16.0%",".141",".290",".247",".350",".388",".329","","105","0.7","1.2","1.8","0.6","1042"
"Bobby Abreu","PHI","25","101","2","14","14","4","17.8%","18.8%",".173",".339",".284",".406",".457",".380","","134","0.5","4.8","-1.9","0.6","945"
"Doug Mientkiewicz","MIN","27","109","1","11","12","1","12.8%","15.6%",".140",".329",".280",".376",".419",".350","","112","0.4","2.0","0.3","0.6","741"
"Shannon Stewart","TOR","22","107","2","12","11","2","4.7%","7.5%",".152",".326",".313",".364",".465",".363","","119","0.6","3.2","-1.0","0.6","1322"
"Paul Lo Duca","LAD","23","96","1","11","9","1","4.2%","5.2%",".136",".305",".295",".347",".432",".343","","114","-0.5","1.1","1.3","0.6","662"
"Craig Biggio","HOU","22","105","3","14","9","2","7.6%","20.0%",".178",".318",".267",".365",".444",".352","","110","0.3","1.7","0.4","0.5","549"
"David Bell","SFG","25","104","3","16","13","0","8.7%","14.4%",".165",".289",".275",".337",".440",".336","","107","0.0","0.8","1.3","0.5","1108"
"Pat Burrell","PHI","27","110","6","15","15","0","10.9%","26.4%",".255",".317",".265",".345",".520",".372","","129","-0.4","3.6","-1.7","0.5","949"
"Chris Gomez","TBD","21","81","2","12","9","0","4.9%","13.6%",".189",".311",".284",".338",".473",".352","","116","-0.5","1.1","1.4","0.5","1208"
"Brian Jordan","LAD","24","99","3","14","13","0","8.1%","11.1%",".191",".293",".281",".354",".472",".357","","123","0.2","3.0","-1.0","0.5","658"
"Jeremy Giambi","OAK","26","114","4","16","10","0","16.7%","18.4%",".163",".388",".326",".456",".489",".421","","163","-1.6","7.2","-6.0","0.5","913"
"Marlon Anderson","PHI","25","104","1","12","7","1","6.7%","12.5%",".167",".341",".302",".356",".469",".355","","117","-0.3","2.0","-0.3","0.5","947"
"Jim Thome","CLE","26","106","7","11","20","0","17.0%","24.5%",".306",".208",".212",".358",".518",".373","","130","0.4","4.3","-2.8","0.5","409"
"Matt Lawton","CLE","26","116","5","23","17","4","14.7%","6.0%",".214",".233",".255",".371",".469",".369","","127","-1.5","2.4","-1.3","0.5","390"
"Alex Gonzalez","FLA","25","103","2","9","13","1","3.9%","18.4%",".141",".301",".261",".300",".402",".301","","83","0.9","-1.3","2.9","0.5","520"
"Miguel Tejada","OAK","26","110","5","18","20","1","2.7%","10.0%",".190",".292",".295",".327",".486",".352","","117","0.3","2.5","-1.4","0.5","941"
"Mark McLemore","SEA","22","86","2","13","15","6","12.8%","10.5%",".169",".286",".282",".365",".451",".353","","121","1.3","3.6","-1.7","0.5","1088"
"Daryle Ward","HOU","24","99","2","7","11","0","4.0%","17.2%",".181",".421",".362",".384",".543",".392","","136","-0.7","3.8","-2.4","0.5","579"
"Jeffrey Hammonds","MIL","22","93","2","10","7","1","15.1%","19.4%",".187",".373",".320",".409",".507",".391","","139","-1.3","3.3","-1.8","0.5","687"
"Carlos Pena","OAK","26","96","7","10","16","0","7.3%","28.1%",".287",".296",".264",".323",".552",".370","","129","0.4","3.8","-2.6","0.4","934"
"Bobby Higginson","DET","23","103","4","11","19","1","7.8%","4.9%",".239",".271",".293",".350",".533",".371","","131","-0.1","3.8","-2.9","0.4","469"
"Craig Counsell","ARI","26","105","0","12","11","4","6.7%","14.3%",".063",".341",".292",".337",".354",".305","","77","0.9","-2.1","3.1","0.4","52"
"David Justice","OAK","20","85","3","12","9","2","14.1%","12.9%",".167",".328",".306",".412",".472",".391","","143","0.0","4.5","-3.1","0.4","923"
"Jeromy Burnitz","NYM","26","108","5","9","15","0","13.0%","21.3%",".198",".266",".242",".352",".440",".346","","113","-0.9","0.8","-0.1","0.4","867"
"Randy Winn","TBD","22","98","1","11","16","4","2.0%","13.3%",".128",".358",".319",".330",".447",".335","","105","0.0","0.5","0.4","0.4","1235"
"Mike Sweeney","KCR","24","100","2","14","13","0","8.0%","9.0%",".152",".346",".326",".380",".478",".376","","125","-0.9","2.1","-1.5","0.4","634"
"Rafael Furcal","ATL","27","118","0","18","7","6","8.5%","17.8%",".113",".314",".255",".316",".368",".302","","81","1.0","-1.8","1.9","0.4","88"
"Jeff Kent","SFG","22","99","4","16","12","0","9.1%","12.1%",".170",".257",".261",".323",".432",".328","","101","0.1","0.2","0.5","0.4","1119"
"Preston Wilson","FLA","26","116","2","15","13","7","9.5%","23.3%",".129",".319",".248",".345",".376",".325","","99","0.3","0.2","-0.2","0.4","545"
"Jason Giambi","NYY","27","119","4","14","15","0","10.9%","21.0%",".175",".338",".282",".378",".456",".366","","126","-1.3","2.5","-2.8","0.4","818"
"Mike Lieberthal","PHI","23","93","2","8","13","0","4.3%","11.8%",".140",".297",".279",".323",".419",".324","","97","-0.6","-1.0","1.7","0.4","959"
"Joe Randa","KCR","22","83","1","7","15","1","12.0%","12.0%",".191",".295",".279",".354",".471",".350","","108","-0.5","0.2","0.6","0.4","623"
"Tony Womack","ARI","26","114","1","20","8","6","8.8%","13.2%",".121",".306",".273",".339",".394",".323","","90","1.4","0.0","-0.1","0.4","78"
"Ben Grieve","TBD","24","99","6","13","16","1","9.1%","15.2%",".227",".284",".284",".364",".511",".366","","125","-0.6","2.5","-2.4","0.4","1209"
"Tony Batista","BAL","26","109","6","19","24","1","5.5%","13.8%",".273",".247",".263",".303",".535",".350","","117","-0.2","2.0","-2.2","0.4","124"
"B.J. Surhoff","ATL","25","85","0","5","9","1","10.6%","5.9%",".067",".314",".293",".369",".360",".331","","100","-0.6","-0.6","1.3","0.3","117"
"Juan Pierre","COL","26","116","0","15","2","9","9.5%","9.5%",".000",".319",".284",".371",".284",".309","","67","1.5","-3.2","2.9","0.3","443"
"Geoff Jenkins","MIL","26","108","2","15","6","1","9.3%","25.0%",".161",".323",".247",".343",".409",".330","","99","-1.2","-1.4","1.3","0.3","690"
"Jose Cruz","TOR","24","106","2","13","12","3","13.2%","19.8%",".099",".290",".242",".340",".341",".306","","81","1.4","-1.1","0.9","0.3","1296"
"Edgar Renteria","STL","25","96","0","7","15","2","6.3%","9.4%",".091",".316",".284",".337",".375",".318","","93","-1.1","-1.9","2.1","0.3","1178"
"Orlando Cabrera","MON","26","112","1","12","8","2","8.9%","8.0%",".103",".287",".268",".343",".371",".314","","85","0.5","-1.6","1.1","0.3","766"
"D'Angelo Jimenez","SDP","26","115","1","16","7","3","8.7%","17.4%",".095",".321",".267",".330",".362",".310","","92","0.5","-0.7","0.2","0.3","1038"
"Frank Thomas","CHW","26","116","4","16","19","1","13.8%","16.4%",".208",".289",".271",".371",".479",".367","","122","-1.0","2.2","-2.9","0.3","255"
"Cesar Izturis","LAD","25","107","0","11","7","0","3.7%","8.4%",".120",".308",".280",".308",".400",".309","","91","-1.5","-2.8","2.4","0.3","656"
"Juan Encarnacion","CIN","25","109","6","10","18","3","5.5%","19.3%",".218",".293",".277",".315",".495",".347","","108","-0.6","0.4","-1.0","0.3","320"
"Richard Hidalgo","HOU","25","109","6","16","19","1","7.3%","19.3%",".258",".239",".237",".312",".495",".345","","105","-0.7","0.0","-0.6","0.3","561"
"Benito Santiago","SFG","21","88","3","9","12","0","10.2%","18.2%",".205",".254",".231",".310",".436",".307","","88","-0.5","-1.9","1.6","0.2","1130"
"Delino DeShields","CHC","19","83","2","9","5","5","7.2%","16.9%",".135",".241",".216",".275",".351",".277","","66","1.9","-1.6","1.4","0.2","275"
"Steve Cox","TBD","21","87","2","8","10","0","6.9%","14.9%",".113",".369",".325",".379",".438",".354","","117","-0.3","1.5","-2.1","0.2","1200"
"Sean Casey","CIN","22","92","0","13","11","1","7.6%","9.8%",".037",".329",".293",".370",".329",".322","","91","0.4","-0.6","-0.1","0.2","314"
"Roberto Alomar","NYM","26","115","3","16","12","2","7.0%","15.7%",".124",".298",".267",".325",".390",".314","","91","-0.5","-1.7","0.2","0.2","860"
"Derrek Lee","FLA","26","112","5","14","17","2","13.4%","30.4%",".242",".281",".221",".330",".463",".338","","107","0.1","1.1","-2.6","0.2","525"
"Jose Valentin","CHW","24","97","5","12","15","1","5.2%","13.4%",".216",".194",".216",".268",".432",".290","","71","-0.4","-3.9","2.7","0.2","256"
"Danny Bautista","ARI","23","98","4","14","16","2","6.1%","10.2%",".209",".321",".319",".357",".527",".379","","126","-0.1","3.1","-4.1","0.2","47"
"Darin Erstad","ANA","18","80","1","7","7","3","6.3%","8.8%",".068",".254",".243",".288",".311",".268","","59","1.0","-3.0","2.4","0.2","11"
"David Segui","BAL","21","88","1","9","12","0","12.5%","19.3%",".066",".356",".289",".375",".355",".332","","104","-0.2","0.3","-1.2","0.2","169"
"Royce Clayton","CHW","25","92","3","10","11","0","7.6%","19.6%",".222",".210",".198",".256",".420",".287","","68","0.5","-3.1","1.9","0.2","226"
"Brad Wilkerson","MON","24","100","2","12","11","1","17.0%","20.0%",".113",".328",".263",".404",".375",".344","","105","0.5","1.1","-2.4","0.2","804"
"Trot Nixon","BOS","23","94","2","8","5","1","9.6%","21.3%",".141",".317",".259",".330",".400",".323","","94","-0.2","-0.9","-0.3","0.2","204"
"Luis Castillo","FLA","25","108","0","13","2","9","9.3%","16.7%",".071",".325",".265",".333",".337",".303","","84","1.1","-1.0","-0.5","0.2","513"
"Todd Zeile","COL","23","84","4","8","14","0","13.1%","13.1%",".239",".276",".282",".369",".521",".376","","112","-0.6","0.6","-1.4","0.2","457"
"Reggie Sanders","SFG","25","100","3","12","11","3","12.0%","25.0%",".155",".241",".202",".310",".357",".299","","82","0.3","-1.9","0.6","0.2","1129"
"Frank Catalanotto","TEX","21","91","0","14","7","2","12.1%","8.8%",".158",".286",".263",".363",".421",".344","","104","0.3","0.7","-1.9","0.2","1241"
"Bengie Molina","ANA","22","85","0","5","14","0","2.4%","5.9%",".049",".338",".317",".341",".366",".311","","88","-1.4","-2.6","1.6","0.2","24"
"Jack Wilson","PIT","20","75","0","6","8","1","8.0%","12.0%",".061",".316",".273",".342",".333",".302","","80","1.0","-0.9","0.3","0.2","1017"
"Jay Payton","NYM","25","93","2","13","6","1","9.7%","12.9%",".110",".221",".207",".286",".317",".273","","64","0.1","-4.0","2.8","0.2","890"
"Tsuyoshi Shinjo","SFG","26","101","2","9","8","1","5.9%","10.9%",".121",".225",".220",".270",".341",".268","","62","0.9","-3.9","2.1","0.1","1132"
"Jeff Cirillo","SEA","25","107","2","10","14","5","3.7%","12.1%",".096",".235",".223",".272",".319",".263","","61","0.6","-4.5","2.2","0.1","1073"
"Bret Boone","SEA","26","118","4","16","17","4","6.8%","16.1%",".148",".233",".222",".280",".370",".286","","76","0.6","-2.8","0.2","0.1","1067"
"Alex Gonzalez","CHC","23","95","0","7","9","0","9.5%","16.8%",".106",".333",".271",".340",".376",".316","","92","-1.1","-2.1","0.3","0.1","281"
"Michael Tucker","KCR","21","88","1","15","10","4","15.9%","21.6%",".139",".269",".208",".345",".347",".312","","82","1.2","-0.7","-1.1","0.1","635"
"Mark Grudzielanek","LAD","23","89","2","12","9","0","10.1%","19.1%",".128",".250",".218",".303",".346",".277","","70","-0.5","-3.8","1.8","0.1","653"
"Kevin Millar","FLA","23","92","3","10","7","0","9.8%","16.3%",".210",".292",".272",".337",".481",".351","","116","-0.5","1.4","-3.5","0.1","529"
"Jason Kendall","PIT","21","77","0","6","5","2","14.3%","3.9%",".061",".238",".227",".338",".288",".293","","74","-0.5","-3.0","1.3","0.1","993"
"Rey Sanchez","BOS","21","75","1","8","11","1","1.3%","12.0%",".056",".286",".264",".280",".319",".265","","55","0.4","-3.8","2.0","0.1","213"
"Richie Sexson","MIL","26","105","6","16","19","0","5.7%","23.8%",".250",".242",".229",".286",".479",".326","","96","-0.4","-1.0","-1.8","0.1","709"
"Chris Truby","MON","26","98","2","11","6","1","5.1%","20.4%",".154",".319",".264",".309",".418",".313","","85","0.4","-1.5","-1.0","0.1","799"
"Placido Polanco","STL","22","84","0","8","2","1","2.4%","11.9%",".038",".314",".275",".293",".313",".270","","61","0.0","-4.1","1.9","0.1","1176"
"Brad Ausmus","HOU","19","88","2","12","8","0","5.7%","19.3%",".136",".286",".247",".295",".383",".297","","74","-1.2","-4.1","1.6","0.0","546"
"Scott Spiezio","ANA","20","82","1","11","13","0","13.4%","13.4%",".101",".254",".232",".329",".333",".300","","81","-0.7","-2.6","0.2","0.0","37"
"Brent Abernathy","TBD","22","93","1","13","5","3","8.6%","9.7%",".094",".253",".235",".301",".329",".284","","70","-0.3","-3.7","0.9","0.0","1192"
"Peter Bergeron","MON","26","129","0","23","7","8","17.1%","25.6%",".067",".296",".202",".341",".269",".291","","70","2.2","-2.6","-1.3","0.0","763"
"Adam Kennedy","ANA","23","82","0","7","3","2","4.9%","8.5%",".068",".254",".230",".288",".297",".265","","58","1.0","-3.3","0.8","0.0","19"
"Aaron Boone","CIN","25","104","2","11","12","2","8.7%","17.3%",".132",".274",".242",".304",".374",".290","","70","0.0","-3.9","0.8","0.0","311"
"Mark Grace","ARI","26","96","4","15","12","0","14.6%","6.3%",".198",".197",".222",".344",".420",".336","","98","-1.1","-1.3","-1.6","0.0","56"
"Doug Glanville","PHI","25","106","0","7","3","1","9.4%","9.4%",".054",".268",".239",".320",".293",".271","","62","0.0","-5.1","1.5","0.0","956"
"Bernie Williams","NYY","24","109","1","13","7","2","16.5%","11.9%",".056",".263",".236",".367",".292",".308","","87","0.2","-1.5","-2.4","0.0","857"
"Rusty Greer","TEX","24","107","1","17","9","0","4.7%","6.5%",".088",".340",".324",".355",".412",".338","","100","-0.2","-0.2","-3.7","0.0","1252"
"Nick Johnson","NYY","26","99","3","8","10","1","8.1%","24.2%",".131",".263",".214",".327",".345",".308","","87","-0.9","-2.5","-1.3","0.0","828"
"Shane Halter","DET","25","102","0","6","7","0","6.9%","16.7%",".065",".276",".226",".294",".290",".267","","62","-0.9","-5.8","1.8","0.0","468"
"Rondell White","NYY","26","108","4","14","15","0","6.5%","24.1%",".172",".271",".232",".287",".404",".297","","79","0.3","-2.4","-1.9","-0.1","856"
"Mike Bordick","BAL","22","85","2","8","5","0","10.6%","12.9%",".164",".131",".137",".238",".301",".243","","44","-0.6","-6.4","2.7","-0.1","129"
"Shawn Green","LAD","26","110","3","12","17","1","10.0%","22.7%",".155",".286",".237",".318",".392",".300","","85","-0.7","-2.8","-1.6","-0.1","651"
"Hank Blalock","TEX","23","81","1","5","5","0","11.1%","30.9%",".129",".295",".200",".300",".329",".286","","65","0.1","-3.4","-0.4","-0.1","1419"
"Travis Lee","PHI","27","109","2","8","10","0","11.9%","19.3%",".126",".260",".221",".312",".347",".292","","76","-0.7","-4.0","-0.6","-0.1","958"
"Carlos Lee","CHW","24","96","3","11","11","0","5.2%","12.5%",".178",".250",".244",".281",".422",".303","","79","0.4","-2.1","-2.4","-0.1","243"
"Fernando Vina","STL","25","122","0","13","11","5","4.9%","6.6%",".070",".280",".263",".303",".333",".284","","70","-1.0","-5.5","0.2","-0.1","1189"
"Adrian Brown","PIT","24","100","1","12","4","3","10.0%","9.0%",".116",".224",".209",".299",".326",".283","","67","-1.0","-5.1","0.1","-0.2","985"
"J.T. Snow","SFG","26","106","1","8","16","0","11.3%","13.2%",".109",".295",".261",".349",".370",".320","","96","-0.9","-1.4","-3.9","-0.2","1133"
"Vernon Wells","TOR","24","105","3","10","10","1","3.8%","14.3%",".150",".244",".230",".260",".380",".278","","62","-0.2","-5.1","-0.7","-0.2","1326"
"Tim Salmon","ANA","24","100","2","14","10","0","15.0%","18.0%",".122",".206",".183",".320",".305",".283","","69","-0.1","-3.9","-1.8","-0.2","32"
"Chuck Knoblauch","KCR","18","76","1","10","9","9","7.9%","9.2%",".088",".183",".176",".253",".265",".238","","33","2.0","-4.3","-0.5","-0.2","609"
"Toby Hall","TBD","21","87","0","6","7","0","5.7%","6.9%",".063",".213",".200",".253",".263",".234","","37","-0.5","-7.3","1.6","-0.3","1210"
"Kevin Young","PIT","24","82","2","9","7","1","12.2%","25.6%",".145",".234",".188",".305",".333",".285","","69","-1.3","-4.4","-1.1","-0.3","1018"
"Fred McGriff","CHC","24","97","1","7","10","0","14.4%","15.5%",".084",".239",".205",".320",".289",".280","","68","-0.4","-4.3","-1.8","-0.3","293"
"Travis Fryman","CLE","25","96","3","8","12","0","10.4%","20.8%",".174",".206",".186",".271",".360",".279","","67","-0.3","-4.2","-2.2","-0.3","385"
"Terrence Long","OAK","26","104","3","15","14","1","3.8%","23.1%",".140",".233",".200",".231",".340",".248","","47","0.0","-6.7","-0.1","-0.3","927"
"Jason Tyner","TBD","23","105","0","13","5","4","4.8%","13.3%",".010",".265",".227",".272",".237",".235","","38","2.0","-6.1","-1.1","-0.4","1232"
"Raul Mondesi","TOR","24","115","6","19","17","2","7.8%","20.9%",".223",".200",".204",".270",".427",".299","","76","0.5","-2.9","-4.9","-0.4","1314"
"Vinny Castilla","ATL","24","104","3","8","18","0","3.8%","18.3%",".163",".221",".204",".240",".367",".258","","52","-1.2","-7.5","0.1","-0.4","84"
