"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Vernon Wells","TOR","156","678","28","78","97","8","6.9%","12.7%",".194",".270",".269",".320",".463",".335","","102","1.4","3.2","5.0","3.1","1326"
"Ken Griffey Jr.","CIN","128","555","35","85","92","0","9.7%","16.8%",".275",".305",".301",".369",".576",".399","","142","-0.6","28.7","-17.4","2.9","327"
"Manny Ramirez","BOS","152","650","45","112","144","1","12.3%","18.3%",".301",".295",".292",".388",".594",".411","","153","-1.9","39.7","-32.6","2.9","210"
"Aramis Ramirez","CHC","123","506","31","72","92","0","6.9%","11.9%",".266",".291",".302",".358",".568",".392","","136","-8.1","14.8","-2.6","2.9","1002"
"Craig Counsell","ARI","150","670","9","85","42","26","11.6%","10.3%",".119",".276",".256",".350",".375",".324","","89","6.2","-3.1","9.6","2.8","52"
"Mark Grudzielanek","STL","137","563","8","64","59","8","4.6%","14.4%",".114",".333",".294",".334",".407",".324","","96","2.0","-0.9","10.9","2.8","653"
"Brady Clark","MIL","145","674","13","94","53","10","7.0%","8.2%",".120",".319",".306",".372",".426",".353","","113","-4.6","6.1","0.2","2.8","1398"
"Ray Durham","SFG","142","560","12","67","62","6","8.6%","10.5%",".139",".305",".290",".356",".429",".343","","107","1.2","5.9","3.7","2.8","230"
"Johnny Damon","BOS","148","688","10","117","75","18","7.7%","10.0%",".123",".338",".316",".366",".439",".350","","111","8.5","17.9","-13.7","2.7","185"
"Kevin Mench","TEX","150","615","25","71","73","4","8.1%","11.1%",".205",".261",".264",".328",".469",".342","","105","3.4","6.9","-0.3","2.7","1261"
"Lance Berkman","HOU","132","565","24","76","82","4","16.1%","12.7%",".231",".302",".293",".411",".524",".399","","144","-7.4","23.7","-14.7","2.7","548"
"Craig Biggio","HOU","155","651","26","94","69","11","5.7%","13.8%",".203",".273",".264",".325",".468",".342","","106","6.2","11.2","-5.3","2.7","549"
"Chone Figgins","LAA","158","720","8","113","57","62","8.9%","14.0%",".107",".331",".290",".352",".397",".331","","104","8.7","11.9","-9.3","2.7","1580"
"Luis Gonzalez","ARI","155","672","24","90","79","4","11.6%","13.4%",".188",".284",".271",".366",".459",".356","","110","-3.0","5.6","-1.3","2.6","55"
"Matt Holliday","COL","125","526","19","68","87","14","6.8%","15.0%",".198",".332",".307",".361",".505",".372","","116","1.0","11.8","-2.9","2.6","1873"
"David Eckstein","STL","158","713","8","90","61","11","8.1%","6.2%",".102",".304",".294",".363",".395",".338","","105","-1.7","3.2","-1.6","2.5","10"
"Hideki Matsui","NYY","162","704","23","108","116","2","8.9%","11.1%",".191",".315",".305",".367",".496",".369","","128","-1.7","22.8","-22.0","2.5","1659"
"Jeremy Reed","SEA","141","544","3","61","45","12","8.8%","13.6%",".098",".293",".254",".322",".352",".301","","85","0.5","-9.5","15.6","2.5","4730"
"Adrian Beltre","SEA","156","650","19","69","87","3","5.8%","16.6%",".158",".281",".255",".303",".413",".308","","90","-0.4","-8.6","11.1","2.4","639"
"Brad Wilkerson","WSN","148","661","11","76","57","8","12.7%","22.2%",".158",".315",".248",".351",".405",".331","","103","-1.0","1.1","1.7","2.4","804"
"Gary Sheffield","NYY","154","675","34","104","123","10","11.6%","11.3%",".221",".284",".291",".379",".512",".382","","137","4.7","35.5","-34.1","2.4","114"
"Gary Matthews Jr.","TEX","131","526","17","72","55","9","8.9%","17.1%",".181",".280",".255",".320",".436",".328","","95","-1.4","-4.7","10.9","2.4","153"
"Alfonso Soriano","TEX","156","682","36","102","104","30","4.8%","18.3%",".243",".281",".268",".309",".512",".347","","108","7.3","14.2","-13.6","2.4","847"
"Carlos Beltran","NYM","151","650","16","83","78","17","8.6%","14.8%",".148",".292",".266",".330",".414",".323","","96","6.2","2.6","-0.7","2.3","589"
"Omar Vizquel","SFG","152","651","3","66","45","24","8.6%","8.9%",".079",".297",".271",".341",".350",".311","","86","-0.3","-12.0","13.5","2.3","411"
"Jay Gibbons","BAL","139","518","26","72","79","0","5.4%","10.8%",".240",".268",".277",".317",".516",".353","","117","-2.5","8.2","-3.2","2.3","141"
"Lyle Overbay","MIL","158","622","19","80","72","1","12.5%","15.8%",".173",".304",".276",".367",".449",".354","","113","-0.7","9.4","-7.2","2.3","1617"
"Adam Everett","HOU","152","595","11","58","54","21","4.4%","17.3%",".117",".285",".248",".290",".364",".287","","70","4.9","-17.6","20.3","2.2","1430"
"Juan Uribe","CHW","146","540","16","58","71","4","6.3%","14.3%",".160",".264",".252",".301",".412",".308","","84","0.5","-10.3","14.2","2.2","454"
"Willy Taveras","HOU","152","635","3","82","29","34","3.9%","16.2%",".051",".345",".291",".325",".341",".297","","76","7.9","-10.9","12.0","2.2","1876"
"Nick Swisher","OAK","131","522","21","66","74","0","10.5%","21.1%",".210",".265",".236",".322",".446",".332","","105","0.8","4.1","0.0","2.2","4599"
"Jermaine Dye","CHW","145","579","31","74","86","11","6.7%","17.1%",".238",".284",".274",".333",".512",".361","","119","-1.1","12.6","-10.5","2.2","911"
"David Dellucci","TEX","128","518","29","97","65","5","14.7%","23.4%",".262",".279",".251",".367",".513",".379","","130","1.3","20.1","-16.1","2.2","1402"
"Raul Ibanez","SEA","162","690","20","92","89","9","10.3%","14.3%",".156",".305",".280",".355",".436",".345","","115","0.1","12.3","-14.5","2.1","607"
"Shea Hillenbrand","TOR","152","645","18","91","82","5","4.0%","12.2%",".158",".310",".291",".343",".449",".345","","109","0.6","7.4","-8.2","2.1","196"
"Rob Mackowiak","PIT","142","512","9","57","58","8","8.4%","19.5%",".117",".330",".272",".337",".389",".319","","92","0.8","-4.2","7.7","2.0","995"
"Joe Randa","- - -","150","609","17","71","68","0","7.7%","13.3%",".177",".296",".276",".335",".452",".340","","107","1.9","7.3","-7.4","2.0","623"
"Gregg Zaun","TOR","133","512","11","61","61","2","14.3%","13.7%",".122",".274",".251",".355",".373",".327","","96","-0.6","-2.9","5.3","2.0","580"
"Scott Podsednik","CHW","129","568","0","80","25","59","8.3%","13.2%",".059",".336",".290",".351",".349",".315","","88","6.2","-2.0","2.2","1.9","1095"
"Casey Blake","CLE","147","583","23","72","58","4","7.4%","19.9%",".197",".265",".241",".308",".438",".321","","97","1.3","-0.7","0.3","1.9","719"
"Garrett Atkins","COL","138","573","13","62","89","0","7.9%","12.6%",".139",".311",".287",".347",".426",".339","","94","-3.1","-7.3","7.4","1.9","1790"
"Jack Wilson","PIT","158","639","8","60","52","7","4.9%","9.1%",".106",".272",".257",".299",".363",".288","","71","-0.2","-23.3","21.3","1.9","1017"
"Pedro Feliz","SFG","156","615","20","69","81","0","6.2%","16.6%",".172",".269",".250",".295",".422",".309","","84","-2.8","-15.1","13.8","1.9","1112"
"Carlos Lee","MIL","162","688","32","85","114","13","8.3%","12.6%",".222",".259",".265",".324",".487",".343","","106","0.5","5.5","-9.7","1.8","243"
"Jason Kendall","OAK","150","676","0","70","53","8","7.4%","5.8%",".050",".287",".271",".345",".321",".304","","86","0.1","-11.3","6.7","1.8","993"
"Edgar Renteria","BOS","153","692","8","100","70","9","7.9%","14.5%",".109",".315",".276",".335",".385",".319","","90","5.3","-3.4","-1.9","1.8","1178"
"Mark Kotsay","OAK","139","629","15","75","82","5","6.4%","8.1%",".141",".285",".280",".325",".421",".324","","99","1.6","1.1","-4.8","1.8","1042"
"Jose Reyes","NYM","161","733","7","99","58","60","3.7%","10.6%",".114",".298",".273",".300",".386",".299","","80","7.4","-11.2","4.7","1.7","1736"
"Darin Erstad","LAA","153","667","7","86","66","10","7.0%","16.3%",".099",".321",".273",".325",".371",".307","","87","5.0","-5.2","-0.5","1.7","11"
"Mike Sweeney","KCR","122","514","21","63","83","3","6.4%","11.9%",".217",".305",".300",".347",".517",".365","","122","-1.1","12.6","-13.4","1.7","634"
"Juan Pierre","FLA","162","719","2","96","47","57","5.7%","6.3%",".078",".293",".276",".326",".354",".303","","83","6.5","-8.9","1.0","1.6","443"
"Lew Ford","MIN","147","590","7","70","53","13","7.6%","14.4%",".113",".301",".264",".338",".377",".318","","93","3.8","-1.0","-3.8","1.5","1724"
"Juan Encarnacion","FLA","141","563","16","59","76","6","7.3%","18.5%",".160",".332",".287",".349",".447",".346","","112","1.2","9.6","-12.9","1.5","320"
"Ryan Klesko","SDP","137","520","18","61","58","3","14.4%","15.4%",".169",".266",".248",".358",".418",".343","","115","-0.2","9.4","-11.4","1.5","1041"
"Dmitri Young","DET","126","509","21","61","72","1","5.7%","19.6%",".200",".304",".271",".325",".471",".339","","109","0.1","5.6","-8.1","1.5","505"
"Jeromy Burnitz","CHC","160","671","24","84","87","5","8.5%","16.2%",".177",".277",".258",".322",".435",".328","","94","0.3","-4.8","-2.5","1.5","867"
"Justin Morneau","MIN","141","543","22","62","79","0","8.1%","17.3%",".198",".251",".239",".304",".437",".314","","91","-1.3","-7.2","3.4","1.5","1737"
"Craig Monroe","DET","157","623","20","69","89","8","6.4%","15.2%",".169",".295",".277",".322",".446",".328","","101","0.8","1.8","-8.6","1.4","1464"
"Sean Casey","CIN","137","587","9","75","58","2","8.2%","8.2%",".112",".327",".312",".371",".423",".349","","109","-4.3","2.6","-8.7","1.3","314"
"Emil Brown","KCR","150","609","17","75","86","10","7.9%","17.7%",".169",".326",".286",".349",".455",".349","","111","0.2","8.3","-16.7","1.2","1197"
"Shawn Green","ARI","158","656","22","87","73","8","9.5%","14.5%",".191",".305",".286",".355",".477",".356","","111","-0.8","8.0","-17.7","1.2","651"
"Eric Hinske","TOR","147","537","15","79","68","8","8.6%","22.5%",".168",".317",".262",".333",".430",".330","","99","3.0","2.3","-9.4","1.1","1305"
"Jason Lane","HOU","145","561","26","65","78","6","5.7%","18.7%",".232",".286",".267",".316",".499",".347","","109","-2.3","4.3","-11.6","1.1","1397"
"Jorge Cantu","TBD","150","631","28","73","117","1","3.0%","13.2%",".211",".289",".286",".311",".497",".343","","112","-4.4","4.5","-15.2","1.1","2521"
"Vinny Castilla","WSN","142","549","12","53","66","4","7.8%","14.9%",".150",".280",".253",".319",".403",".312","","90","-2.7","-9.5","1.6","1.0","84"
"Ben Broussard","CLE","142","505","19","59","68","2","6.3%","19.4%",".208",".284",".255",".307",".464",".327","","101","0.9","1.5","-9.7","0.9","312"
"Alex Rios","TOR","146","519","10","71","59","14","5.4%","19.5%",".135",".309",".262",".306",".397",".306","","82","1.2","-10.0","1.1","0.9","2090"
"Russ Adams","TOR","139","545","8","68","63","11","9.2%","10.5%",".127",".271",".256",".325",".383",".311","","86","6.0","-3.5","-8.0","0.7","4519"
"Neifi Perez","CHC","154","609","9","59","54","8","3.0%","7.7%",".108",".285",".274",".298",".383",".295","","72","-2.2","-23.3","10.3","0.7","620"
"Preston Wilson","- - -","139","576","25","73","90","6","7.8%","25.7%",".208",".314",".260",".325",".467",".343","","103","-4.5","-2.2","-9.8","0.7","545"
"Kevin Millar","BOS","134","519","9","57","50","0","10.4%","14.3%",".127",".302",".272",".355",".399",".334","","100","-5.9","-5.9","-6.6","0.5","529"
"Angel Berroa","KCR","159","652","11","68","55","7","2.8%","16.6%",".105",".312",".270",".305",".375",".298","","76","3.1","-15.7","-2.6","0.4","591"
"David Bell","PHI","150","617","10","53","61","0","7.6%","11.2%",".113",".266",".248",".310",".361",".294","","72","-6.3","-28.0","11.2","0.3","1108"
"Jacque Jones","MIN","142","585","23","74","73","13","8.7%","20.5%",".189",".279",".249",".319",".438",".321","","96","-0.7","-3.8","-13.6","0.2","735"
"Aaron Boone","CLE","143","565","16","61","60","9","6.2%","16.3%",".135",".264",".243",".299",".378",".296","","80","-0.7","-14.7","-2.0","0.2","311"
"Aubrey Huff","TBD","154","636","22","70","92","8","7.7%","13.8%",".167",".271",".261",".321",".428",".318","","94","1.0","-3.5","-16.2","0.2","1213"
"Robinson Cano","NYY","132","551","14","78","62","1","2.9%","12.3%",".161",".318",".297",".320",".458",".334","","105","-0.7","2.7","-19.7","0.2","3269"
"Hank Blalock","TEX","161","705","25","80","92","1","7.2%","18.7%",".168",".294",".263",".318",".431",".325","","93","-3.9","-9.7","-12.6","0.2","1419"
"Royce Clayton","ARI","143","573","2","59","44","13","6.6%","18.3%",".080",".333",".270",".320",".351",".299","","73","1.3","-18.4","1.0","0.1","226"
"Mike Lowell","FLA","150","558","8","56","58","4","8.2%","10.4%",".124",".248",".236",".298",".360",".289","","74","-2.7","-20.7","3.0","0.1","527"
"Matt Lawton","- - -","141","585","13","67","53","18","11.8%","13.2%",".142",".275",".254",".356",".396",".336","","103","-3.6","-1.5","-18.4","-0.1","390"
"Carl Everett","CHW","135","547","23","58","87","4","7.7%","18.1%",".184",".265",".251",".311",".435",".321","","92","-2.6","-7.9","-12.2","-0.2","1249"
"Garret Anderson","LAA","142","603","17","68","96","1","3.8%","13.9%",".151",".305",".283",".308",".435",".316","","93","-1.3","-6.2","-16.7","-0.2","2"
"Shannon Stewart","MIN","132","599","10","69","56","7","5.7%","12.2%",".114",".298",".274",".323",".388",".312","","89","-2.5","-10.4","-13.1","-0.3","1322"
"Scott Hatteberg","OAK","134","523","7","52","59","0","9.8%","10.3%",".086",".277",".256",".334",".343",".303","","85","-2.4","-11.8","-15.0","-0.9","916"
"Bernie Williams","NYY","141","546","12","53","64","1","9.7%","13.7%",".118",".270",".249",".321",".367",".305","","85","-1.5","-11.3","-30.2","-2.3","857"
